"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2008"	"2008"	"45-54 years"	"45-54"	"Pennsylvania"	"42"	183	1937827	9.4
	"2008"	"2008"	"45-54 years"	"45-54"	"Rhode Island"	"44"	38	162107	23.4
	"2008"	"2008"	"45-54 years"	"45-54"	"South Carolina"	"45"	76	647973	11.7
	"2008"	"2008"	"45-54 years"	"45-54"	"South Dakota"	"46"	Suppressed	117282	Suppressed
	"2008"	"2008"	"45-54 years"	"45-54"	"Tennessee"	"47"	156	914098	17.1
	"2008"	"2008"	"45-54 years"	"45-54"	"Texas"	"48"	255	3336384	7.6
	"2008"	"2008"	"45-54 years"	"45-54"	"Utah"	"49"	117	303088	38.6
	"2008"	"2008"	"45-54 years"	"45-54"	"Vermont"	"50"	20	103507	19.3
	"2008"	"2008"	"45-54 years"	"45-54"	"Virginia"	"51"	129	1186006	10.9
	"2008"	"2008"	"45-54 years"	"45-54"	"Washington"	"53"	258	985424	26.2
	"2008"	"2008"	"45-54 years"	"45-54"	"West Virginia"	"54"	106	278851	38.0
	"2008"	"2008"	"45-54 years"	"45-54"	"Wisconsin"	"55"	103	871193	11.8
	"2008"	"2008"	"45-54 years"	"45-54"	"Wyoming"	"56"	13	84979	Unreliable
	"2008"	"2008"	"55-64 years"	"55-64"	"Alabama"	"01"	14	556340	Unreliable
	"2008"	"2008"	"55-64 years"	"55-64"	"Alaska"	"02"	Suppressed	77967	Suppressed
	"2008"	"2008"	"55-64 years"	"55-64"	"Arizona"	"04"	69	682249	10.1
	"2008"	"2008"	"55-64 years"	"55-64"	"Arkansas"	"05"	14	335312	Unreliable
	"2008"	"2008"	"55-64 years"	"55-64"	"California"	"06"	347	3748885	9.3
	"2008"	"2008"	"55-64 years"	"55-64"	"Colorado"	"08"	52	549645	9.5
	"2008"	"2008"	"55-64 years"	"55-64"	"Connecticut"	"09"	17	416490	Unreliable
	"2008"	"2008"	"55-64 years"	"55-64"	"Delaware"	"10"	Suppressed	104777	Suppressed
	"2008"	"2008"	"55-64 years"	"55-64"	"District of Columbia"	"11"	10	61624	Unreliable
	"2008"	"2008"	"55-64 years"	"55-64"	"Florida"	"12"	158	2217834	7.1
	"2008"	"2008"	"55-64 years"	"55-64"	"Georgia"	"13"	40	997267	4.0
	"2008"	"2008"	"55-64 years"	"55-64"	"Hawaii"	"15"	Suppressed	165503	Suppressed
	"2008"	"2008"	"55-64 years"	"55-64"	"Idaho"	"16"	14	168248	Unreliable
	"2008"	"2008"	"55-64 years"	"55-64"	"Illinois"	"17"	69	1380334	5.0
	"2008"	"2008"	"55-64 years"	"55-64"	"Indiana"	"18"	26	719819	3.6
	"2008"	"2008"	"55-64 years"	"55-64"	"Iowa"	"19"	17	348104	Unreliable
	"2008"	"2008"	"55-64 years"	"55-64"	"Kansas"	"20"	16	308123	Unreliable
	"2008"	"2008"	"55-64 years"	"55-64"	"Kentucky"	"21"	26	508641	5.1
	"2008"	"2008"	"55-64 years"	"55-64"	"Louisiana"	"22"	15	499672	Unreliable
	"2008"	"2008"	"55-64 years"	"55-64"	"Maine"	"23"	Suppressed	180655	Suppressed
	"2008"	"2008"	"55-64 years"	"55-64"	"Maryland"	"24"	68	652083	10.4
	"2008"	"2008"	"55-64 years"	"55-64"	"Massachusetts"	"25"	46	752529	6.1
	"2008"	"2008"	"55-64 years"	"55-64"	"Michigan"	"26"	78	1175776	6.6
	"2008"	"2008"	"55-64 years"	"55-64"	"Minnesota"	"27"	23	582155	4.0
	"2008"	"2008"	"55-64 years"	"55-64"	"Mississippi"	"28"	Suppressed	327476	Suppressed
	"2008"	"2008"	"55-64 years"	"55-64"	"Missouri"	"29"	39	680290	5.7
	"2008"	"2008"	"55-64 years"	"55-64"	"Montana"	"30"	Suppressed	128789	Suppressed
	"2008"	"2008"	"55-64 years"	"55-64"	"Nebraska"	"31"	Suppressed	198421	Suppressed
	"2008"	"2008"	"55-64 years"	"55-64"	"Nevada"	"32"	63	299377	21.0
	"2008"	"2008"	"55-64 years"	"55-64"	"New Hampshire"	"33"	Suppressed	166583	Suppressed
	"2008"	"2008"	"55-64 years"	"55-64"	"New Jersey"	"34"	29	984093	2.9
	"2008"	"2008"	"55-64 years"	"55-64"	"New Mexico"	"35"	38	239930	15.8
	"2008"	"2008"	"55-64 years"	"55-64"	"New York"	"36"	156	2178218	7.2
	"2008"	"2008"	"55-64 years"	"55-64"	"North Carolina"	"37"	68	1068596	6.4
	"2008"	"2008"	"55-64 years"	"55-64"	"North Dakota"	"38"	Suppressed	75112	Suppressed
	"2008"	"2008"	"55-64 years"	"55-64"	"Ohio"	"39"	98	1356505	7.2
	"2008"	"2008"	"55-64 years"	"55-64"	"Oklahoma"	"40"	36	416838	8.6
	"2008"	"2008"	"55-64 years"	"55-64"	"Oregon"	"41"	47	476616	9.9
	"2008"	"2008"	"55-64 years"	"55-64"	"Pennsylvania"	"42"	48	1518364	3.2
	"2008"	"2008"	"55-64 years"	"55-64"	"Rhode Island"	"44"	21	122375	17.2
	"2008"	"2008"	"55-64 years"	"55-64"	"South Carolina"	"45"	25	550714	4.5
	"2008"	"2008"	"55-64 years"	"55-64"	"South Dakota"	"46"	Suppressed	90851	Suppressed
	"2008"	"2008"	"55-64 years"	"55-64"	"Tennessee"	"47"	54	741055	7.3
	"2008"	"2008"	"55-64 years"	"55-64"	"Texas"	"48"	96	2399890	4.0
	"2008"	"2008"	"55-64 years"	"55-64"	"Utah"	"49"	30	221066	13.6
	"2008"	"2008"	"55-64 years"	"55-64"	"Vermont"	"50"	11	84427	Unreliable
	"2008"	"2008"	"55-64 years"	"55-64"	"Virginia"	"51"	33	896712	3.7
	"2008"	"2008"	"55-64 years"	"55-64"	"Washington"	"53"	103	777195	13.3
	"2008"	"2008"	"55-64 years"	"55-64"	"West Virginia"	"54"	36	249897	14.4
	"2008"	"2008"	"55-64 years"	"55-64"	"Wisconsin"	"55"	44	649975	6.8
	"2008"	"2008"	"55-64 years"	"55-64"	"Wyoming"	"56"	Suppressed	67666	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Alabama"	"01"	Suppressed	354234	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Alaska"	"02"	Suppressed	31798	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Arizona"	"04"	12	461986	Unreliable
	"2008"	"2008"	"65-74 years"	"65-74"	"Arkansas"	"05"	Suppressed	224652	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"California"	"06"	74	2132744	3.5
	"2008"	"2008"	"65-74 years"	"65-74"	"Colorado"	"08"	15	283469	Unreliable
	"2008"	"2008"	"65-74 years"	"65-74"	"Connecticut"	"09"	Suppressed	240580	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Delaware"	"10"	Suppressed	68174	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"District of Columbia"	"11"	Suppressed	35144	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Florida"	"12"	26	1632942	1.6
	"2008"	"2008"	"65-74 years"	"65-74"	"Georgia"	"13"	Suppressed	561722	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Hawaii"	"15"	Suppressed	92378	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Idaho"	"16"	Suppressed	101214	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Illinois"	"17"	14	811991	Unreliable
	"2008"	"2008"	"65-74 years"	"65-74"	"Indiana"	"18"	Suppressed	430610	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Iowa"	"19"	Suppressed	217316	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Kansas"	"20"	Suppressed	181532	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Kentucky"	"21"	Suppressed	311179	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Louisiana"	"22"	Suppressed	295792	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Maine"	"23"	Suppressed	105982	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Maryland"	"24"	Suppressed	363223	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Massachusetts"	"25"	Suppressed	430059	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Michigan"	"26"	Suppressed	688404	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Minnesota"	"27"	Suppressed	333565	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Mississippi"	"28"	Suppressed	205691	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Missouri"	"29"	Suppressed	429213	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Montana"	"30"	Suppressed	75447	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Nebraska"	"31"	Suppressed	118076	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Nevada"	"32"	12	182704	Unreliable
	"2008"	"2008"	"65-74 years"	"65-74"	"New Hampshire"	"33"	Suppressed	90884	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"New Jersey"	"34"	Suppressed	586279	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"New Mexico"	"35"	Suppressed	144135	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"New York"	"36"	24	1307132	1.8
	"2008"	"2008"	"65-74 years"	"65-74"	"North Carolina"	"37"	10	651838	Unreliable
	"2008"	"2008"	"65-74 years"	"65-74"	"North Dakota"	"38"	Suppressed	45339	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Ohio"	"39"	17	819761	Unreliable
	"2008"	"2008"	"65-74 years"	"65-74"	"Oklahoma"	"40"	Suppressed	267795	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Oregon"	"41"	Suppressed	267162	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Pennsylvania"	"42"	Suppressed	941536	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Rhode Island"	"44"	Suppressed	70415	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"South Carolina"	"45"	Suppressed	342823	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"South Dakota"	"46"	Suppressed	55042	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Tennessee"	"47"	11	459880	Unreliable
	"2008"	"2008"	"65-74 years"	"65-74"	"Texas"	"48"	22	1372632	1.6
	"2008"	"2008"	"65-74 years"	"65-74"	"Utah"	"49"	Suppressed	128312	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Vermont"	"50"	Suppressed	46242	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Virginia"	"51"	Suppressed	514328	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Washington"	"53"	15	416478	Unreliable
	"2008"	"2008"	"65-74 years"	"65-74"	"West Virginia"	"54"	Suppressed	158073	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Wisconsin"	"55"	Suppressed	380806	Suppressed
	"2008"	"2008"	"65-74 years"	"65-74"	"Wyoming"	"56"	Suppressed	36966	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Alabama"	"01"	Suppressed	210116	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Alaska"	"02"	Suppressed	14239	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Arizona"	"04"	Suppressed	275347	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Arkansas"	"05"	Suppressed	132862	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"California"	"06"	18	1363109	Unreliable
	"2008"	"2008"	"75-84 years"	"75-84"	"Colorado"	"08"	Suppressed	165768	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Connecticut"	"09"	Suppressed	170701	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Delaware"	"10"	Suppressed	40946	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"District of Columbia"	"11"	Suppressed	21886	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Florida"	"12"	11	1096681	Unreliable
	"2008"	"2008"	"75-84 years"	"75-84"	"Georgia"	"13"	Suppressed	302576	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Hawaii"	"15"	Suppressed	65191	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Idaho"	"16"	Suppressed	58280	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Illinois"	"17"	Suppressed	532428	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Indiana"	"18"	Suppressed	277105	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Iowa"	"19"	Suppressed	156637	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Kansas"	"20"	Suppressed	128029	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Kentucky"	"21"	Suppressed	182904	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Louisiana"	"22"	Suppressed	179386	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Maine"	"23"	Suppressed	69441	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Maryland"	"24"	Suppressed	223681	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Massachusetts"	"25"	Suppressed	307803	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Michigan"	"26"	Suppressed	451968	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Minnesota"	"27"	Suppressed	222112	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Mississippi"	"28"	Suppressed	121575	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Missouri"	"29"	Suppressed	273787	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Montana"	"30"	Suppressed	45698	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Nebraska"	"31"	Suppressed	84912	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Nevada"	"32"	Suppressed	92685	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"New Hampshire"	"33"	Suppressed	56696	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"New Jersey"	"34"	Suppressed	402759	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"New Mexico"	"35"	Suppressed	84322	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"New York"	"36"	Suppressed	879321	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"North Carolina"	"37"	Suppressed	381838	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"North Dakota"	"38"	Suppressed	34237	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Ohio"	"39"	Suppressed	550716	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Oklahoma"	"40"	Suppressed	162830	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Oregon"	"41"	Suppressed	166903	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Pennsylvania"	"42"	Suppressed	696409	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Rhode Island"	"44"	Suppressed	53604	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"South Carolina"	"45"	Suppressed	187560	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"South Dakota"	"46"	Suppressed	40322	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Tennessee"	"47"	Suppressed	262844	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Texas"	"48"	Suppressed	805645	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Utah"	"49"	Suppressed	77957	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Vermont"	"50"	Suppressed	28837	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Virginia"	"51"	Suppressed	302238	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Washington"	"53"	Suppressed	250939	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"West Virginia"	"54"	Suppressed	99516	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Wisconsin"	"55"	Suppressed	261195	Suppressed
	"2008"	"2008"	"75-84 years"	"75-84"	"Wyoming"	"56"	Suppressed	21561	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Alabama"	"01"	Suppressed	72594	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Alaska"	"02"	Suppressed	4285	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Arizona"	"04"	Suppressed	94831	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Arkansas"	"05"	Suppressed	50052	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"California"	"06"	Suppressed	560907	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Colorado"	"08"	Suppressed	64898	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Connecticut"	"09"	Suppressed	81313	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Delaware"	"10"	Suppressed	14596	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"District of Columbia"	"11"	Suppressed	9755	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Florida"	"12"	Suppressed	405381	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Georgia"	"13"	Suppressed	108040	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Hawaii"	"15"	Suppressed	26892	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Idaho"	"16"	Suppressed	23684	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Illinois"	"17"	Suppressed	225098	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Indiana"	"18"	Suppressed	109917	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Iowa"	"19"	Suppressed	72837	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Kansas"	"20"	Suppressed	57764	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Kentucky"	"21"	Suppressed	66579	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Louisiana"	"22"	Suppressed	62685	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Maine"	"23"	Suppressed	27915	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Maryland"	"24"	Suppressed	91354	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Massachusetts"	"25"	Suppressed	139312	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Michigan"	"26"	Suppressed	180649	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Minnesota"	"27"	Suppressed	103148	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Mississippi"	"28"	Suppressed	43050	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Missouri"	"29"	Suppressed	109335	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Montana"	"30"	Suppressed	19186	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Nebraska"	"31"	Suppressed	37760	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Nevada"	"32"	Suppressed	27629	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"New Hampshire"	"33"	Suppressed	23778	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"New Jersey"	"34"	Suppressed	168867	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"New Mexico"	"35"	Suppressed	29917	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"New York"	"36"	Suppressed	372816	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"North Carolina"	"37"	Suppressed	137021	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"North Dakota"	"38"	Suppressed	16209	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Ohio"	"39"	Suppressed	218652	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Oklahoma"	"40"	Suppressed	59610	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Oregon"	"41"	Suppressed	73979	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Pennsylvania"	"42"	Suppressed	291467	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Rhode Island"	"44"	Suppressed	25683	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"South Carolina"	"45"	Suppressed	66595	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"South Dakota"	"46"	Suppressed	18511	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Tennessee"	"47"	Suppressed	94272	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Texas"	"48"	Suppressed	285711	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Utah"	"49"	Suppressed	28922	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Vermont"	"50"	Suppressed	12163	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Virginia"	"51"	Suppressed	113808	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Washington"	"53"	Suppressed	110076	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"West Virginia"	"54"	Suppressed	34325	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Wisconsin"	"55"	Suppressed	113861	Suppressed
	"2008"	"2008"	"85+ years"	"85+"	"Wyoming"	"56"	Suppressed	8151	Suppressed
	"2008"	"2008"	"Not Stated"	"NS"	"Alabama"	"01"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Alaska"	"02"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Arizona"	"04"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Arkansas"	"05"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"California"	"06"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Colorado"	"08"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Connecticut"	"09"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Delaware"	"10"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"District of Columbia"	"11"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Florida"	"12"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Georgia"	"13"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Hawaii"	"15"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Idaho"	"16"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Illinois"	"17"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Indiana"	"18"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Iowa"	"19"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Kansas"	"20"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Kentucky"	"21"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Louisiana"	"22"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Maine"	"23"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Maryland"	"24"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Massachusetts"	"25"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Michigan"	"26"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Minnesota"	"27"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Mississippi"	"28"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Missouri"	"29"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Montana"	"30"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Nebraska"	"31"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Nevada"	"32"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"New Hampshire"	"33"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"New Jersey"	"34"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"New Mexico"	"35"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"New York"	"36"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"North Carolina"	"37"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"North Dakota"	"38"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Ohio"	"39"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Oklahoma"	"40"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Oregon"	"41"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Pennsylvania"	"42"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Rhode Island"	"44"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"South Carolina"	"45"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"South Dakota"	"46"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Tennessee"	"47"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Texas"	"48"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Utah"	"49"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Vermont"	"50"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Virginia"	"51"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Washington"	"53"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"West Virginia"	"54"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Wisconsin"	"55"	Suppressed	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	"Wyoming"	"56"	Suppressed	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"1"	"Alabama"	"01"	Suppressed	61793	Suppressed
	"2009"	"2009"	"< 1 year"	"1"	"Alaska"	"02"	Suppressed	11076	Suppressed
	"2009"	"2009"	"< 1 year"	"1"	"Arizona"	"04"	Suppressed	86485	Suppressed
	"2009"	"2009"	"< 1 year"	"1"	"Arkansas"	"05"	Suppressed	38962	Suppressed
	"2009"	"2009"	"< 1 year"	"1"	"California"	"06"	Suppressed	499021	Suppressed
	"2009"	"2009"	"< 1 year"	"1"	"Colorado"	"08"	Suppressed	66225	Suppressed
	"2009"	"2009"	"< 1 year"	"1"	"Connecticut"	"09"	Suppressed	38407	Suppressed
