"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2015"	"2015"	"Massachusetts"	"25"	1583	6794422	23.3
	"2015"	"2015"	"Michigan"	"26"	1332	9922576	13.4
	"2015"	"2015"	"Minnesota"	"27"	346	5489594	6.3
	"2015"	"2015"	"Mississippi"	"28"	157	2992333	5.2
	"2015"	"2015"	"Missouri"	"29"	716	6083672	11.8
	"2015"	"2015"	"Montana"	"30"	49	1032949	4.7
	"2015"	"2015"	"Nebraska"	"31"	60	1896190	3.2
	"2015"	"2015"	"Nevada"	"32"	476	2890845	16.5
	"2015"	"2015"	"New Hampshire"	"33"	386	1330608	29.0
	"2015"	"2015"	"New Jersey"	"34"	879	8958013	9.8
	"2015"	"2015"	"New Mexico"	"35"	376	2085109	18.0
	"2015"	"2015"	"New York"	"36"	2224	19795791	11.2
	"2015"	"2015"	"North Carolina"	"37"	1189	10042802	11.8
	"2015"	"2015"	"North Dakota"	"38"	36	756927	4.8
	"2015"	"2015"	"Ohio"	"39"	2758	11613423	23.7
	"2015"	"2015"	"Oklahoma"	"40"	447	3911338	11.4
	"2015"	"2015"	"Oregon"	"41"	340	4028977	8.4
	"2015"	"2015"	"Pennsylvania"	"42"	1387	12802503	10.8
	"2015"	"2015"	"Rhode Island"	"44"	258	1056298	24.4
	"2015"	"2015"	"South Carolina"	"45"	581	4896146	11.9
	"2015"	"2015"	"South Dakota"	"46"	28	858469	3.3
	"2015"	"2015"	"Tennessee"	"47"	1074	6600299	16.3
	"2015"	"2015"	"Texas"	"48"	1350	27469114	4.9
	"2015"	"2015"	"Utah"	"49"	463	2995919	15.5
	"2015"	"2015"	"Vermont"	"50"	83	626042	13.3
	"2015"	"2015"	"Virginia"	"51"	832	8382993	9.9
	"2015"	"2015"	"Washington"	"53"	716	7170351	10.0
	"2015"	"2015"	"West Virginia"	"54"	664	1844128	36.0
	"2015"	"2015"	"Wisconsin"	"55"	633	5771337	11.0
	"2015"	"2015"	"Wyoming"	"56"	48	586107	8.2
	"2016"	"2016"	"Alabama"	"01"	351	4863300	7.2
	"2016"	"2016"	"Alaska"	"02"	101	741894	13.6
	"2016"	"2016"	"Arizona"	"04"	806	6931071	11.6
	"2016"	"2016"	"Arkansas"	"05"	175	2988248	5.9
	"2016"	"2016"	"California"	"06"	2146	39250017	5.5
	"2016"	"2016"	"Colorado"	"08"	560	5540545	10.1
	"2016"	"2016"	"Connecticut"	"09"	868	3576452	24.3
	"2016"	"2016"	"Delaware"	"10"	159	952065	16.7
	"2016"	"2016"	"District of Columbia"	"11"	213	681170	31.3
	"2016"	"2016"	"Florida"	"12"	2847	20612439	13.8
	"2016"	"2016"	"Georgia"	"13"	944	10310371	9.2
	"2016"	"2016"	"Hawaii"	"15"	82	1428557	5.7
	"2016"	"2016"	"Idaho"	"16"	122	1683140	7.2
	"2016"	"2016"	"Illinois"	"17"	2013	12801539	15.7
	"2016"	"2016"	"Indiana"	"18"	828	6633053	12.5
	"2016"	"2016"	"Iowa"	"19"	195	3134693	6.2
	"2016"	"2016"	"Kansas"	"20"	164	2907289	5.6
	"2016"	"2016"	"Kentucky"	"21"	1012	4436974	22.8
	"2016"	"2016"	"Louisiana"	"22"	359	4681666	7.7
	"2016"	"2016"	"Maine"	"23"	306	1331479	23.0
	"2016"	"2016"	"Maryland"	"24"	1847	6016447	30.7
	"2016"	"2016"	"Massachusetts"	"25"	2025	6811779	29.7
	"2016"	"2016"	"Michigan"	"26"	1795	9928300	18.1
	"2016"	"2016"	"Minnesota"	"27"	404	5519952	7.3
	"2016"	"2016"	"Mississippi"	"28"	184	2988726	6.2
	"2016"	"2016"	"Missouri"	"29"	940	6093000	15.4
	"2016"	"2016"	"Montana"	"30"	43	1042520	4.1
	"2016"	"2016"	"Nebraska"	"31"	47	1907116	2.5
	"2016"	"2016"	"Nevada"	"32"	455	2940058	15.5
	"2016"	"2016"	"New Hampshire"	"33"	445	1334795	33.3
	"2016"	"2016"	"New Jersey"	"34"	1465	8944469	16.4
	"2016"	"2016"	"New Mexico"	"35"	368	2081015	17.7
	"2016"	"2016"	"New York"	"36"	3088	19745289	15.6
	"2016"	"2016"	"North Carolina"	"37"	1544	10146788	15.2
	"2016"	"2016"	"North Dakota"	"38"	55	757952	7.3
	"2016"	"2016"	"Ohio"	"39"	3688	11614373	31.8
	"2016"	"2016"	"Oklahoma"	"40"	452	3923561	11.5
	"2016"	"2016"	"Oregon"	"41"	324	4093465	7.9
	"2016"	"2016"	"Pennsylvania"	"42"	2264	12784227	17.7
	"2016"	"2016"	"Rhode Island"	"44"	281	1056426	26.6
	"2016"	"2016"	"South Carolina"	"45"	657	4961119	13.2
	"2016"	"2016"	"South Dakota"	"46"	44	865454	5.1
	"2016"	"2016"	"Tennessee"	"47"	1236	6651194	18.6
	"2016"	"2016"	"Texas"	"48"	1434	27862596	5.1
	"2016"	"2016"	"Utah"	"49"	483	3051217	15.8
	"2016"	"2016"	"Vermont"	"50"	103	624594	16.5
	"2016"	"2016"	"Virginia"	"51"	1145	8411808	13.6
	"2016"	"2016"	"Washington"	"53"	730	7288000	10.0
	"2016"	"2016"	"West Virginia"	"54"	765	1831102	41.8
	"2016"	"2016"	"Wisconsin"	"55"	877	5778708	15.2
	"2016"	"2016"	"Wyoming"	"56"	52	585501	8.9
	"2017"	"2017"	"Alabama"	"01"	434	4874747	8.9
	"2017"	"2017"	"Alaska"	"02"	109	739795	14.7
	"2017"	"2017"	"Arizona"	"04"	970	7016270	13.8
	"2017"	"2017"	"Arkansas"	"05"	200	3004279	6.7
	"2017"	"2017"	"California"	"06"	2341	39536653	5.9
	"2017"	"2017"	"Colorado"	"08"	600	5607154	10.7
	"2017"	"2017"	"Connecticut"	"09"	967	3588184	26.9
	"2017"	"2017"	"Delaware"	"10"	256	961939	26.6
	"2017"	"2017"	"District of Columbia"	"11"	246	693972	35.4
	"2017"	"2017"	"Florida"	"12"	3313	20984400	15.8
	"2017"	"2017"	"Georgia"	"13"	1056	10429379	10.1
	"2017"	"2017"	"Hawaii"	"15"	55	1427538	3.9
	"2017"	"2017"	"Idaho"	"16"	108	1716943	6.3
	"2017"	"2017"	"Illinois"	"17"	2252	12802023	17.6
	"2017"	"2017"	"Indiana"	"18"	1211	6666818	18.2
	"2017"	"2017"	"Iowa"	"19"	214	3145711	6.8
	"2017"	"2017"	"Kansas"	"20"	159	2913123	5.5
	"2017"	"2017"	"Kentucky"	"21"	1190	4454189	26.7
	"2017"	"2017"	"Louisiana"	"22"	437	4684333	9.3
	"2017"	"2017"	"Maine"	"23"	364	1335907	27.2
	"2017"	"2017"	"Maryland"	"24"	2012	6052177	33.2
	"2017"	"2017"	"Massachusetts"	"25"	1940	6859819	28.3
	"2017"	"2017"	"Michigan"	"26"	2074	9962311	20.8
	"2017"	"2017"	"Minnesota"	"27"	436	5576606	7.8
	"2017"	"2017"	"Mississippi"	"28"	191	2984100	6.4
	"2017"	"2017"	"Missouri"	"29"	984	6113532	16.1
	"2017"	"2017"	"Montana"	"30"	38	1050493	3.6
	"2017"	"2017"	"Nebraska"	"31"	61	1920076	3.2
	"2017"	"2017"	"Nevada"	"32"	450	2998039	15.0
	"2017"	"2017"	"New Hampshire"	"33"	430	1342795	32.0
	"2017"	"2017"	"New Jersey"	"34"	2007	9005644	22.3
	"2017"	"2017"	"New Mexico"	"35"	357	2088070	17.1
	"2017"	"2017"	"New York"	"36"	3300	19849399	16.6
	"2017"	"2017"	"North Carolina"	"37"	1972	10273419	19.2
	"2017"	"2017"	"North Dakota"	"38"	36	755393	4.8
	"2017"	"2017"	"Ohio"	"39"	4379	11658609	37.6
	"2017"	"2017"	"Oklahoma"	"40"	401	3930864	10.2
	"2017"	"2017"	"Oregon"	"41"	353	4142776	8.5
	"2017"	"2017"	"Pennsylvania"	"42"	2579	12805537	20.1
	"2017"	"2017"	"Rhode Island"	"44"	281	1059639	26.5
	"2017"	"2017"	"South Carolina"	"45"	773	5024369	15.4
	"2017"	"2017"	"South Dakota"	"46"	35	869666	4.0
	"2017"	"2017"	"Tennessee"	"47"	1299	6715984	19.3
	"2017"	"2017"	"Texas"	"48"	1529	28304596	5.4
	"2017"	"2017"	"Utah"	"49"	468	3101833	15.1
	"2017"	"2017"	"Vermont"	"50"	119	623657	19.1
	"2017"	"2017"	"Virginia"	"51"	1246	8470020	14.7
	"2017"	"2017"	"Washington"	"53"	767	7405743	10.4
	"2017"	"2017"	"West Virginia"	"54"	865	1815857	47.6
	"2017"	"2017"	"Wisconsin"	"55"	947	5795483	16.3
	"2017"	"2017"	"Wyoming"	"56"	50	579315	8.6
"---"
"Dataset: Multiple Cause of Death, 1999-2017"
"Query Parameters:"
"MCD - ICD-10 Codes: T40.0 (Opium); T40.1 (Heroin); T40.2 (Other opioids); T40.3 (Methadone); T40.4 (Other synthetic narcotics);"
"T40.6 (Other and unspecified narcotics)"
"Year/Month: 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017"
"Group By: Year; State"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Jan 24, 2020 3:22:08 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on Jan 24, 2020 3:22:08 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/mcd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#New-Jersey-Reporting-Anomalies."
"4. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"5. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1 resident"
"population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
"8. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#ICD-10 Changes."
