"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Davidson County, TN"	"47037"	130	678889	19.1
	"Dickson County, TN"	"47043"	16	51487	Unreliable
	"Hamblen County, TN"	"47063"	13	63402	Unreliable
	"Hamilton County, TN"	"47065"	39	354098	11.0
	"Hawkins County, TN"	"47073"	15	56471	Unreliable
	"Knox County, TN"	"47093"	126	451324	27.9
	"Loudon County, TN"	"47105"	10	51130	Unreliable
	"McNairy County, TN"	"47109"	10	26066	Unreliable
	"Maury County, TN"	"47119"	11	87757	Unreliable
	"Montgomery County, TN"	"47125"	24	193479	12.4
	"Morgan County, TN"	"47129"	10	21498	Unreliable
	"Putnam County, TN"	"47141"	13	74553	Unreliable
	"Roane County, TN"	"47145"	15	52753	Unreliable
	"Robertson County, TN"	"47147"	12	68570	Unreliable
	"Rutherford County, TN"	"47149"	45	298612	15.1
	"Sevier County, TN"	"47155"	19	95946	Unreliable
	"Shelby County, TN"	"47157"	140	938069	14.9
	"Sullivan County, TN"	"47163"	25	156791	15.9
	"Sumner County, TN"	"47165"	18	175989	Unreliable
	"Tipton County, TN"	"47167"	12	61870	Unreliable
	"Washington County, TN"	"47179"	17	126302	Unreliable
	"Williamson County, TN"	"47187"	21	211672	9.9
	"Wilson County, TN"	"47189"	26	128911	20.2
	"Bell County, TX"	"48027"	14	334941	Unreliable
	"Bexar County, TX"	"48029"	121	1897753	6.4
	"Collin County, TX"	"48085"	38	914127	4.2
	"Comal County, TX"	"48091"	10	129048	Unreliable
	"Dallas County, TX"	"48113"	168	2553385	6.6
	"Denton County, TX"	"48121"	33	780612	4.2
	"El Paso County, TX"	"48141"	32	835593	3.8
	"Fort Bend County, TX"	"48157"	16	716087	Unreliable
	"Galveston County, TX"	"48167"	24	322225	7.4
	"Harris County, TX"	"48201"	257	4538028	5.7
	"Hidalgo County, TX"	"48215"	13	842304	Unreliable
	"Liberty County, TX"	"48291"	10	79654	Unreliable
	"Lubbock County, TX"	"48303"	13	299453	Unreliable
	"McLennan County, TX"	"48309"	12	245671	Unreliable
	"Montgomery County, TX"	"48339"	36	537559	6.7
	"Nacogdoches County, TX"	"48347"	12	65664	Unreliable
	"Nueces County, TX"	"48355"	37	359715	10.3
	"Smith County, TX"	"48423"	17	222936	Unreliable
	"Tarrant County, TX"	"48439"	89	1982498	4.5
	"Travis County, TX"	"48453"	86	1176558	7.3
	"Webb County, TX"	"48479"	17	269721	Unreliable
	"Williamson County, TX"	"48491"	16	508514	Unreliable
	"Davis County, UT"	"49011"	40	336043	11.9
	"Iron County, UT"	"49021"	10	48368	Unreliable
	"Salt Lake County, UT"	"49035"	188	1107314	17.0
	"Utah County, UT"	"49049"	80	575205	13.9
	"Washington County, UT"	"49053"	30	155602	19.3
	"Weber County, UT"	"49057"	50	243645	20.5
	"Chittenden County, VT"	"50007"	21	161382	13.0
	"Franklin County, VT"	"50011"	10	48799	Unreliable
	"Rutland County, VT"	"50021"	10	59736	Unreliable
	"Windsor County, VT"	"50027"	14	55737	Unreliable
	"Arlington County, VA"	"51013"	17	229164	Unreliable
	"Chesterfield County, VA"	"51041"	27	335687	8.0
	"Culpeper County, VA"	"51047"	12	49432	Unreliable
	"Fairfax County, VA"	"51059"	68	1142234	6.0
	"Fauquier County, VA"	"51061"	14	68782	Unreliable
	"Frederick County, VA"	"51069"	17	83199	Unreliable
	"Hanover County, VA"	"51085"	13	103227	Unreliable
	"Henrico County, VA"	"51087"	41	325155	12.6
	"Loudoun County, VA"	"51107"	15	375629	Unreliable
	"Prince William County, VA"	"51153"	24	451721	5.3
	"Shenandoah County, VA"	"51171"	10	43190	Unreliable
	"Spotsylvania County, VA"	"51177"	20	130475	15.3
	"Stafford County, VA"	"51179"	15	142003	Unreliable
	"Warren County, VA"	"51187"	12	39083	Unreliable
	"Chesapeake city, VA"	"51550"	36	235429	15.3
	"Hampton city, VA"	"51650"	21	136454	15.4
	"Newport News city, VA"	"51700"	19	182385	Unreliable
	"Norfolk city, VA"	"51710"	38	246393	15.4
	"Portsmouth city, VA"	"51740"	16	96201	Unreliable
	"Richmond city, VA"	"51760"	45	220289	20.4
	"Roanoke city, VA"	"51770"	21	99897	21.0
	"Virginia Beach city, VA"	"51810"	53	452745	11.7
	"Benton County, WA"	"53005"	21	190309	11.0
	"Clark County, WA"	"53011"	37	459495	8.1
	"Cowlitz County, WA"	"53015"	10	103468	Unreliable
	"King County, WA"	"53033"	201	2117125	9.5
	"Kitsap County, WA"	"53035"	27	260131	10.4
	"Pierce County, WA"	"53053"	88	843954	10.4
	"Skagit County, WA"	"53057"	12	121846	Unreliable
	"Snohomish County, WA"	"53061"	101	772501	13.1
	"Spokane County, WA"	"53063"	54	490945	11.0
	"Thurston County, WA"	"53067"	27	269536	10.0
	"Whatcom County, WA"	"53073"	25	212284	11.8
	"Yakima County, WA"	"53077"	13	248830	Unreliable
	"Berkeley County, WV"	"54003"	44	111901	39.3
	"Boone County, WV"	"54005"	16	23372	Unreliable
	"Brooke County, WV"	"54009"	10	23350	Unreliable
	"Cabell County, WV"	"54011"	76	96844	78.5
	"Fayette County, WV"	"54019"	12	44997	Unreliable
	"Greenbrier County, WV"	"54025"	11	35516	Unreliable
	"Hampshire County, WV"	"54027"	10	23353	Unreliable
	"Hancock County, WV"	"54029"	13	29815	Unreliable
	"Harrison County, WV"	"54033"	16	68714	Unreliable
	"Jefferson County, WV"	"54037"	16	56482	Unreliable
	"Kanawha County, WV"	"54039"	93	188332	49.4
	"Logan County, WV"	"54045"	20	34707	57.6
	"McDowell County, WV"	"54047"	26	19835	131.1
	"Mercer County, WV"	"54055"	34	61164	55.6
	"Mingo County, WV"	"54059"	15	25292	Unreliable
	"Monongalia County, WV"	"54061"	12	104236	Unreliable
	"Nicholas County, WV"	"54067"	11	25594	Unreliable
	"Ohio County, WV"	"54069"	12	43066	Unreliable
	"Putnam County, WV"	"54079"	14	56848	Unreliable
	"Raleigh County, WV"	"54081"	51	77510	65.8
	"Wayne County, WV"	"54099"	16	40971	Unreliable
	"Wood County, WV"	"54107"	21	86452	24.3
	"Wyoming County, WV"	"54109"	24	22151	108.3
	"Brown County, WI"	"55009"	13	258718	Unreliable
	"Dane County, WI"	"55025"	62	523643	11.8
	"Dodge County, WI"	"55027"	15	88502	Unreliable
	"Fond du Lac County, WI"	"55039"	13	101973	Unreliable
	"Kenosha County, WI"	"55059"	32	168437	19.0
	"Manitowoc County, WI"	"55071"	15	79806	Unreliable
	"Milwaukee County, WI"	"55079"	220	957735	23.0
	"Outagamie County, WI"	"55087"	13	183245	Unreliable
	"Racine County, WI"	"55101"	31	195080	15.9
	"Rock County, WI"	"55105"	23	161448	14.2
	"Sauk County, WI"	"55111"	11	63642	Unreliable
	"Walworth County, WI"	"55127"	12	102804	Unreliable
	"Washington County, WI"	"55131"	14	133674	Unreliable
	"Waukesha County, WI"	"55133"	35	396488	8.8
	"Winnebago County, WI"	"55139"	16	169546	Unreliable
	"Fremont County, WY"	"56013"	12	40315	Unreliable
	"Natrona County, WY"	"56025"	12	82178	Unreliable
"Total"			34162	321418820	10.6
"---"
"Dataset: Multiple Cause of Death, 1999-2017"
"Query Parameters:"
"MCD - ICD-10 Codes: T40.0 (Opium); T40.1 (Heroin); T40.2 (Other opioids); T40.3 (Methadone); T40.4 (Other synthetic narcotics);"
"T40.6 (Other and unspecified narcotics)"
"Year/Month: 2015"
"Group By: County"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Jan 31, 2020 1:23:27 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on Jan 31, 2020 1:23:27 PM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"2. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data are not available for this area for all of the requested years. See Caveats below for more information."
"---"
Caveats:
"1. Data for Prince of Wales-Outer Ketchikan Census Area, AK (FIPS code 02201), Skagway-Hoonah-Angoon Census Area, AK (FIPS code"
"02232) and Wrangell-Petersburg Census Area, AK (FIPS code 02280) are only available for 2013 and earlier; for computational"
"purposes, counts and population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year"
"requests for this entity do not include any data for years after 2013, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Alaska2014."
"2. Data for Bedford city, Va. (FIPS code 51515) are only available for 2013 and earlier; for computational purposes, counts and"
"population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year requests for this entity do"
"not include any data for years after 2014, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Bedford."
"3. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death"
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code"
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;"
"for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Clifton Forge."
"4. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510)."
"5. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code"
"24005)."
"6. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189)."
"7. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"8. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"9. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1 resident"
"population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"10. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
"11. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#ICD-10 Changes."
