"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Allegheny County, PA"	"42003"	393	1218452	32.3
	"Beaver County, PA"	"42007"	24	164742	14.6
	"Berks County, PA"	"42011"	77	420152	18.3
	"Bucks County, PA"	"42017"	118	628195	18.8
	"Butler County, PA"	"42019"	37	187888	19.7
	"Cambria County, PA"	"42021"	22	131730	16.7
	"Carbon County, PA"	"42025"	12	64227	Unreliable
	"Chester County, PA"	"42029"	111	522046	21.3
	"Clearfield County, PA"	"42033"	15	79388	Unreliable
	"Columbia County, PA"	"42037"	12	65456	Unreliable
	"Crawford County, PA"	"42039"	20	85063	23.5
	"Cumberland County, PA"	"42041"	28	251423	11.1
	"Dauphin County, PA"	"42043"	57	277097	20.6
	"Delaware County, PA"	"42045"	154	564751	27.3
	"Erie County, PA"	"42049"	56	272061	20.6
	"Franklin County, PA"	"42055"	19	154835	Unreliable
	"Indiana County, PA"	"42063"	15	84501	Unreliable
	"Lackawanna County, PA"	"42069"	84	210793	39.8
	"Lancaster County, PA"	"42071"	57	543557	10.5
	"Lawrence County, PA"	"42073"	34	86184	39.5
	"Lehigh County, PA"	"42077"	38	368100	10.3
	"Luzerne County, PA"	"42079"	65	317646	20.5
	"Mercer County, PA"	"42085"	25	110683	22.6
	"Monroe County, PA"	"42089"	17	169507	Unreliable
	"Montgomery County, PA"	"42091"	173	828604	20.9
	"Northampton County, PA"	"42095"	61	304807	20.0
	"Northumberland County, PA"	"42097"	16	91083	Unreliable
	"Philadelphia County, PA"	"42101"	749	1584138	47.3
	"Pike County, PA"	"42103"	16	55933	Unreliable
	"Schuylkill County, PA"	"42107"	46	142067	32.4
	"Susquehanna County, PA"	"42115"	10	40589	Unreliable
	"Washington County, PA"	"42125"	70	207346	33.8
	"Wayne County, PA"	"42127"	14	51276	Unreliable
	"Westmoreland County, PA"	"42129"	18	350611	Unreliable
	"Wyoming County, PA"	"42131"	11	27046	Unreliable
	"York County, PA"	"42133"	66	448273	14.7
	"Kent County, RI"	"44003"	54	163861	33.0
	"Newport County, RI"	"44005"	14	82542	Unreliable
	"Providence County, RI"	"44007"	176	636084	27.7
	"Washington County, RI"	"44009"	16	126179	Unreliable
	"Aiken County, SC"	"45003"	32	169401	18.9
	"Anderson County, SC"	"45007"	23	200482	11.5
	"Beaufort County, SC"	"45013"	18	188715	Unreliable
	"Berkeley County, SC"	"45015"	38	221091	17.2
	"Charleston County, SC"	"45019"	78	405905	19.2
	"Dorchester County, SC"	"45035"	34	160647	21.2
	"Florence County, SC"	"45041"	23	138159	16.6
	"Georgetown County, SC"	"45043"	16	62249	Unreliable
	"Greenville County, SC"	"45045"	117	514213	22.8
	"Greenwood County, SC"	"45047"	17	70741	Unreliable
	"Horry County, SC"	"45051"	78	344147	22.7
	"Kershaw County, SC"	"45055"	12	65592	Unreliable
	"Lancaster County, SC"	"45057"	14	95380	Unreliable
	"Laurens County, SC"	"45059"	16	66994	Unreliable
	"Lexington County, SC"	"45063"	45	295032	15.3
	"Oconee County, SC"	"45073"	15	78374	Unreliable
	"Pickens County, SC"	"45077"	28	124937	22.4
	"Richland County, SC"	"45079"	50	414576	12.1
	"Spartanburg County, SC"	"45083"	67	313888	21.3
	"Sumter County, SC"	"45085"	22	106512	20.7
	"York County, SC"	"45091"	51	274118	18.6
	"Minnehaha County, SD"	"46099"	14	192876	Unreliable
	"Anderson County, TN"	"47001"	21	76482	27.5
	"Blount County, TN"	"47009"	30	131349	22.8
	"Bradley County, TN"	"47011"	17	106727	Unreliable
	"Carter County, TN"	"47019"	15	56351	Unreliable
	"Cheatham County, TN"	"47021"	21	40439	51.9
	"Coffee County, TN"	"47031"	13	55700	Unreliable
	"Davidson County, TN"	"47037"	201	692587	29.0
	"Dickson County, TN"	"47043"	10	53446	Unreliable
	"Greene County, TN"	"47059"	19	69087	Unreliable
	"Hamilton County, TN"	"47065"	42	364286	11.5
	"Hawkins County, TN"	"47073"	11	56530	Unreliable
	"Knox County, TN"	"47093"	220	465289	47.3
	"Maury County, TN"	"47119"	18	94340	Unreliable
	"Montgomery County, TN"	"47125"	41	205950	19.9
	"Roane County, TN"	"47145"	26	53140	48.9
	"Robertson County, TN"	"47147"	10	71012	Unreliable
	"Rutherford County, TN"	"47149"	69	324890	21.2
	"Sevier County, TN"	"47155"	38	97892	38.8
	"Shelby County, TN"	"47157"	127	935764	13.6
	"Sullivan County, TN"	"47163"	46	157668	29.2
	"Sumner County, TN"	"47165"	34	187149	18.2
	"Tipton County, TN"	"47167"	12	61581	Unreliable
	"Washington County, TN"	"47179"	11	128607	Unreliable
	"Williamson County, TN"	"47187"	31	231729	13.4
	"Wilson County, TN"	"47189"	20	140625	14.2
	"Bell County, TX"	"48027"	17	355642	Unreliable
	"Bexar County, TX"	"48029"	121	1986049	6.1
	"Brazoria County, TX"	"48039"	22	370200	5.9
	"Collin County, TX"	"48085"	37	1005146	3.7
	"Dallas County, TX"	"48113"	164	2637772	6.2
	"Denton County, TX"	"48121"	28	859064	3.3
	"Ector County, TX"	"48135"	11	162124	Unreliable
	"El Paso County, TX"	"48141"	51	840758	6.1
	"Fort Bend County, TX"	"48157"	25	787858	3.2
	"Galveston County, TX"	"48167"	32	337890	9.5
	"Harris County, TX"	"48201"	298	4698619	6.3
	"Hidalgo County, TX"	"48215"	13	865939	Unreliable
	"Jefferson County, TX"	"48245"	12	255001	Unreliable
	"Lubbock County, TX"	"48303"	21	307412	6.8
	"McLennan County, TX"	"48309"	10	254607	Unreliable
	"Midland County, TX"	"48329"	10	172578	Unreliable
	"Montgomery County, TX"	"48339"	45	590925	7.6
	"Nueces County, TX"	"48355"	27	362265	7.5
	"Tarrant County, TX"	"48439"	91	2084931	4.4
	"Travis County, TX"	"48453"	100	1248743	8.0
	"Webb County, TX"	"48479"	15	275910	Unreliable
	"Williamson County, TX"	"48491"	22	566719	3.9
	"Cache County, UT"	"49005"	14	127068	Unreliable
	"Davis County, UT"	"49011"	37	351713	10.5
	"Salt Lake County, UT"	"49035"	186	1152633	16.1
	"Tooele County, UT"	"49045"	13	69907	Unreliable
	"Utah County, UT"	"49049"	80	622213	12.9
	"Washington County, UT"	"49053"	25	171700	14.6
	"Weber County, UT"	"49057"	45	256359	17.6
	"Bennington County, VT"	"50003"	13	35631	Unreliable
	"Chittenden County, VT"	"50007"	13	164572	Unreliable
	"Franklin County, VT"	"50011"	11	49421	Unreliable
	"Rutland County, VT"	"50021"	19	58672	Unreliable
	"Washington County, VT"	"50023"	13	58140	Unreliable
	"Windham County, VT"	"50025"	23	42756	53.8
	"Windsor County, VT"	"50027"	17	55286	Unreliable
	"Caroline County, VA"	"51033"	11	30772	Unreliable
	"Chesterfield County, VA"	"51041"	84	348556	24.1
	"Culpeper County, VA"	"51047"	13	51859	Unreliable
	"Fairfax County, VA"	"51059"	83	1150795	7.2
	"Fauquier County, VA"	"51061"	15	70675	Unreliable
	"Franklin County, VA"	"51067"	15	56195	Unreliable
	"Frederick County, VA"	"51069"	19	88355	Unreliable
	"Hanover County, VA"	"51085"	21	107239	19.6
	"Henrico County, VA"	"51087"	55	329261	16.7
	"Henry County, VA"	"51089"	12	50953	Unreliable
	"King George County, VA"	"51099"	10	26575	Unreliable
	"Loudoun County, VA"	"51107"	24	406850	5.9
	"Mecklenburg County, VA"	"51117"	10	30650	Unreliable
	"Orange County, VA"	"51137"	13	36644	Unreliable
	"Pittsylvania County, VA"	"51143"	10	60949	Unreliable
	"Prince William County, VA"	"51153"	51	468011	10.9
	"Roanoke County, VA"	"51161"	15	94073	Unreliable
	"Spotsylvania County, VA"	"51177"	31	134238	23.1
	"Stafford County, VA"	"51179"	21	149960	14.0
	"Warren County, VA"	"51187"	14	40003	Unreliable
	"Chesapeake city, VA"	"51550"	32	242634	13.2
	"Colonial Heights city, VA"	"51570"	10	17833	Unreliable
	"Fredericksburg city, VA"	"51630"	12	29144	Unreliable
	"Hampton city, VA"	"51650"	23	134313	17.1
	"Hopewell city, VA"	"51670"	13	22596	Unreliable
	"Newport News city, VA"	"51700"	36	178626	20.2
	"Norfolk city, VA"	"51710"	42	244076	17.2
	"Portsmouth city, VA"	"51740"	29	94632	30.6
	"Richmond city, VA"	"51760"	73	228783	31.9
	"Roanoke city, VA"	"51770"	47	99920	47.0
	"Virginia Beach city, VA"	"51810"	53	450189	11.8
	"Benton County, WA"	"53005"	16	201877	Unreliable
	"Clallam County, WA"	"53009"	13	76737	Unreliable
	"Clark County, WA"	"53011"	39	481857	8.1
	"Cowlitz County, WA"	"53015"	10	108987	Unreliable
	"King County, WA"	"53033"	257	2233163	11.5
	"Kitsap County, WA"	"53035"	20	269805	7.4
	"Pierce County, WA"	"53053"	97	891299	10.9
	"Skagit County, WA"	"53057"	18	128206	Unreliable
	"Snohomish County, WA"	"53061"	135	814901	16.6
	"Spokane County, WA"	"53063"	34	514631	6.6
	"Thurston County, WA"	"53067"	26	286419	9.1
	"Yakima County, WA"	"53077"	27	251446	10.7
	"Berkeley County, WV"	"54003"	62	117123	52.9
	"Boone County, WV"	"54005"	21	21951	95.7
	"Cabell County, WV"	"54011"	110	93224	118.0
	"Fayette County, WV"	"54019"	18	43018	Unreliable
	"Hampshire County, WV"	"54027"	17	23347	Unreliable
	"Harrison County, WV"	"54033"	14	67554	Unreliable
	"Jefferson County, WV"	"54037"	24	56811	42.2
	"Kanawha County, WV"	"54039"	90	180454	49.9
	"Logan County, WV"	"54045"	19	32607	Unreliable
	"McDowell County, WV"	"54047"	12	18223	Unreliable
	"Mason County, WV"	"54053"	12	26718	Unreliable
	"Mercer County, WV"	"54055"	29	59131	49.0
	"Mineral County, WV"	"54057"	13	26940	Unreliable
	"Monongalia County, WV"	"54061"	20	106420	18.8
	"Ohio County, WV"	"54069"	18	41755	Unreliable
	"Putnam County, WV"	"54079"	19	56682	Unreliable
	"Raleigh County, WV"	"54081"	45	74254	60.6
	"Wayne County, WV"	"54099"	24	39944	60.1
	"Wood County, WV"	"54107"	23	84203	27.3
	"Wyoming County, WV"	"54109"	10	20786	Unreliable
	"Adams County, WI"	"55001"	10	20348	Unreliable
	"Brown County, WI"	"55009"	18	263378	Unreliable
	"Columbia County, WI"	"55021"	12	57358	Unreliable
	"Dane County, WI"	"55025"	86	542364	15.9
	"Dodge County, WI"	"55027"	22	87847	25.0
	"Fond du Lac County, WI"	"55039"	11	103066	Unreliable
	"Jefferson County, WI"	"55055"	10	85129	Unreliable
	"Kenosha County, WI"	"55059"	34	169290	20.1
	"La Crosse County, WI"	"55063"	19	118230	Unreliable
	"Milwaukee County, WI"	"55079"	295	948201	31.1
	"Racine County, WI"	"55101"	23	196584	11.7
	"Rock County, WI"	"55105"	37	163129	22.7
	"Sauk County, WI"	"55111"	13	64249	Unreliable
	"Sheboygan County, WI"	"55117"	14	115456	Unreliable
	"Walworth County, WI"	"55127"	17	103718	Unreliable
	"Washington County, WI"	"55131"	20	135693	14.7
	"Waukesha County, WI"	"55133"	59	403072	14.6
	"Winnebago County, WI"	"55139"	18	171020	Unreliable
"Total"			48065	327167434	14.7
"---"
"Dataset: Multiple Cause of Death, 1999-2018"
"Query Parameters:"
"MCD - ICD-10 Codes: T40.0 (Opium); T40.1 (Heroin); T40.2 (Other opioids); T40.3 (Methadone); T40.4 (Other synthetic narcotics);"
"T40.6 (Other and unspecified narcotics)"
"Year/Month: 2018"
"Group By: County"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Feb 25, 2020 11:05:57 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on Feb 25, 2020 11:05:57 AM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"2. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data are not available for this area for all of the requested years. See Caveats below for more information."
"---"
Caveats:
"1. Data for Prince of Wales-Outer Ketchikan Census Area, AK (FIPS code 02201), Skagway-Hoonah-Angoon Census Area, AK (FIPS code"
"02232) and Wrangell-Petersburg Census Area, AK (FIPS code 02280) are only available for 2013 and earlier; for computational"
"purposes, counts and population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year"
"requests for this entity do not include any data for years after 2013, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Alaska2014."
"2. Data for Bedford city, Va. (FIPS code 51515) are only available for 2013 and earlier; for computational purposes, counts and"
"population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year requests for this entity do"
"not include any data for years after 2014, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Bedford."
"3. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death"
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code"
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;"
"for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Clifton Forge."
"4. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510)."
"5. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code"
"24005)."
"6. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189)."
"7. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"8. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"9. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018"
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for"
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS"
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The"
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal"
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are"
"bridged-race estimates of the July 1 resident population, from the county-level postcensal Vintage 2011 series released by NCHS"
"on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are"
"bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released"
"by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the"
"1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age Groups are the number of live births."
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to"
"use of the population estimates which were available at the time of release."
"10. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
"11. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#ICD-10 Changes."
