,,,,,,
"2014 Inyo, California",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,363437.9907,942.7692544,16494.00854,5994549321,155.5004413
"Inyo, California",,213,1077.389985,31632.8518,6737797.434,340.8091772
Age group,<1,*,*,*,*,*
,17-Jan,*,*,*,*,*
,18-44,59,1061.341968,26540.7964,1565906.987,281.6886108
,45-64,89,1457.344031,37730.15559,3357983.848,549.8581706
,65-84,62,1542.672307,29154.1336,1807556.283,449.7527453
,Missing,*,†,*,*,†
Sex,Male,144,1450.005035,33771.27785,4863064.01,489.6852291
,Female,69,701.2907816,27170.04961,1874733.423,190.5410533
,Missing,*,†,*,*,†
Payer,Medicare,72,†,25821.97328,1859182.076,†
,Medicaid,88,†,37582.20596,3307234.125,†
,Private insurance,42,†,32556.12595,1367357.29,†
,Uninsured,*,†,*,*,†
,Other,*,†,*,*,†
,Missing,*,†,*,*,†
Type of stay,Neonatal/maternal,*,*,*,*,†
,Nonneonatal/nonmaternal,205,931.8181818,32556.98652,6674182.236,†
Type of substance or substance-related condition,Alcohol,132,667.6783005,36363.29684,4799955.182,242.7898423
,Cannabis,18,91.04704097,15091.12959,271640.3326,13.74002694
,Drug-induced mental disorders,*,*,*,*,*
,Hallucinogens,*,*,*,*,*
,Opioids,30,151.7450683,30912.96842,927389.0525,46.90890503
,Other drug abuse,21,106.2215478,42143.44661,885012.3789,44.76542129
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",15,75.87253414,24993.10421,374896.5631,18.96290152
,Stimulants,24,121.3960546,22340.86742,536180.8181,27.12093162
,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,
,,,,,,
"2014 Kern, California",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,363437.9907,942.7692544,16494.00854,5994549321,155.5004413
"Kern, California",,9429,1077.379599,14808.69512,139631186.3,159.5458601
Age group,<1,146,1016.359206,23207.52077,3388298.032,235.8717739
,17-Jan,243,100.6653024,8093.97973,1966837.075,8.147829169
,18-44,3639,1079.280717,11762.92519,42805284.77,126.9549833
,45-64,4223,2155.592648,16053.32891,67793207.99,346.0443777
,65-84,1177,1363.183619,20067.09431,23618970,273.5513423
,Missing,*,†,*,*,†
Sex,Male,5820,1295.896328,15803.34655,91975476.91,204.7949877
,Female,3609,847.045901,13204.68533,47655709.37,111.8497459
,Missing,*,†,*,*,†
Payer,Medicare,2712,†,14807.07358,40156783.56,†
,Medicaid,4328,†,15421.22331,66743054.5,†
,Private insurance,1532,†,13753.24504,21069971.4,†
,Uninsured,374,†,10730.84114,4013334.585,†
,Other,481,†,15871.73503,7634304.55,†
,Missing,*,†,*,*,†
Type of stay,Neonatal/maternal,457,32.82338576,10601.24798,4844770.326,†
,Nonneonatal/nonmaternal,8972,644.4013503,15023.00668,134786415.9,†
Type of substance or substance-related condition,Alcohol,4260,486.7575662,16109.77166,68627627.27,78.41553244
,Cannabis,1906,217.784019,10441.76003,19901994.62,22.74048466
,Drug-induced mental disorders,469,53.58903721,15587.60471,7310586.607,8.353247287
,Hallucinogens,56,6.398691011,15644.23986,876077.4323,1.00102657
,Opioids,1486,169.7938365,15294.4586,22727565.47,25.96904802
,Other drug abuse,2002,228.7532036,13205.79701,26438005.62,30.20868373
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",519,59.30215419,11554.04614,5996549.949,6.851798259
,Stimulants,2682,306.4515945,12943.5311,34714550.42,39.66565744
,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,
,,,,,,
"2014 Kings, California",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,363437.9907,942.7692544,16494.00854,5994549321,155.5004413
"Kings, California",,1062,709.2293308,12861.49836,13658911.26,91.21751878
Age group,<1,28,1197.60479,16027.43533,448768.1893,191.9453333
,17-Jan,30,78.79392761,11290.19113,338705.7339,8.895985027
,18-44,403,634.6956453,10092.01325,4067081.341,64.05356864
,45-64,464,1410.120043,13999.28642,6495668.899,197.4067436
,65-84,137,1059.715347,16851.73064,2308687.098,178.5803758
,Missing,*,†,*,*,†
Sex,Male,686,820.8589104,14109.93927,9679418.339,115.8226937
,Female,376,568.241926,10583.75777,3979492.922,60.141349
,Missing,*,†,*,*,†
Payer,Medicare,258,†,13228.41962,3412932.263,†
,Medicaid,476,†,11399.98166,5426391.268,†
,Private insurance,159,†,15114.68824,2403235.429,†
,Uninsured,59,†,13296.93597,784519.2225,†
,Other,110,†,14834.84617,1631833.078,†
,Missing,*,†,*,*,†
Type of stay,Neonatal/maternal,69,32.33364574,7132.189092,492121.0473,†
,Nonneonatal/nonmaternal,993,465.3233365,13259.60747,13166790.21,†
Type of substance or substance-related condition,Alcohol,454,303.1921998,14549.36621,6605412.261,44.11254348
,Cannabis,204,136.2361426,8309.133124,1695063.157,11.32004246
,Drug-induced mental disorders,55,36.73033258,13961.52776,767884.0266,5.128115578
,Hallucinogens,*,*,*,*,*
,Opioids,180,120.2083612,14197.43549,2555538.389,17.06650453
,Other drug abuse,142,94.83104047,12500.01573,1775002.233,11.85389497
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",78,52.09028984,11210.49775,874418.8241,5.839580768
,Stimulants,272,181.6481902,9164.169053,2492653.982,16.64654723
,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,
,,,,,,
"2014 Lake, California",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,363437.9907,942.7692544,16494.00854,5994549321,155.5004413
"Lake, California",,1515,2366.669791,22148.87578,33555546.8,524.1907521
Age group,<1,19,2718.168813,60356.43311,1146772.229,1640.589741
,17-Jan,17,138.1889124,31203.04749,530451.8073,43.11915195
,18-44,362,1974.581356,16849.33003,6099457.469,332.7037293
,45-64,779,3860.066399,23726.59575,18483018.09,915.8623502
,65-84,338,2704.216337,21585.34677,7295847.207,583.7144737
,Missing,*,†,*,*,†
Sex,Male,824,2565.69934,24076.4723,19839013.17,617.7298908
,Female,691,2166.280018,19850.26574,13716533.63,430.0123402
,Missing,*,†,*,*,†
Payer,Medicare,625,†,22148.01658,13842510.36,†
,Medicaid,675,†,21813.01497,14723785.11,†
,Private insurance,151,†,19602.46221,2959971.794,†
,Uninsured,31,†,12947.0861,401359.669,†
,Other,33,†,49330.90522,1627919.872,†
,Missing,*,†,*,*,†
Type of stay,Neonatal/maternal,104,153.1664212,21404.79345,2226098.519,†
,Nonneonatal/nonmaternal,1411,2078.055965,22203.71955,31329448.28,†
Type of substance or substance-related condition,Alcohol,751,1173.180867,21675.62009,16278390.68,254.2942276
,Cannabis,338,528.0094979,18850.96547,6371626.328,99.53488812
,Drug-induced mental disorders,71,110.9132377,42335.44054,3005816.278,46.95560781
,Hallucinogens,12,18.74589933,27405.31631,328863.7957,5.137373007
,Opioids,334,521.7608648,20386.3623,6809045.008,106.3680602
,Other drug abuse,115,179.648202,25552.77992,2938569.691,45.90510967
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",74,115.5997126,16312.716,1207140.984,18.85745281
,Stimulants,359,560.8148218,19542.27148,7015675.463,109.595955
,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,
,,,,,,
"2014 Lassen, California",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,363437.9907,942.7692544,16494.00854,5994549321,155.5004413
"Lassen, California",,320,946.4655427,15749.39089,5039805.084,149.0625579
Age group,<1,*,*,*,*,*
,17-Jan,*,*,*,*,*
,18-44,119,795.773706,13663.62077,1625970.872,108.7315014
,45-64,133,1460.735859,18265.63319,2429329.215,266.812654
,65-84,58,1480.725045,13522.52534,784306.4697,200.2314194
,Missing,*,†,*,*,†
Sex,Male,149,687.6499908,14270.75512,2126342.513,98.13284626
,Female,171,1408.334706,17037.79282,2913462.572,239.9491494
,Missing,*,†,*,*,†
Payer,Medicare,109,†,12935.01898,1409917.069,†
,Medicaid,108,†,13813.80641,1491891.092,†
,Private insurance,57,†,24346.08706,1387726.963,†
,Uninsured,16,†,12095.25425,193524.068,†
,Other,30,†,18558.1964,556745.8921,†
,Missing,*,†,*,*,†
Type of stay,Neonatal/maternal,28,96.55172414,18204.33785,509721.4598,†
,Nonneonatal/nonmaternal,292,1006.896552,15513.98502,4530083.624,†
Type of substance or substance-related condition,Alcohol,130,384.5016267,12656.45678,1645339.381,48.6642822
,Cannabis,55,162.6737652,14166.50148,779157.5814,23.04518135
,Drug-induced mental disorders,17,50.28098196,58408.25099,992940.2668,29.36824214
,Hallucinogens,*,*,*,*,*
,Opioids,55,162.6737652,15435.49305,848952.1177,25.10949771
,Other drug abuse,74,218.8701568,11723.53327,867541.4619,25.65931564
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",18,53.23868678,10842.61702,195167.1064,5.772466916
,Stimulants,57,168.5891748,16260.5731,926852.6667,27.41356601
,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,
,,,,,,
"2014 Los Angeles, California",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,363437.9907,942.7692544,16494.00854,5994549321,155.5004413
"Los Angeles, California",,94617,940.7247091,13619.27014,1288614482,128.1198394
Age group,<1,556,430.7773362,47428.47987,26370234.81,204.3111422
,17-Jan,813,36.32847375,14285.56482,11614164.2,5.189727667
,18-44,35000,880.951488,10436.61225,365281428.7,91.94149091
,45-64,43788,1733.018297,14210.60236,622253855.9,246.2723389
,65-84,14454,1213.363621,18179.05512,262760062.7,220.5780415
,Missing,*,†,*,*,†
Sex,Male,64409,1297.511704,13999.96218,901723563.8,181.6511478
,Female,30203,592.9313893,12807.40666,386822103.2,75.93913423
,Missing,*,†,*,*,†
Payer,Medicare,23574,†,15513.18168,365707745,†
,Medicaid,46036,†,12207.33119,561976698.7,†
,Private insurance,17434,†,15192.27546,264862130.3,†
,Uninsured,5280,†,10996.25741,58060239.14,†
,Other,2255,†,16408.60052,37001394.18,†
,Missing,38,†,26480.92308,1006275.077,†
Type of stay,Neonatal/maternal,2736,21.48916117,15373.53375,42061988.34,†
,Nonneonatal/nonmaternal,91881,721.6540999,13567.03229,1246552494,†
Type of substance or substance-related condition,Alcohol,53734,534.2475614,14140.92282,759848346.6,75.54753531
,Cannabis,17477,173.7641834,10292.44538,179881067.9,17.88458366
,Drug-induced mental disorders,4710,46.82893539,17638.26669,83076236.12,8.259812513
,Hallucinogens,342,3.400317602,11395.36942,3897216.342,0.387478752
,Opioids,13464,133.8651351,14918.27961,200859716.6,19.97037514
,Other drug abuse,11997,119.2795622,11935.97974,143195949,14.23718438
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",4322,42.97126513,10712.81568,46300789.38,4.603432429
,Stimulants,21171,210.4915905,11024.73315,233404625.5,23.20613616
,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,
,,,,,,
"2014 Madera, California",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,363437.9907,942.7692544,16494.00854,5994549321,155.5004413
"Madera, California",,1023,668.8197913,18350.56585,18772628.87,122.7322163
Age group,<1,19,792.3269391,85522.34486,1624924.552,677.6165773
,17-Jan,19,46.95531831,26573.31277,504892.9426,12.47758359
,18-44,343,611.4299975,13171.39808,4517789.54,80.53387893
,45-64,498,1425.0558,18834.18055,9379421.916,268.3975824
,65-84,144,755.9055118,19066.6661,2745599.918,144.12598
,Missing,*,†,*,*,†
Sex,Male,661,890.0319119,19446.75574,12854305.54,173.0823319
,Female,362,460.0388873,16348.95947,5918323.327,75.21157121
,Missing,*,†,*,*,†
Payer,Medicare,245,†,16453.69461,4031155.18,†
,Medicaid,524,†,19072.57409,9994028.824,†
,Private insurance,158,†,20391.00719,3221779.136,†
,Uninsured,42,†,14684.97069,616768.7689,†
,Other,54,†,16831.4252,908896.9609,†
,Missing,*,†,*,*,†
Type of stay,Neonatal/maternal,42,18.64181092,38773.90729,1628504.106,†
,Nonneonatal/nonmaternal,981,435.4194407,17476.17203,17144124.76,†
Type of substance or substance-related condition,Alcohol,532,347.8124428,18711.79176,9954673.215,65.08194
,Cannabis,210,137.2943853,14106.07726,2962276.224,19.36685206
,Drug-induced mental disorders,44,28.76644264,45574.95618,2005298.072,13.11029363
,Hallucinogens,11,7.191610659,13115.21913,144267.4104,0.943195497
,Opioids,128,83.68419676,26216.29971,3355686.363,21.93889983
,Other drug abuse,98,64.07071315,14485.57244,1419586.1,9.281009568
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",38,24.84374591,15246.36207,579361.7587,3.787767454
,Stimulants,242,158.2154345,13036.40154,3154809.173,20.62559934
,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,
,,,,,,
"2014 Marin, California",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,363437.9907,942.7692544,16494.00854,5994549321,155.5004413
"Marin, California",,1932,751.493652,24554.55431,47439398.92,184.5259169
Age group,<1,14,524.9343832,29171.63242,408402.8538,153.1319287
,17-Jan,23,46.53797904,9734.502881,223893.5663,4.53024091
,18-44,466,637.2911025,19734.89288,9196460.083,125.7687164
,45-64,857,1019.218876,25925.22493,22217917.77,264.2347862
,65-84,572,1196.827987,26910.35779,15392724.66,322.0706935
,Missing,*,†,*,*,†
Sex,Male,1228,973.5369199,25001.97833,30702429.39,243.4034898
,Female,704,537.6097747,23774.10445,16736969.53,127.8119094
,Missing,*,†,*,*,†
Payer,Medicare,713,†,26543.76784,18925706.47,†
,Medicaid,567,†,26242.47785,14879484.94,†
,Private insurance,549,†,21303.52332,11695634.3,†
,Uninsured,69,†,17942.7083,1238046.873,†
,Other,32,†,21571.65581,690292.986,†
,Missing,*,†,*,*,†
Type of stay,Neonatal/maternal,52,22.55965293,11657.2938,606179.2779,†
,Nonneonatal/nonmaternal,1880,815.6182213,24911.28705,46833219.65,†
Type of substance or substance-related condition,Alcohol,1244,483.8810057,26118.64499,32491594.37,126.3831621
,Cannabis,231,89.85250187,16895.42863,3902844.013,15.18096532
,Drug-induced mental disorders,175,68.07007717,30192.05901,5283610.327,20.55175787
,Hallucinogens,*,*,*,*,*
,Opioids,306,119.0253921,23070.05692,7059437.418,27.4592257
,Other drug abuse,199,77.40540204,17980.9296,3578204.989,13.91821084
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",104,40.45307443,22505.89081,2340612.644,9.104324761
,Stimulants,238,92.57530495,21609.05709,5142955.587,20.0046505
,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,
,,,,,,
"2014 Mariposa, California",,,,,,
"Stays for Alcohol and Other Drugs, All-Listed",,,,,,
,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $"
US Total,,3363014.89,1060.221233,11215.25804,37717079769,118.906547
State Total,,363437.9907,942.7692544,16494.00854,5994549321,155.5004413
"Mariposa, California",,159,982.8161701,16479.76485,2620282.611,161.9657937
Age group,<1,*,*,*,*,*
,17-Jan,*,*,*,*,*
,18-44,28,651.1627907,13131.88629,367692.8161,85.50995722
,45-64,78,1428.83312,16618.40569,1296235.644,237.4492845
,65-84,49,1326.834552,19136.21657,937674.6118,253.9059333
,Missing,*,†,*,*,†
Sex,Male,97,1180.192237,15520.50002,1505488.502,183.1717365
,Female,62,778.9923357,17980.55014,1114794.109,140.0671075
,Missing,*,†,*,*,†
Payer,Medicare,73,†,19373.80283,1414287.607,†
,Medicaid,52,†,13678.27252,711270.1711,†
,Private insurance,22,†,14847.47157,326644.3746,†
,Uninsured,*,†,*,*,†
,Other,*,†,*,*,†
,Missing,*,†,*,*,†
Type of stay,Neonatal/maternal,*,*,*,*,†
,Nonneonatal/nonmaternal,158,1612.244898,16568.86893,2617881.29,†
Type of substance or substance-related condition,Alcohol,88,543.9485721,17523.88174,1542101.593,95.32090451
,Cannabis,22,135.987143,9976.492779,219482.8411,13.56674751
,Drug-induced mental disorders,*,*,*,*,*
,Hallucinogens,*,*,*,*,*
,Opioids,26,160.7120781,19859.00388,516334.101,31.91581784
,Other drug abuse,28,173.0745457,15041.2541,421155.1148,26.0325822
,"Sedatives, hypnotics, anxiolytics, tranquilizers, barbiturates",*,*,*,*,*
,Stimulants,23,142.1683768,13941.16071,320646.6962,19.81992188
,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,
