,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,71,38.0289234065,3.6338028169,258,138.1896089984,6404.2571519618,454702.257789287,†,
,Neonatal birth hospitalization,17,9.01378579,2,34,18.0275715801,1912.9161199804,32519.574039666,†,
,Nonmaternal/nonneonatal hospitalization,2423,246.8167464602,6.3817581511,15463,1575.1247835388,16912.1254699822,40978080.0137668,†,
Type of substance use disorder,Alcohol-related disorders,416,279.3671260107,7.1971153846,2994,2010.6374405673,17215.5865417853,7161684.00138271,48.0946893477,
,Cannabis-related disorders,195,130.9533403175,6.3846153846,1245,836.086711258,14202.7448333952,2769535.24251207,18.5989687761,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,165,110.8066725764,6.5818181818,1086,729.3093722298,20506.1715814999,3383518.31094749,22.7222064023,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,320,214.897789239,6.7125,2148,1442.5014102667,16245.5153660775,5198564.91714483,34.9112533722,
,Miscellaneous substances and addictive disorders,131,87.9737824697,6.1908396947,811,544.6315846026,13887.1023790046,1819210.4116496,12.2170092383,
Type of mental disorder,Anxiety disorders,951,638.6493673946,6.3438485804,6033,4051.4948827464,17735.6876681712,16866638.9724308,113.2688570959,
,Bipolar disorders,222,149.0853412846,5.472972973,1215,815.9400435168,12720.152761689,2823873.91309496,18.9638831567,
,Depressive disorders,734,492.9218040669,6.0626702997,4450,2988.4223816047,16953.0860336638,12443565.1487092,83.5654575222,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,20,13.4311118274,5.2,104,69.8417815027,8797.5236817096,175950.473634192,1.1816052437,
,Schizophrenia and related disorders,178,119.5368952642,7.5224719101,1339,899.2129368469,12994.0272395146,2312936.84863361,15.5326567319,
,Somatic symptom disorders,24,16.1173341929,4.5416666667,109,73.1995594595,9910.5237735595,237852.570565427,1.5973122369,
,Suicidal ideation or attempt,89,59.7684476321,5.2247191011,465,312.2733499879,9805.3870059317,872679.443527916,5.8605275978,
,Trauma- and stressor-related disorders,82,55.0675584925,8.2195121951,674,452.6284685846,34861.1826984988,2858616.9812769,19.1972021737,
,Miscellaneous mental disorders,69,46.3373358047,6.4202898551,443,297.4991269777,11149.3702772953,769306.54913338,5.1663211455,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Lake, California",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,899536.392838279,2285.6123129689,5.8717723265,5281872.89817704,13420.5951284736,20739.2423615091,18655703264.0708,474.0186770311,
"Lake, California",,3111,4823.9289203145,5.6501145199,17577.5062713623,27255.750835562,24198.874103538,75282697.3361068,1167.3364862711,
Age group,<1,32,4444.4444444444,6.40625,205,28472.2222222222,24437.3198729771,781994.235935267,1086.1031054656,
,1-17,41,332.738191852,7.4146341463,304,2467.1319590975,36278.0119822544,1487398.49127243,120.7108011096,
,18-44,620,3362.2559652928,5.0016129032,3101,16816.7028199566,19220.4502964372,11916679.1837911,646.2407366481,
,45-64,1409,7250.9263071223,5.773247886,8134.5062713623,41861.3949740752,25129.1518611782,35406974.9724001,1822.0962830589,
,65-84,1008,7424.3205420932,5.7857142857,5832,42954.9974221109,25477.8018875073,25681624.3026074,1891.553679208,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1414,4379.0647259213,6.0063649222,8493,26302.2607618457,26136.187687101,36956569.3895608,1144.5205757064,
,Female,1693,5257.6006956306,5.355290178,9066.5062713623,28155.9773651821,22588.9985313229,38243174.5135296,1187.6393439188,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1501,†,5.8394403731,8765,†,25176.8951613508,37790519.6371875,†,
,Medicaid,1202,†,5.7183912407,6873.5062713623,†,22227.8125824415,26717830.7240947,†,
,Private insurance,295,†,4.5254237288,1335,†,26721.4963228962,7882841.41525439,†,
,Uninsured,20,†,3.9,78,†,21679.3484440708,433586.968881417,†,
,Other,93,†,5.6559139785,526,†,26429.2321579437,2457918.59068877,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,107,152.2048364154,2.5607476636,274,389.7581792319,9974.1650507629,1067235.66043162,†,
,Neonatal birth hospitalization,27,37.6044568245,5.4444444444,147,204.7353760446,19717.0302024059,532359.81546496,†,
,Nonmaternal/nonneonatal hospitalization,2977,408.5918199286,5.7630185661,17156.5062713623,2354.7222442166,24750.7900101478,73683101.8602102,†,
Type of substance use disorder,Alcohol-related disorders,671,1040.4552573227,5.6892790929,3817.5062713623,5919.440342625,23319.097032823,15647114.1090242,242.6247710382,
,Cannabis-related disorders,498,772.2007722008,5.6204819277,2799,4340.1404847188,21561.5497124375,10737651.7567938,166.4984533779,
,Neonatal abstinence syndrome,11,17.0566435627,13.5454545455,149,231.0399900761,62590.2778323002,688493.056155303,10.6758005947,
,Opioid-related disorders,339,525.6547425222,5.8525073746,1984,3076.3982571211,23759.2625466905,8054390.0033281,124.891690365,
,Sedative-related disorders,28,43.4169108868,5.9642857143,167,258.9508613605,24893.850930946,697027.826066488,10.808141075,
,Stimulant-related disorders,382,592.3307128126,5.6348331711,2152.5062713623,3337.6847488212,22561.371472251,8618443.90239989,133.6379324619,
,Miscellaneous substances and addictive disorders,143,221.7363663147,3.7902097902,542,840.4273464514,12118.1978330088,1732902.29012026,26.8704515377,
Type of mental disorder,Anxiety disorders,1105,1713.417376068,5.7248868778,6326,9809.1206524941,25826.2776633544,28538036.8180066,442.5119290755,
,Bipolar disorders,241,373.6955544184,6.0165975104,1450,2248.3757423516,21227.437432437,5115812.42121733,79.325990002,
,Depressive disorders,1060,1643.6401978571,5.5117983692,5842.5062713623,9059.4133621161,24130.0833050233,25577888.3033247,396.6117489778,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,13,20.1578514832,10.7692307692,140,217.084554434,30806.8818331311,400489.463830705,6.2100054865,
,Obsessive-compulsive disorders,12,18.6072475229,9.5,114,176.7688514676,43924.7888145421,527097.465774506,8.1731941786,
,Personality disorders,13,20.1578514832,9.0769230769,118,182.9712673086,30241.9757090711,393145.684217925,6.096132549,
,Schizophrenia and related disorders,184,285.3111286846,7.1793478261,1321,2048.3478314804,19580.1750301312,3602752.20554415,55.8644183769,
,Somatic symptom disorders,11,17.0566435627,4.0909090909,45,69.7771782109,12888.0970365669,141769.067402236,2.1982767735,
,Suicidal ideation or attempt,72,111.6434851375,6.3194444444,455,705.5248019103,20467.7130861172,1473675.34220044,22.8508682173,
,Trauma- and stressor-related disorders,169,262.052069281,6.9142382921,1168.5062713623,1811.8904519426,29630.6178700561,5007574.42003949,77.6476472692,
,Miscellaneous mental disorders,74,114.7446930579,5.4594594595,404,626.443999938,17386.5428161824,1286604.1683975,19.9501351878,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Lassen, California",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,899536.392838279,2285.6123129689,5.8717723265,5281872.89817704,13420.5951284736,20739.2423615091,18655703264.0708,474.0186770311,
"Lassen, California",,798,2466.0836243394,6.4298245614,5131,15856.4850582527,15275.4234740598,12189787.9322997,376.7047168423,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,200,1435.6471179384,4.415,883,6338.3820256981,12317.2621545962,2463452.43091924,176.8324191314,
,45-64,293,3434.9355216882,7.3139931741,2143,25123.0949589683,17403.0711535609,5099099.84799335,597.7842729183,
,65-84,287,6683.7447601304,6.9721254355,2001,46599.9068467629,15038.2464075343,4315976.71896235,1005.1180062791,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,367,1794.3577959224,5.6675749319,2080,10169.6572629932,15086.9494139058,5536910.43490343,270.7138529753,
,Female,430,3611.6243910633,7.088372093,3048,25600.5375440954,15461.8578223705,6648598.86361934,558.4242284243,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,365,†,5.9150684932,2159,†,14379.866805894,5248651.38415133,†,
,Medicaid,220,†,8.0227272727,1765,†,17340.5528144823,3814921.61918611,†,
,Private insurance,132,†,5.946969697,785,†,14970.7028048243,1976132.7702368,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,72,†,5.1388888889,370,†,14103.2450898888,1015433.64647199,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,30,107.1428571429,2.7666666667,83,296.4285714286,9678.6878464166,290360.635392499,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,760,339.1343150379,6.6118421053,5025,2242.3025435074,15619.4032211324,11870746.4480606,†,
Type of substance use disorder,Alcohol-related disorders,153,472.8205445162,7.385620915,1130,3492.073302636,17821.609928332,2726706.31903481,84.2642331047,
,Cannabis-related disorders,85,262.6780802868,5.8117647059,494,1526.6231960197,15195.4431472568,1291612.66751683,39.9150983503,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,129,398.6526159646,7.0310077519,907,2802.9296331778,14721.1993880463,1899034.72105798,58.6864464618,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,55,169.9681695973,7.5272727273,414,1279.3967675144,16348.3933362141,899161.633491775,27.7870649121,
,Miscellaneous substances and addictive disorders,37,114.3422231837,5.027027027,186,574.8014462746,10795.4940218198,399433.278807334,12.3438078682,
Type of mental disorder,Anxiety disorders,301,930.1894372508,5.9401993355,1788,5525.5106770914,14347.172629416,4318498.96145424,133.455884343,
,Bipolar disorders,43,132.8842053215,4.6046511628,198,611.8854105504,10323.1452951232,443895.247690299,13.7178295896,
,Depressive disorders,332,1025.9896782966,6.5662650602,2180,6736.9201767669,14064.9327028636,4669557.65735073,144.3047577907,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,37,114.3422231837,8.6486486486,320,988.9057140208,14400.8706438445,532832.213822248,16.466275652,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,12,37.0839642758,15.4166666667,185,571.7111159183,14700.8022838611,176409.627406333,5.4516402672,
,Trauma- and stressor-related disorders,34,105.0712321147,7.9117647059,269,831.2988658488,21979.0873077685,747288.968464129,23.0936978418,
,Miscellaneous mental disorders,34,105.0712321147,4.5882352941,156,482.0915355852,11184.0407482911,380257.385441899,11.7512094144,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Los Angeles, California",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,899536.392838279,2285.6123129689,5.8717723265,5281872.89817704,13420.5951284736,20739.2423615091,18655703264.0708,474.0186770311,
"Los Angeles, California",,237174,2318.7215052929,6.0322897135,1430702.28050231,13987.1998847777,18113.5366680752,4296059945.71406,420.0024700918,
Age group,<1,1095,856.9349120761,11.4246575342,12510,9790.1878996095,35698.4012784037,39089749.3998521,305.9120636077,
,1-17,2866,129.7650510027,6.8503140265,19633,888.9313490358,24395.9468588177,69918783.6973717,31.6574128839,
,18-44,66685,1659.7767533686,5.475906457,365160.822086334,9088.782240982,13968.4127674045,931483605.394373,231.844467928,
,45-64,90599,3503.8020152111,6.156028502,557730.026256561,21569.5050711543,18493.3228771208,1675476559.34426,647.9694196481,
,65-84,75903,5889.3269285231,6.2651203794,475541.432159423,36897.3421609812,20810.1689820819,1579554256.24696,1225.5788857329,
,Missing,26,†,4.8846153846,127,†,20653.5242783388,536991.63123681,†,
Sex,Male,121962,2415.7401628439,6.2745913007,765261.704216003,15157.7822105324,18358.0388214694,2238983130.74406,443.4825169207,
,Female,115069,2221.4028337756,5.7768780148,664739.576286316,12832.7731924775,17853.8018492863,2054419124.99553,396.6048602167,
,Missing,143,†,4.9020979021,701,†,18585.2445766876,2657689.97446634,†,
Payer,Medicare,95734,†,6.289408392,602110.223003387,†,19439.8846732054,1861057919.30464,†,
,Medicaid,89195,†,6.2839988348,560501.276073455,†,15506.861046851,1383134471.07387,†,
,Private insurance,44086,†,5.0448686252,222408.078212738,†,20496.06668508,903589595.878438,†,
,Uninsured,4961,†,4.5443081032,22544.3125,†,14256.2474683941,70725243.6907035,†,
,Other,3149,†,7.2335315061,22778.390712738,†,24392.7699622786,76812832.6112153,†,
,Missing,49,†,7.3469387755,360,†,15099.656228268,739883.155185132,†,
Type of stay,Maternal delivery hospitalization,4802,40.0888265545,3.1620158267,15184,126.7615040406,10730.1162391117,51526018.1802145,†,
,Neonatal birth hospitalization,935,7.6670766708,10.0737967914,9419,77.2365723657,26309.5371669629,24599417.2511103,†,
,Nonmaternal/nonneonatal hospitalization,231437,296.9634757392,6.075516363,1406099.28050231,1804.2064560654,18233.6208570053,4219934510.28273,†,
Type of substance use disorder,Alcohol-related disorders,50647,495.1482374905,5.6728377288,287312.212451934,2808.8956029985,17760.808366466,899531661.336405,87.9423295906,
,Cannabis-related disorders,21573,210.9075152997,5.0767915913,109521.625,1070.733500224,12794.9323172211,276025074.879412,26.9854738345,
,Neonatal abstinence syndrome,167,1.6326683843,21.7425149701,3631,35.4983167873,65141.1308313603,10878568.8488371,1.0635386483,
,Opioid-related disorders,18380,179.6912868497,6.1641084059,113296.3125,1107.6365717327,20112.1218055105,369660798.785284,36.1397304851,
,Sedative-related disorders,2595,25.3699069301,6.6321050096,17210.3125,168.2558868449,15715.9516153899,40782894.4419368,3.987122298,
,Stimulant-related disorders,25453,248.8401699774,5.6200693435,143047.625,1398.4990107203,13330.6905813099,339306067.366082,33.1721131017,
,Miscellaneous substances and addictive disorders,11539,112.8105418367,5.8934916371,68005,664.8479848864,13343.8460707371,153974639.810235,15.0532650543,
Type of mental disorder,Anxiety disorders,67578,660.6734375803,5.4903384495,371026.091743469,3627.3207769416,19532.6267748659,1319975852.19189,129.0468767632,
,Bipolar disorders,19393,189.5948381869,6.3719463943,123571.156425476,1208.088145571,14047.4282471514,272421775.997008,26.6331988546,
,Depressive disorders,79808,780.2395114743,5.8471977326,466653.156646728,4562.2147024108,19342.0542945999,1543650669.14343,150.9143499373,
,"Disruptive, impulse-control, and conduct disorders",947,9.2583051494,10.0943986838,9559.3955535889,93.457023315,23162.8471836455,21935216.2829123,2.1444870736,
,Eating disorders,785,7.6745190521,8.2025477707,6439,62.9506091417,20986.1454452276,16474124.1745037,1.6105857305,
,Obsessive-compulsive disorders,741,7.2443549269,6.7692307692,5016,49.0387102741,18033.3403083804,13362705.1685099,1.3063991771,
,Personality disorders,2097,20.5012311493,7.9681986171,16709.3125,163.357881692,18035.66357529,37820786.5173832,3.6975330789,
,Schizophrenia and related disorders,46234,452.0047310233,8.2577995025,381791.102199554,3732.564442981,12537.9749285698,579680732.847497,56.6722398516,
,Somatic symptom disorders,1332,13.022241245,6.524024024,8690,84.9574147292,20667.2066058685,27528719.1990169,2.6913335028,
,Suicidal ideation or attempt,18252,178.4399003036,6.4660276956,118017.9375,1153.7973373623,9105.3590592717,166191013.549826,16.2475936276,
,Trauma- and stressor-related disorders,9171,89.6598907344,7.3244806127,67172.8116989135,656.7121314194,21859.2553127043,200471230.472811,19.5989844287,
,Miscellaneous mental disorders,9472,92.6026044091,6.0773378345,57564.5439682006,562.7773113471,13799.2245839515,130706255.259188,12.778441353,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Madera, California",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,899536.392838279,2285.6123129689,5.8717723265,5281872.89817704,13420.5951284736,20739.2423615091,18655703264.0708,474.0186770311,
"Madera, California",,2729,1746.4817576172,6.0307805057,16458,10532.6481373634,19107.3306021282,52143905.2132079,333.7060433338,
Age group,<1,30,1221.0012210012,19.0666666667,572,23280.4232804232,49914.3680931167,1497431.0427935,609.455043872,
,1-17,51,124.1268527758,5.3333333333,272,662.009881471,16941.3487307478,864008.785268141,21.0287629973,
,18-44,710,1247.1675244603,5.5450704225,3937,6915.6317518312,14764.3568952484,10482693.3956263,184.136264393,
,45-64,1125,3205.9502436522,6.2275555556,7006,19965.233250691,20445.8452651797,23001575.9233272,655.4836260958,
,65-84,813,3928.8648335186,5.7453874539,4671,22572.8507224665,20046.9816312332,16298196.0661926,787.6188114915,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1262,1655.0819672131,6.734548336,8499,11146.2295081967,20861.1922753424,26326824.6514821,345.2698314948,
,Female,1465,1831.0897796443,5.4300341297,7955,9942.8799980002,17604.082822219,25789981.3345508,322.3465613578,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1051,†,5.5784966698,5863,†,19971.6359883244,20990189.423729,†,
,Medicaid,1038,†,6.8824662813,7144,†,17822.3323526858,18499580.9820878,†,
,Private insurance,459,†,5.0675381264,2326,†,19960.6590798957,9161942.51767214,†,
,Uninsured,40,†,4.025,161,†,13424.7390339344,536989.561357379,†,
,Other,141,†,6.8368794326,964,†,20958.8845983083,2955202.72836147,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,70,30.701754386,2.9142857143,204,89.4736842105,8820.4354207741,617430.479454189,†,
,Neonatal birth hospitalization,15,6.4794816415,14.3333333333,215,92.8725701944,27689.6917658599,415345.376487899,†,
,Nonmaternal/nonneonatal hospitalization,2644,264.4,6.0661875946,16039,1603.9,19330.9868976043,51111129.3572658,†,
Type of substance use disorder,Alcohol-related disorders,543,347.5044318015,5.7955801105,3147,2013.9897732582,19676.9122088337,10684563.3293967,68.3781419674,
,Cannabis-related disorders,277,177.2720582118,5.0469314079,1398,894.6799183397,14978.8897521585,4149152.4613479,26.5533861609,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,168,107.5151833198,6.4226190476,1079,690.5290642979,21038.4091476062,3534452.73679785,22.6194841626,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,250,159.9928323211,5.62,1405,899.1597176446,16307.651288155,4076912.82203875,26.091073181,
,Miscellaneous substances and addictive disorders,89,56.9574483063,7.7528089888,690,441.5802172063,18517.7544464718,1648080.14573599,10.5472404163,
Type of mental disorder,Anxiety disorders,988,632.291673333,5.8947368421,5824,3727.1930217526,19392.1584961563,19159452.5942024,122.6150034507,
,Bipolar disorders,162,103.6753553441,5.5555555556,900,575.974196356,14190.113330102,2298798.35947653,14.7116504187,
,Depressive disorders,1010,646.3710425773,5.7524752475,5810,3718.2334231426,20145.2055256058,20346657.5808618,130.2127749852,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,11,7.0396846221,6,66,42.2381077328,17287.1804362873,190158.984799161,1.2169629828,
,Obsessive-compulsive disorders,19,12.1594552564,7.2631578947,138,88.3160434413,25374.8775919803,482122.674247626,3.0854468872,
,Personality disorders,11,7.0396846221,8.7272727273,96,61.4372476113,21674.1836886094,238416.020574703,1.5257941761,
,Schizophrenia and related disorders,127,81.2763588191,7.4881889764,951,608.6127341495,11127.1279567406,1413145.25050606,9.0437244444,
,Somatic symptom disorders,15,9.5995699393,8.3333333333,125,79.9964161606,27584.7727710766,413771.591566149,2.6480195547,
,Suicidal ideation or attempt,65,41.5981364035,4.3692307692,284,181.7518575168,8976.8296172364,583493.925120364,3.7341938289,
,Trauma- and stressor-related disorders,119,76.1565881848,6.7731092437,806,515.8168914033,25688.5855174877,3056941.67658104,19.5635502831,
,Miscellaneous mental disorders,81,51.837677672,4.3086419753,349,223.3499939203,14207.981583277,1150846.50824543,7.3650876968,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Marin, California",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
