US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,779765.904790376,3841.3460846034,5.5262434443,4309176.21940058,21228.2136171504,10483.9359065249,8174961880.81782,402.7216068277,
"Flagler, Florida",,3505,3383.7925508293,5.8362339515,20456,19748.6049699754,9600.6873518535,33650409.1682464,324.8673434404,
Age group,<1,21,2338.5300668151,18.4285714286,387,43095.7683741648,13779.820441325,289376.229267826,322.2452441735,
,1-17,176,994.518845002,3.2670454545,575,3249.1382720235,3364.2809496408,592113.44713678,33.458408043,
,18-44,681,2508.3796824929,5.3215859031,3624,13348.5579579358,8314.5293963655,5662194.51892491,208.5599660733,
,45-64,1203,4255.9966036935,5.9459684123,7153,25306.0213684285,10354.0818353653,12455960.4479444,440.6693712568,
,65-84,1424,4815.3658866495,6.121488764,8717,29477.2081698904,10288.458233829,14650764.5249725,495.426908054,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1539,3097.0156762522,6.1812865497,9513,19143.5413438512,10298.2059364535,15848938.936202,318.9370522247,
,Female,1964,3644.5285679823,5.566191446,10932,20286.1437399098,9049.0297085871,17772294.347665,329.7944728547,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1848,†,6.1617965368,11387,†,10391.2918329683,19203107.3073255,†,
,Medicaid,508,†,5.9094488189,3002,†,7736.0143254751,3929895.27734132,†,
,Private insurance,633,†,5.4044233807,3421,†,10619.0099861683,6721833.32124459,†,
,Uninsured,357,†,5.2773109244,1884,†,7557.8641011528,2698157.48411156,†,
,Other,159,†,4.7924528302,762,†,6901.9860265625,1097415.77822343,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,38,50.7343124166,3.0263157895,115,153.5380507343,4759.1143698549,180846.346054484,†,
,Neonatal birth hospitalization,17,21.879021879,20.4705882353,348,447.8764478764,14423.0743107839,245192.263283326,†,
,Nonmaternal/nonneonatal hospitalization,3450,278.7203102278,5.7950724638,19993,1615.2043948942,9630.2523359156,33224370.5589086,†,
Type of substance use disorder,Alcohol-related disorders,635,613.0408758278,5.694488189,3616,3490.9540267614,9940.7215696784,6312358.19674576,60.9406865744,
,Cannabis-related disorders,145,139.9857118032,4.5931034483,666,642.9688555927,5934.4215398182,860491.123273639,8.3073422339,
,Neonatal abstinence syndrome,14,13.5158618293,21.8571428571,306,295.4181228399,15265.1364724083,213711.910613716,2.0632147537,
,Opioid-related disorders,331,319.5535903922,5.8187311178,1926,1859.3964202275,10723.1413577496,3549359.78941514,34.2661832115,
,Sedative-related disorders,29,27.9971423606,4.4482758621,129,124.5390125698,7246.1164122066,210137.375953991,2.0287055275,
,Stimulant-related disorders,105,101.3689637196,4.2952380952,451,435.4038346431,6174.3933399189,648311.300691483,6.2589185446,
,Miscellaneous substances and addictive disorders,134,129.3661060802,5.6940298507,763,736.6144696955,6691.1945117132,896620.064569564,8.6561377901,
Type of mental disorder,Anxiety disorders,1595,1539.8428298353,5.4664576803,8719,8417.4856635323,9336.7679017201,14892144.8032435,143.771551073,
,Bipolar disorders,260,251.0088625437,5.2923076923,1376,1328.4161340773,7528.5666996384,1957427.34190598,18.8973696386,
,Depressive disorders,1348,1301.3844104188,5.7559347181,7759,7490.6837095248,9367.4319778876,12627298.3061924,121.9062994168,
,"Disruptive, impulse-control, and conduct disorders",29,27.9971423606,3.8620689655,112,108.1268946342,5547.7253567835,160884.035346722,1.5532045659,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,12,11.5850244251,6.9166666667,83,80.1297522736,7729.8358651088,92758.0303813056,0.895503373,
,Personality disorders,22,21.239211446,5.0454545455,111,107.1614759321,4266.4728307416,93862.402276316,0.9061651858,
,Schizophrenia and related disorders,162,156.3978297388,7.9197530864,1283,1238.6321947829,7230.9547693146,1171414.67262897,11.3090563286,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,137,132.2623621865,4.2408759124,581,560.9082659149,4301.4624130427,589300.350586849,5.6892157961,
,Trauma- and stressor-related disorders,218,210.4612770559,6.8944954128,1503,1451.0243092429,8819.4361125535,1922637.07253666,18.5614978716,
,Miscellaneous mental disorders,59,56.9597034234,6.5254237288,385,371.6862003051,7823.7238192716,461599.705337025,4.4563698841,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Franklin, Florida",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,779765.904790376,3841.3460846034,5.5262434443,4309176.21940058,21228.2136171504,10483.9359065249,8174961880.81782,402.7216068277,
"Franklin, Florida",,379,3254.6157148991,4.9393139842,1872,16075.5689136968,11372.3921494148,4310136.62462822,370.1276620548,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,63,1477.8325123153,4.9523809524,312,7318.7895847994,9703.8906358765,611345.110060219,143.4072507765,
,45-64,153,4922.7799227799,5.091503268,779,25064.35006435,11677.2862816325,1786624.80108977,574.8471045977,
,65-84,155,6581.7409766454,4.8129032258,746,31677.2823779193,12112.1304214077,1877380.2153182,797.1890510905,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,160,2372.1275018532,4.95625,793,11756.85693106,11819.8801164244,1891180.81862791,280.3826269278,
,Female,219,4469.387755102,4.9269406393,1079,22020.4081632653,11045.4603013712,2418955.80600031,493.6644502041,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,200,†,5.08,1016,†,11952.8172887015,2390563.45774031,†,
,Medicaid,58,†,4.7586206897,276,†,9551.1747545661,553968.135764833,†,
,Private insurance,60,†,4.2166666667,253,†,11377.9077951073,682674.46770644,†,
,Uninsured,43,†,5.8604651163,252,†,12162.6972123363,522995.980130463,†,
,Other,18,†,4.1666666667,75,†,8885.2546270098,159934.583286175,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,11,122.2222222222,2.9090909091,32,355.5555555556,4350.7050511855,47857.7555630404,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,365,331.5168029064,5.0246575342,1834,1665.7584014532,11670.6191903315,4259776.004471,†,
Type of substance use disorder,Alcohol-related disorders,74,635.4658651782,5.4189189189,401,3443.5379991413,11826.0525626752,875127.889637969,75.1505272338,
,Cannabis-related disorders,29,249.0339201374,5.3793103448,156,1339.6307428081,12274.5882015351,355963.057844519,30.567888179,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,30,257.6212966939,6.0333333333,181,1554.3151567196,11091.9332128792,332757.996386376,28.5751821714,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,15,128.8106483469,4.2,63,541.0047230571,7165.2405813226,107478.608719838,9.2295928484,
,Miscellaneous substances and addictive disorders,20,171.7475311292,4,80,686.990124517,7815.9333282304,156318.666564609,13.4236725259,
Type of mental disorder,Anxiety disorders,164,1408.3297552598,5.0609756098,830,7127.5225418635,11728.0971426939,1923407.93140181,165.1702817863,
,Bipolar disorders,34,291.9708029197,4.2941176471,146,1253.7569772434,9411.9653259816,320006.821083373,27.4801907328,
,Depressive disorders,155,1331.0433662516,5.1032258065,791,6792.6148561614,12036.8725312366,1865715.24234167,160.2159933312,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,11,94.4611421211,4.9090909091,54,463.7183340489,8861.021428738,97471.2357161179,8.3702220452,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,15,128.8106483469,4.6,69,592.5289823959,7300.0894802824,109501.342204236,9.4032925895,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Gadsden, Florida",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,779765.904790376,3841.3460846034,5.5262434443,4309176.21940058,21228.2136171504,10483.9359065249,8174961880.81782,402.7216068277,
"Gadsden, Florida",,1654,3495.8679432714,4.7944377267,7930,16760.7211548623,10290.1462503206,17019901.8980303,359.7299240807,
Age group,<1,16,2763.3851468048,7.1875,115,19861.8307426597,6102.628342977,97642.0534876323,168.6391251945,
,1-17,36,365.1115618661,5.3888888889,194,1967.5456389452,21481.9848853578,773351.455872882,78.4332105348,
,18-44,366,2288.2150672085,4.2568306011,1558,9740.543919975,7738.100188478,2832144.66898293,177.0643744284,
,45-64,696,5208.801077683,5.2155172414,3630,27166.5918275707,11189.1121003565,7787622.02184814,582.8185916665,
,65-84,540,7183.7169083411,4.5055555556,2433,32366.6356259145,10239.1512922939,5529141.69783874,735.5516426551,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,764,3167.495854063,5.1151832461,3908,16202.3217247097,11677.9327678202,8921940.6346147,369.898036261,
,Female,889,3833.0530763592,4.5174353206,4016,17315.5693528219,9097.1717544754,8087385.68972864,348.6994217966,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,813,†,4.8364083641,3932,†,10246.2145050519,8330172.39260726,†,
,Medicaid,260,†,5.6192307692,1461,†,11210.0869271605,2914622.60106174,†,
,Private insurance,359,†,4.721448468,1695,†,11535.762083464,4141338.58796359,†,
,Uninsured,154,†,3.5649350649,549,†,7133.1469227984,1098504.62611095,†,
,Other,68,†,4.3088235294,293,†,7871.5248571584,535263.690286773,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,41,74.5454545455,3.3658536585,138,250.9090909091,4405.8794874557,180641.058985683,†,
,Neonatal birth hospitalization,16,28.5204991087,7.1875,115,204.991087344,6102.628342977,97642.0534876323,†,
,Nonmaternal/nonneonatal hospitalization,1597,306.2907556578,4.8071383845,7677,1472.3820483314,10483.1676803738,16741618.785557,†,
Type of substance use disorder,Alcohol-related disorders,329,695.3691374464,5.0547112462,1663,3514.890199311,10615.6175774336,3492538.18297567,73.8177283828,
,Cannabis-related disorders,156,329.7191046858,4.2692307692,666,1407.6469469279,9233.6432416677,1440448.34570015,30.4450858263,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,122,257.8572485363,5.6967213115,695,1468.9408830554,11117.4351301658,1356327.08588023,28.6671123345,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,106,224.039904466,4.1132075472,436,921.5226259168,8106.8581146249,859326.96015024,18.1625971752,
,Miscellaneous substances and addictive disorders,110,232.4942404836,4.0545454545,446,942.6584659607,6534.9196740315,718841.164143466,15.1933118624,
Type of mental disorder,Anxiety disorders,548,1158.2440344091,4.7281021898,2591,5476.2961553907,10978.3377820329,6016129.10455405,127.1559424377,
,Bipolar disorders,137,289.5610086023,4.7445255474,650,1373.8296028576,12583.5431464109,1723945.4110583,36.4370344527,
,Depressive disorders,635,1342.1258427916,4.7637795276,3025,6393.5916132987,9761.4322422688,6198509.47384069,131.0107047501,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,19,40.1580960835,4.6315789474,88,185.9953923869,7018.2574856606,133346.89222755,2.8183985845,
,Schizophrenia and related disorders,179,378.3315367869,5.0111731844,897,1895.8848519434,8929.0913493578,1598307.35153503,33.7815685231,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,38,80.3161921671,4.7894736842,182,384.6722888001,8764.1087787282,333036.133591672,7.0389984485,
,Trauma- and stressor-related disorders,89,188.1089763913,5.1235955056,456,963.7943060047,10129.9290276771,901563.683463264,19.0553058031,
,Miscellaneous mental disorders,52,109.9063682286,4.1538461538,216,456.5341449496,6535.9099927324,339867.319622084,7.1833813037,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Gilchrist, Florida",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,779765.904790376,3841.3460846034,5.5262434443,4309176.21940058,21228.2136171504,10483.9359065249,8174961880.81782,402.7216068277,
"Gilchrist, Florida",,898,5340.1522359657,4.5868596882,4119,24494.5290199809,8793.4342386369,7896503.9462959,469.5827751127,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,40,1201.2012012012,4.25,170,5105.1051051051,6472.8845538385,258915.382153541,77.7523670131,
,18-44,194,3578.6755211216,3.6546391753,709,13078.7677550267,6423.0854356894,1246078.57452375,229.8613861877,
,45-64,327,7389.8305084746,4.6941896024,1535,34689.2655367231,10008.7784865826,3272870.56511252,739.6317661271,
,65-84,333,9607.6168493941,5.021021021,1672,48240.0461627236,9314.1431506501,3101609.66916648,894.8671867185,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,311,3543.7556973564,5.4501607717,1695,19314.0382862351,10719.8732568876,3333880.58289206,379.8861192903,
,Female,587,7300.9950248756,4.129471891,2424,30149.2537313432,7772.782561165,4562623.36340383,567.4904680851,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,500,†,4.896,2448,†,8932.0080282372,4466004.01411862,†,
,Medicaid,182,†,4.4725274725,814,†,8285.0577436622,1507880.50934652,†,
,Private insurance,115,†,3.7043478261,426,†,9209.2038306537,1059058.44052517,†,
,Uninsured,81,†,4.0864197531,331,†,8345.7308796825,676004.201254285,†,
,Other,20,†,5,100,†,9377.8390525646,187556.781051291,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,18,92.7835051546,2.8888888889,52,268.0412371134,4473.2943769785,80519.2987856139,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,877,398.6363636364,4.6168757127,4049,1840.4545454545,8903.9519384394,7808765.85001139,†,
Type of substance use disorder,Alcohol-related disorders,141,838.4871550904,4.6453900709,655,3895.0999048525,9120.6540290741,1286012.21809944,76.475512494,
,Cannabis-related disorders,45,267.6022835395,3.7777777778,170,1010.941960038,8560.8929784761,385240.184031424,22.9091451018,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,84,499.524262607,4.7261904762,397,2360.8468125595,8421.7164002484,707424.177620869,42.0685167472,
,Sedative-related disorders,14,83.2540437678,7.1428571429,100,594.6717411989,10164.7815721544,142306.942010162,8.462591699,
,Stimulant-related disorders,29,172.4548049477,4.9655172414,144,856.3273073264,9719.7058161533,281871.468668446,16.7620997067,
,Miscellaneous substances and addictive disorders,26,154.6146527117,3.4230769231,89,529.257849667,8242.3367910029,214300.756566076,12.7438604047,
Type of mental disorder,Anxiety disorders,452,2687.9162702188,4.0995575221,1853,11019.2673644148,8327.9764553571,3764245.3578214,223.8490341235,
,Bipolar disorders,64,380.5899143673,4.640625,297,1766.1750713606,9872.0803839522,631813.14457294,37.5721422796,
,Depressive disorders,451,2681.9695528069,4.2239467849,1905,11328.4966698382,7941.8626402465,3581780.05075119,212.9983379372,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,16,95.1474785918,3.6875,59,350.8563273073,4403.9351408022,70462.9622528344,4.1902332453,
,Schizophrenia and related disorders,46,273.5490009515,6.6956521739,308,1831.5889628925,6647.6671302256,305792.687990378,18.1846270213,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,40,237.8686964795,3.825,153,909.8477640343,3424.0186777562,136960.747110249,8.144668596,
,Trauma- and stressor-related disorders,78,463.8439581351,5.1282051282,400,2378.6869647954,5463.4910798766,426152.304230379,25.3420732773,
,Miscellaneous mental disorders,22,130.8277830637,5.5,121,719.5528068506,5567.5688653927,122486.515038639,7.2839269171,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Glades, Florida",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,779765.904790376,3841.3460846034,5.5262434443,4309176.21940058,21228.2136171504,10483.9359065249,8174961880.81782,402.7216068277,
"Glades, Florida",,237,2972.1595184349,4.5485232068,1078,13518.9365437672,9597.8954974918,2274701.23290555,285.2647645981,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,52,1757.9445571332,3.9423076923,205,6930.3583502366,8611.5139361091,447798.724677675,151.3856405266,
,45-64,86,4430.7058217414,4.3372093023,373,19216.8985059247,9900.7686382003,851466.102885225,438.6739324499,
,65-84,87,5008.6355785838,5.0689655172,441,25388.6010362694,10484.1586485497,912121.802423826,525.1133001864,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,105,2198.4924623115,4.6952380952,493,10322.445561139,10376.1000164388,1089490.50172607,228.1177767433,
,Female,132,4127.5797373358,4.4318181818,585,18292.6829268292,8978.8691756021,1185210.73117947,370.609984734,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,117,†,5.1196581197,599,†,9863.2669008524,1154002.22739973,†,
,Medicaid,31,†,4.0322580645,125,†,8615.0016182845,267065.05016682,†,
,Private insurance,55,†,4.1636363636,229,†,9726.7275827962,534970.017053794,†,
,Uninsured,27,†,3.5555555556,96,†,9096.6206500832,245608.757552247,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,231,315.1432469304,4.5454545455,1050,1432.4693042292,9747.8341458369,2251749.68768833,†,
Type of substance use disorder,Alcohol-related disorders,44,551.793328317,4.4090909091,194,2432.9069475796,9216.5427593086,405527.881409579,50.8562680474,
,Cannabis-related disorders,15,188.1113619263,3.3333333333,50,627.0378730875,6645.0152723021,99675.2290845308,12.5000287289,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,25,313.5189365438,3.96,99,1241.5349887133,7747.9058908253,193697.647270632,24.2911521533,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,114,1429.6463506396,4.6666666667,532,6671.6829696514,10338.2924883266,1178565.34366924,147.8010212778,
,Bipolar disorders,18,225.7336343115,4.1111111111,74,928.0160521696,6164.4255018797,110959.659033835,13.9151817198,
,Depressive disorders,86,1078.5051417106,4.988372093,429,5379.984951091,10070.8719594284,866094.988510845,108.6148718975,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,11,137.9483320793,4.2727272727,47,589.4156007023,6690.6285658762,73596.9142246383,9.2296105122,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Gulf, Florida",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,779765.904790376,3841.3460846034,5.5262434443,4309176.21940058,21228.2136171504,10483.9359065249,8174961880.81782,402.7216068277,
"Gulf, Florida",,576,3259.5778393979,5.7552083333,3315,18759.5495444513,10942.2595468688,6302741.49899645,356.6714673191,
