,Schizophrenia and related disorders,403,194.5647398481,7.141439206,2878,1389.4722612478,7921.6088057974,3192408.34873635,15.4126575648,
,Somatic symptom disorders,21,10.1386092725,6.0952380952,128,61.7972374704,9749.9376524186,204748.690700791,0.9885080829,
,Suicidal ideation or attempt,308,148.6996026631,5.3084415584,1635,789.3631505004,7343.506566649,2261800.02252789,10.9197650861,
,Trauma- and stressor-related disorders,430,207.600094627,5.8651162791,2522,1217.5986945333,10110.0510521416,4347321.9524209,20.9884755511,
,Miscellaneous mental disorders,124,59.8660737994,5.8306451613,723,349.057833524,6971.6015042434,864478.586526181,4.1736241015,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Eddy, New Mexico",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,62101.1049555963,2973.3207837935,5.8040085251,360435.342579676,17257.179176959,12446.7913764617,772959497.63006,370.0830349117,
"Eddy, New Mexico",,1926,3352.3637123164,5.0264797508,9681,16850.5883172039,11291.110579217,21746678.9755721,378.5190937752,
Age group,<1,20,2442.0024420024,8.8,176,21489.6214896214,9940.4860653876,198809.721307752,242.7469124637,
,1-17,26,185.833750268,4.6538461538,121,864.8416839397,10437.2383252934,271368.196457628,19.3959114043,
,18-44,671,3402.1193530396,4.1907600596,2812,14257.4659027531,7271.874987689,4879428.1167393,247.397866285,
,45-64,699,4864.6391537337,5.0672389127,3542,24650.2888162015,13345.7526475944,9328681.10066851,649.2227086553,
,65-84,510,5964.9122807018,5.9411764706,3030,35438.596491228,13859.5918439194,7068391.84039892,826.7124959531,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,824,2849.3378055949,5.2305825243,4310,14903.6965316919,11219.0537145256,9244500.26076917,319.668738918,
,Female,1102,3862.1946518067,4.8738656987,5371,18823.8180352574,11344.9897593493,12502178.7148029,438.1655877336,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,639,†,5.4303599374,3470,†,12276.7826880766,7844864.13768096,†,
,Medicaid,683,†,4.3601756955,2978,†,8398.9847018651,5736506.55137388,†,
,Private insurance,495,†,5.5171717172,2731,†,14405.5093409949,7130727.1237925,†,
,Uninsured,72,†,4.5138888889,325,†,8649.5214096474,622765.54149461,†,
,Other,21,†,5.380952381,113,†,14133.8835757765,296811.555091306,†,
,Missing,16,†,4,64,†,7187.754133679,115004.066138863,†,
Type of stay,Maternal delivery hospitalization,55,67.7339901478,2.2909090909,126,155.1724137931,4389.9077161461,241444.924388033,†,
,Neonatal birth hospitalization,14,17.1779141104,7.5,105,128.8343558282,6362.6263103729,89076.7683452207,†,
,Nonmaternal/nonneonatal hospitalization,1857,355.2027543994,5.0888529887,9450,1807.5745983168,11532.6641264614,21416157.2828388,†,
Type of substance use disorder,Alcohol-related disorders,409,711.8986284202,5.0513447433,2066,3596.0453944162,11019.4740489736,4506964.88603022,78.4474846138,
,Cannabis-related disorders,160,278.4933509712,4.05625,649,1129.6386548771,7437.9021390491,1190064.34224785,20.714062909,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,147,255.8657662048,4.8979591837,720,1253.2200793706,8656.9414349759,1272570.39094146,22.1501495325,
,Sedative-related disorders,27,46.9957529764,5.1481481481,139,241.9410986563,4164.6357485609,112445.165211145,1.9572019288,
,Stimulant-related disorders,241,419.4806099004,4.1742738589,1006,1751.0269442317,6545.0447220378,1577355.77801111,27.4551935183,
,Miscellaneous substances and addictive disorders,109,189.7235953492,3.6330275229,396,689.2710436538,5660.0973056461,616950.606315425,10.7385401085,
Type of mental disorder,Anxiety disorders,743,1293.2534985727,5.465679677,4061,7068.5093643389,12427.7464104156,9233815.58293886,160.7222652464,
,Bipolar disorders,291,506.509782079,4.7457044674,1381,2403.7457355706,7176.2153239649,2088278.65927378,36.3482325989,
,Depressive disorders,755,1314.1404998956,4.9523178808,3739,6508.0414955093,10983.5662230653,8292592.4984143,144.3394920701,
,"Disruptive, impulse-control, and conduct disorders",12,20.8870013228,5.1666666667,62,107.9161735014,6992.7440249273,83912.9282991272,1.460574537,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,119,207.1294297849,4.8151260504,573,997.3543131658,3876.1780287648,461265.185423006,8.0287054484,
,Schizophrenia and related disorders,153,266.3092668663,6.8758169935,1052,1831.0937826359,9251.3462453162,1415455.97553338,24.6371923612,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,207,360.300772819,5.1400966184,1064,1851.9807839588,5145.1628631861,1065048.71267951,18.5380615589,
,Trauma- and stressor-related disorders,179,311.5644363991,4.6759776536,837,1456.8683422683,6919.2417887352,1238544.28018359,21.5578966822,
,Miscellaneous mental disorders,50,87.0291721785,4.56,228,396.853025134,5520.3570344671,276017.851723356,4.8043210284,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Grant, New Mexico",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,62101.1049555963,2973.3207837935,5.8040085251,360435.342579676,17257.179176959,12446.7913764617,772959497.63006,370.0830349117,
"Grant, New Mexico",,993,3437.7704691016,5.0825780463,5047,17472.7367145577,14538.1503799642,14436383.3273044,499.788240516,
Age group,<1,11,3481.0126582278,23.1818181818,255,80696.2025316455,45382.7170946994,499209.888041694,1579.7781267142,
,1-17,20,351.9887363604,3.85,77,1355.1566349877,8825.7474057656,176514.948115312,31.0656367679,
,18-44,355,4310.8682452945,4.9633802817,1762,21396.4784456587,12407.9361778608,4404817.34314059,534.8897805878,
,45-64,325,4309.7732396234,4.6123076923,1499,19878.0002652168,13973.2072019872,4541292.34064586,602.2135447084,
,65-84,282,3965.6869638588,5.1560283688,1454,20447.1944874138,17072.8681112092,4814548.80736101,677.056505043,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,490,3419.3998604326,5.3755102041,2634,18381.018841591,15599.5690921151,7643788.85513644,533.4116437639,
,Female,503,3455.8570937822,4.7972166998,2413,16578.4953624184,13504.1639605726,6792594.47216804,466.6846081874,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,431,†,4.7354988399,2041,†,15022.7536569872,6474806.82616152,†,
,Medicaid,379,†,5.3509234828,2028,†,13123.6193695236,4973851.74104944,†,
,Private insurance,122,†,5.6475409836,689,†,18014.5764115978,2197778.32221494,†,
,Uninsured,28,†,3.8214285714,107,†,11387.131264174,318839.675396873,†,
,Other,31,†,5.1290322581,159,†,13983.2877067981,433481.918910742,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,30,120.4819277108,4.6,138,554.2168674699,9168.4637919859,275053.913759577,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,956,377.8656126482,5.0031380753,4783,1890.5138339921,14643.0992910226,13998802.9222176,†,
Type of substance use disorder,Alcohol-related disorders,190,657.7808551151,5.2473684211,997,3451.618487104,14807.4433380537,2813414.2342302,97.4005274097,
,Cannabis-related disorders,107,370.4344815648,4.0841121495,437,1512.8959667648,10858.3487197042,1161843.31300835,40.2230677863,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,109,377.358490566,5.6146788991,612,2118.7467543708,20905.7552016081,2278727.31697528,78.8896422702,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,120,415.4405400727,3.6416666667,437,1512.8959667648,12450.0532051002,1494006.38461203,51.7225682746,
,Miscellaneous substances and addictive disorders,46,159.2522070279,4.2826086957,197,682.0148866194,8676.3452784754,399111.88280987,13.8172713453,
Type of mental disorder,Anxiety disorders,309,1069.7593906872,4.8673139159,1504,5206.8547689112,14499.3036276715,4480284.82095052,155.1076621413,
,Bipolar disorders,48,166.1762160291,6.0208333333,289,1000.5193006751,11234.0973241936,539236.671561295,18.6683978384,
,Depressive disorders,485,1679.0721827938,4.424742268,2146,7429.4616583001,12196.4475200942,5915277.04724571,204.787157599,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,11,38.0820495067,7,77,266.5743465467,11333.9111658873,124673.02282476,4.3161856612,
,Schizophrenia and related disorders,104,360.048468063,7.6826923077,799,2766.1415959841,11921.2813744718,1239813.26294506,42.9223909623,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,111,384.2824995672,4.1351351351,459,1589.0600657781,8015.0199233973,889667.2114971,30.8003189024,
,Trauma- and stressor-related disorders,120,415.4405400727,4.0833333333,490,1696.3822052969,7954.7501891062,954570.022692748,33.0472571471,
,Miscellaneous mental disorders,35,121.1701575212,6.7428571429,236,817.033062143,9735.5252695294,340743.384433527,11.7965513046,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Guadalupe, New Mexico",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,62101.1049555963,2973.3207837935,5.8040085251,360435.342579676,17257.179176959,12446.7913764617,772959497.63006,370.0830349117,
"Guadalupe, New Mexico",,109,2472.77676951,5.6422018349,615,13951.9056261343,11493.4686755272,1252788.08563247,284.2078234193,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,35,2246.4698331194,5.0571428571,177,11360.7188703465,11052.9476786585,386853.168753049,248.3011352715,
,45-64,33,2835.0515463917,3.8787878788,128,10996.5635738831,8680.9970606727,286472.903002199,246.1107414108,
,65-84,30,3726.7080745342,6.5333333333,196,24347.8260869565,13890.1090887069,416703.272661207,517.6438169704,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,58,2292.4901185771,7.3103448276,424,16758.8932806324,15260.3920069961,885102.736405777,349.8429788165,
,Female,51,2715.6549520767,3.7450980392,191,10170.3940362087,7209.5166515038,367685.349226695,195.7855959674,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,47,†,5.829787234,274,†,11996.3253676853,563827.29228121,†,
,Medicaid,44,†,6.5454545455,288,†,12529.1955786402,551284.605460169,†,
,Private insurance,14,†,2.7857142857,39,†,7558.9102397314,105824.743356239,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,99,236.8421052632,5.5050505051,545,1303.8277511962,11275.695148179,1116293.81966972,†,
Type of substance use disorder,Alcohol-related disorders,19,431.0344827586,6.4736842105,123,2790.3811252269,12355.3394372413,234751.449307584,53.2557734364,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,15,340.2903811252,6.4666666667,97,2200.5444646098,9033.3585188403,135500.377782605,30.7396501322,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,37,839.3829401089,5.6756756757,210,4764.0653357532,11588.5300071067,428775.610262947,97.2721438891,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,40,907.4410163339,6.05,242,5490.0181488203,11217.6240934736,448704.963738946,101.7933220823,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Harding, New Mexico",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,62101.1049555963,2973.3207837935,5.8040085251,360435.342579676,17257.179176959,12446.7913764617,772959497.63006,370.0830349117,
"Harding, New Mexico",,15,2446.9820554649,5.9333333333,89,14518.7601957585,14967.6393982532,224514.590973798,366.255450202,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,*,*,*,*,*,*,*,*,
,45-64,*,*,*,*,*,*,*,*,
,65-84,*,*,*,*,*,*,*,*,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,*,*,*,*,*,*,*,*,
,Female,*,*,*,*,*,*,*,*,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,*,†,*,*,†,*,*,†,
,Medicaid,*,†,*,*,†,*,*,†,
,Private insurance,*,†,*,*,†,*,*,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,15,200,5.9333333333,89,1186.6666666667,14967.6393982532,224514.590973798,†,
Type of substance use disorder,Alcohol-related disorders,*,*,*,*,*,*,*,*,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,*,*,*,*,*,*,*,*,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,*,*,*,*,*,*,*,*,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Hidalgo, New Mexico",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,62101.1049555963,2973.3207837935,5.8040085251,360435.342579676,17257.179176959,12446.7913764617,772959497.63006,370.0830349117,
"Hidalgo, New Mexico",,114,2575.6891098057,4.5614035088,520,11748.7573429733,12200.2958129713,1390833.72267873,314.2416906188,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,29,2213.7404580153,3.3793103448,98,7480.9160305344,9767.110413249,283246.20198422,216.2184747971,
,45-64,43,3687.8216123499,4.7441860465,204,17495.7118353344,14296.1620514323,614734.968211591,527.2169538693,
,65-84,35,4000,4.4285714286,155,17714.2857142857,11963.5763780415,418725.173231455,478.5430551217,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,57,2544.6428571429,5.1052631579,291,12991.0714285714,13317.9709858185,759124.346191656,338.894797407,
,Female,57,2607.5022872827,4.0175438596,229,10475.7548032936,11082.6206401242,631709.376487081,288.9795866821,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,44,†,4.6136363636,203,†,13040.4470233947,573779.669029369,†,
,Medicaid,52,†,4.6923076923,244,†,10581.3804189791,550231.781786915,†,
,Private insurance,11,†,3.8181818182,42,†,16752.1582888413,184273.741177254,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,108,279.792746114,4.7314814815,511,1323.8341968912,12452.8274157512,1344905.36090113,†,
Type of substance use disorder,Alcohol-related disorders,20,451.8752824221,5.15,103,2327.1577044736,11209.6983492818,224193.966985636,50.6538560745,
,Cannabis-related disorders,11,248.5314053321,3.9090909091,43,971.5318572074,12988.9048004644,142877.952805109,32.2815076378,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,13,293.7189335743,3.1538461538,41,926.3443289652,10640.8507678516,138331.059982072,31.2541933986,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,44,994.1256213285,3.5227272727,155,3502.0334387709,9604.6167095214,422603.135218941,95.4819555398,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,54,1220.0632625395,4.4814814815,242,5467.6909173068,11127.6260621299,600891.807355016,135.7640775768,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,11,248.5314053321,4.4545454545,49,1107.094441934,9548.2485580676,105030.734138743,23.730396326,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Lea, New Mexico",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,62101.1049555963,2973.3207837935,5.8040085251,360435.342579676,17257.179176959,12446.7913764617,772959497.63006,370.0830349117,
"Lea, New Mexico",,1921,2652.5455323732,4.9479437793,9505,13124.6461661672,12469.8016774241,23954489.0223316,330.7671672903,
