,18-44,993,2891.9241634388,4.556898288,4525,13178.2042694469,9253.2517442571,9188478.9820473,267.597023096,
,45-64,1021,4310.3812217672,4.9794319295,5084,21463.2498839025,13345.7523614618,13626013.1610525,575.252803692,
,65-84,1099,7812.0557293148,6.1128298453,6718,47753.7674154108,14046.3848830444,15436976.9864657,1097.3114150175,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1442,3114.6726569756,5.5790568655,8045,17376.9358705747,12744.3694151856,18377380.6966977,396.9453894788,
,Female,1837,3900.1295089276,5.0419161677,9262,19664.1260270482,11447.7449451421,21029507.4642261,446.4768787123,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1322,†,6.2511346445,8264,†,13983.4309904655,18486095.7693954,†,
,Medicaid,470,†,4.8808510638,2294,†,8764.6715904089,4119395.64749218,†,
,Private insurance,1192,†,4.5696308725,5447,†,11803.1524930096,14069357.7716675,†,
,Uninsured,51,†,3.9607843137,202,†,7868.4493822173,401290.918493082,†,
,Other,121,†,5.5950413223,677,†,12070.9822523688,1460588.85253662,†,
,Missing,124,†,3.4274193548,425,†,7054.3657606418,874741.354319582,†,
Type of stay,Maternal delivery hospitalization,153,117.9645335389,2.7647058824,423,326.1372397841,4440.7224515372,679430.535085194,†,
,Neonatal birth hospitalization,26,19.6523053666,5.5769230769,145,109.5993953137,6023.5894101961,156613.324665099,†,
,Nonmaternal/nonneonatal hospitalization,3101,413.1361577405,5.3985811029,16741,2230.3490540901,12439.6731551609,38575426.4541542,†,
Type of substance use disorder,Alcohol-related disorders,737,789.0961262554,5.0773405699,3742,4006.5097753699,10019.4816038942,7384357.94207004,79.0633412072,
,Cannabis-related disorders,240,256.9648172338,4.3208333333,1037,1110.3021477976,8116.9814995823,1948075.55989976,20.8577866753,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,305,326.5594552346,5.5442622951,1691,1810.5312747596,12041.0776098617,3672528.67100782,39.3212774471,
,Sedative-related disorders,29,31.0499154157,4.4137931034,128,137.0479025247,6934.2391407838,201092.935082729,2.1530753879,
,Stimulant-related disorders,227,243.0458896336,4.6519823789,1056,1130.6451958286,8333.602582446,1891727.78621523,20.254478535,
,Miscellaneous substances and addictive disorders,148,158.4616372942,5.027027027,744,796.5909334247,6562.987099564,971322.090735472,10.3998168134,
Type of mental disorder,Anxiety disorders,1558,1668.1299385426,5.1039794608,7952,8514.1009443457,11927.8015353206,18583514.7920296,198.9712284206,
,Bipolar disorders,150,160.6030107711,6.3466666667,952,1019.2937750273,9851.2840827496,1477692.61241243,15.8214588365,
,Depressive disorders,1864,1995.7600805156,5.0493562232,9412,10077.3035825178,11597.6395577639,21618000.1356719,231.4610605759,
,"Disruptive, impulse-control, and conduct disorders",72,77.0894451701,7.9722222222,574,614.5741878841,9766.5236452645,703189.702459045,7.5289588905,
,Eating disorders,21,22.484421508,5.0476190476,106,113.4927942783,4764.4174771599,100052.767020358,1.071251708,
,Obsessive-compulsive disorders,19,20.343048031,7.6842105263,146,156.3202638172,10759.2450952878,204425.656810468,2.1887583975,
,Personality disorders,186,199.1477333562,4.9569892473,922,987.1731728731,5620.6356671665,1045438.23409297,11.1933685314,
,Schizophrenia and related disorders,174,186.2994924945,8.9022988506,1549,1658.4937578963,9779.7266594681,1701672.43874745,18.2195811339,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,368,394.0127197585,5.1032608696,1878,2010.7496948543,5501.7986929824,2024661.91901752,21.6777866659,
,Trauma- and stressor-related disorders,261,279.4492387417,5.8927203065,1538,1646.7162037731,10820.3271464918,2824105.38523438,30.2373218402,
,Miscellaneous mental disorders,157,168.0978179404,4.6878980892,736,788.0254395169,6412.2905210972,1006729.61181225,10.778920446,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Cass, North Dakota",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,24950.0183578897,3260.7796273813,5.3156176984,132624.759159398,17333.0578979942,13255.7630835193,330713326.789814,432.2174288736,
"Cass, North Dakota",,5272,3020.1995898211,5.4810318665,28896,16553.8101948922,13595.6700966094,71676372.749325,410.6163724912,
Age group,<1,32,1368.6911890505,7.40625,237,10136.869118905,9981.6673648096,319413.355673908,136.6182017425,
,1-17,79,214.9659863946,4.4556962025,352,957.8231292517,9754.9176112681,770638.491290179,20.969754865,
,18-44,1661,2148.1318624471,4.7531607465,7895,10210.4160469717,10924.7729280036,18146047.8334141,234.6785281664,
,45-64,1795,4682.2829716194,5.9665738162,10710,27937.1869782971,15498.472887021,27819758.8322027,725.68235685,
,65-84,1705,8606.3298167685,5.6903225806,9702,48972.7928928373,14440.1843030756,24620514.236744,1242.7698872719,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,2122,2396.6027422014,6.1517436381,13054,14743.2856723362,15072.374838214,31983579.4066903,361.2249486875,
,Female,3148,3659.7842261905,5.0311308767,15838,18412.853422619,12606.0326270921,39683790.710086,461.3535936347,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,2264,†,5.7950530035,13120,†,14311.5417476273,32401330.5166282,†,
,Medicaid,1053,†,6.3447293447,6681,†,13659.3948074423,14383342.7322368,†,
,Private insurance,1610,†,4.6695652174,7518,†,13109.8544263533,21106865.6264289,†,
,Uninsured,175,†,4.08,714,†,8900.0456114427,1557507.98200246,†,
,Other,100,†,5.62,562,†,16676.3393072242,1667633.93072242,†,
,Missing,70,†,4.3,301,†,7995.5994472288,559691.961306015,†,
Type of stay,Maternal delivery hospitalization,284,114.2397425583,2.8169014085,800,321.8020917136,4162.1410806726,1182048.066911,†,
,Neonatal birth hospitalization,28,10.9760878087,6.2857142857,176,68.9925519404,7850.9792086639,219827.417842589,†,
,Nonmaternal/nonneonatal hospitalization,4960,456.2597737099,5.6290322581,27920,2568.3009842701,14168.2454162442,70274497.2645714,†,
Type of substance use disorder,Alcohol-related disorders,1197,685.7319630152,5.5998329156,6703,3839.9844177866,13005.6600177824,15567775.0412856,89.183967743,
,Cannabis-related disorders,317,181.6015307233,5.2902208202,1677,960.7121988107,10381.0823959103,3290803.11950358,18.8522045366,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,352,201.6521729167,6.3607954545,2239,1282.668224888,14548.7296341196,5121152.8312101,29.337829439,
,Sedative-related disorders,36,20.6235176847,6.3333333333,228,130.6156120029,8837.2930661045,318142.550379761,1.8225606983,
,Stimulant-related disorders,214,122.5953551255,5.9485981308,1273,729.2705003495,11292.1841038152,2416527.39821647,13.8436932035,
,Miscellaneous substances and addictive disorders,125,71.6094364051,5.768,721,413.0432291846,10294.2983453368,1286787.2931671,7.371689027,
Type of mental disorder,Anxiety disorders,2571,1472.8628879799,5.2053675613,13383,7666.7926992747,12624.6855978522,32458066.672078,185.9443088949,
,Bipolar disorders,320,183.320157197,5.734375,1835,1051.2265264267,12441.3946517096,3981246.28854709,22.807584233,
,Depressive disorders,2980,1707.1689638974,4.9956375839,14887,8528.3974381008,12479.7475129553,37189647.588607,213.0503763139,
,"Disruptive, impulse-control, and conduct disorders",48,27.4980235796,8.0625,387,221.7028151102,11371.1945197171,545817.336946425,3.1268537503,
,Eating disorders,41,23.4878951409,8.487804878,348,199.3606709518,12908.9448967788,529266.740767932,3.0320394411,
,Obsessive-compulsive disorders,22,12.6032608073,4.5,99,56.7146736328,9124.9941665932,200749.871665051,1.1500468135,
,Personality disorders,200,114.5750982481,7.04,1408,806.608691667,11423.3090726309,2284661.81452618,13.0882675932,
,Schizophrenia and related disorders,274,156.9678846,8.1131386861,2223,1273.5022170281,13931.5635891567,3817248.42342894,21.8680806576,
,Somatic symptom disorders,26,14.8947627723,9,234,134.0528649503,15841.627349479,411882.311086455,2.359572813,
,Suicidal ideation or attempt,525,300.7596329014,5.3180952381,2792,1599.4683715441,8576.5407722242,4502683.9054177,25.7947725422,
,Trauma- and stressor-related disorders,493,282.4276171817,6.9594320487,3431,1965.535810447,14190.494368584,6995913.72371193,40.0778751115,
,Miscellaneous mental disorders,347,198.7877954605,3.9250720461,1362,780.2564190699,5780.7816272329,2005931.22464983,11.4914883572,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Dickey, North Dakota",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,24950.0183578897,3260.7796273813,5.3156176984,132624.759159398,17333.0578979942,13255.7630835193,330713326.789814,432.2174288736,
"Dickey, North Dakota",,231,4629.2585170341,4.7229437229,1091,21863.7274549098,15070.9306486751,3481384.97984396,697.6723406501,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,31,2091.7678812416,3.3225806452,103,6950.0674763833,10879.6357684782,337268.708822825,227.5767266011,
,45-64,80,6557.3770491803,5,400,32786.8852459016,16964.7096674766,1357176.77339813,1112.4399781952,
,65-84,119,10429.4478527607,4.9159663866,585,51270.815074496,14981.615171926,1782812.20545919,1562.4997418573,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,96,3861.6251005632,5.09375,489,19670.1528559935,15667.2906813391,1504059.90540855,605.0120295288,
,Female,135,5391.3738019169,4.4592592593,602,24041.5335463258,14646.8524032252,1977325.0744354,789.6665632729,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,153,†,5.0522875817,773,†,15274.495367394,2336997.79121129,†,
,Medicaid,15,†,4.6,69,†,19720.920881776,295813.81322664,†,
,Private insurance,57,†,3.1578947368,180,†,11767.2685361084,670734.30655818,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,224,400.7155635063,4.78125,1071,1915.9212880143,15297.3719149001,3426611.30893764,†,
Type of substance use disorder,Alcohol-related disorders,22,440.8817635271,6.3181818182,139,2785.5711422846,16413.5980829799,361099.157825559,72.3645606865,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,12,240.4809619238,6.6666666667,80,1603.2064128256,13601.3915245087,163216.698294105,32.7087571732,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,118,2364.7294589178,4.4915254237,530,10621.2424849699,14924.2889890364,1761066.1007063,352.9190582578,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,125,2505.0100200401,4.736,592,11863.7274549098,16199.0405898023,2024880.07372529,405.7875899249,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,18,360.7214428858,7.6666666667,138,2765.5310621242,21813.8241170457,392648.834106824,78.6871411036,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,11,220.4408817635,4.8181818182,53,1062.124248497,15963.2941641001,175596.235805101,35.1896264138,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Eddy, North Dakota",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,24950.0183578897,3260.7796273813,5.3156176984,132624.759159398,17333.0578979942,13255.7630835193,330713326.789814,432.2174288736,
"Eddy, North Dakota",,93,3828.7361053932,6.0430107527,562,23137.0934540963,15329.3341557075,1425628.07648079,586.9197515359,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,12,1875,3.1666666667,38,5937.5,5254.9921998724,63059.9063984693,98.5311037476,
,45-64,22,3308.2706766917,5.0909090909,112,16842.1052631578,17523.2486561421,385511.470435126,579.7164968949,
,65-84,53,9380.5309734513,7.2641509434,385,68141.5929203539,17961.178120748,951942.440399645,1684.8538768135,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,28,2343.0962343096,6.3928571429,179,14979.0794979079,15428.831209948,432007.273878544,361.5123630783,
,Female,65,5267.4230145867,5.8923076923,383,31037.2771474878,15286.4738861885,993620.802602253,805.2032435999,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,55,†,7.3454545455,404,†,17528.2792439412,964055.358416767,†,
,Medicaid,*,†,*,*,†,*,*,†,
,Private insurance,24,†,4.3333333333,104,†,14697.8947945337,352749.475068808,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,87,288.0794701987,6.2873563218,547,1811.2582781457,16003.8386191921,1392333.95986971,†,
Type of substance use disorder,Alcohol-related disorders,13,535.1996706464,6.3846153846,83,3417.0440510498,14122.0669268077,183586.8700485,75.5812556807,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,43,1770.2758336764,6.9534883721,299,12309.5924248662,17907.2263454104,770010.732852647,317.0073004745,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,47,1934.9526554138,5.7021276596,268,11033.3470564018,16663.8985903091,783203.233744529,322.4385482686,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Foster, North Dakota",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,24950.0183578897,3260.7796273813,5.3156176984,132624.759159398,17333.0578979942,13255.7630835193,330713326.789814,432.2174288736,
"Foster, North Dakota",,116,3341.9763756842,6.1293103448,711,20484.0103716508,16402.5723139602,1902698.38841939,548.1700917371,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,22,2247.191011236,5.8181818182,128,13074.5658835546,21374.6511707961,470242.325757514,480.3292397932,
,45-64,22,2217.7419354839,6.3636363636,140,14112.9032258064,17356.6483738027,381846.264223659,384.9256695803,
,65-84,69,8801.0204081633,6.2898550725,434,55357.1428571428,15081.6743126344,1040635.52757177,1327.3412341477,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,48,2768.1660899654,7.4791666667,359,20703.5755478662,17291.0534845515,829970.567258476,478.6450791571,
,Female,68,3914.7956246402,5.1764705882,352,20264.8244099021,15775.4091347193,1072727.82116091,617.5750265751,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,74,†,6.8783783784,509,†,16929.430974479,1252777.89211144,†,
,Medicaid,12,†,6,72,†,10900.7369858799,130808.843830559,†,
,Private insurance,29,†,4.4482758621,129,†,17380.6966718394,504040.203483342,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,109,272.5,6.2844036697,685,1712.5,16829.3781753515,1834402.22111332,†,
Type of substance use disorder,Alcohol-related disorders,*,*,*,*,*,*,*,*,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,58,1670.9881878421,5.9137931034,343,9881.8784212043,18045.6530872262,1046647.87905912,301.5407315065,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,53,1526.9374819937,4.7358490566,251,7231.3454335926,13870.1697516265,735118.996836206,211.7888207537,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Golden Valley, North Dakota",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,24950.0183578897,3260.7796273813,5.3156176984,132624.759159398,17333.0578979942,13255.7630835193,330713326.789814,432.2174288736,
"Golden Valley, North Dakota",,79,4258.7601078167,5.1518987342,407,21940.7008086253,14858.9437618905,1173856.55718935,632.8067693743,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,22,4044.1176470588,3.1363636364,69,12683.8235294117,9516.3845341849,209360.459752067,384.8537863089,
,45-64,15,2929.6875,4.5333333333,68,13281.25,21007.660651192,315114.90976788,615.4588081404,
,65-84,33,8823.5294117647,6.3333333333,209,55882.3529411764,18147.8851178508,598880.208889079,1601.2839809868,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,35,3691.9831223629,4.6285714286,162,17088.6075949367,13303.3595022118,465617.582577415,491.1577875289,
,Female,44,4851.157662624,5.5681818182,245,27012.1278941565,16096.3403320894,708238.974611937,780.8588474222,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,35,†,6.3714285714,223,†,19869.5496234204,695434.236819714,†,
,Medicaid,*,†,*,*,†,*,*,†,
,Private insurance,27,†,3.6666666667,99,†,9532.1373785453,257367.709220723,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,77,337.7192982456,5.2077922078,401,1758.7719298246,15106.071443159,1163167.50112324,†,
Type of substance use disorder,Alcohol-related disorders,12,646.9002695418,4.25,51,2749.3261455526,18206.613833596,218479.366003152,117.778633964,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
