,Schizophrenia and related disorders,2165,308.8308505615,8.6101616628,18641,2659.0835498002,8078.5211924795,17489998.381718,24.9489657115,
,Somatic symptom disorders,180,25.6764679451,6.4111111111,1154,164.6146889367,8942.0539640943,1609569.71353697,2.2960036197,
,Suicidal ideation or attempt,1641,234.0837994325,5.7867154174,9496,1354.5763311466,5291.0442938901,8682603.68627365,12.3854775128,
,Trauma- and stressor-related disorders,1926,274.7382070122,6.5841121495,12681,1808.9071667301,6929.2892057181,13345811.010213,19.0374049225,
,Miscellaneous mental disorders,836,119.2529289004,4.5059808612,3767,537.3514152726,5088.7474521083,4254192.86996252,6.068480381,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Dickson, Tennessee",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,230247.130785019,3480.2603038153,5.5238973516,1271855.99206344,19224.5171796775,8947.8111380044,2059756741.77554,311.3389339305,
"Dickson, Tennessee",,2618,5070.4007127225,5.1237585943,13414,25979.5092285941,8357.3537812896,21879552.1994162,423.7513256912,
Age group,<1,18,2965.4036243822,8.0555555556,145,23887.9736408566,6876.4536321781,123776.165379206,203.9146052376,
,1-17,66,590.0232433399,7.2424242424,478,4273.1986411586,10223.4526098199,674747.872248117,60.3207466698,
,18-44,646,3755.5956049067,4.2352941176,2736,15906.0519737224,6296.8240381856,4067748.32866792,236.4832468268,
,45-64,1087,7492.9344454401,4.986200552,5420,37361.2738677879,8611.9081893982,9361144.20187586,645.2846351331,
,65-84,801,9849.9754058042,5.7865168539,4635,56997.0486965076,9553.2280040514,7652135.63124514,940.9906088595,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1043,4086.3501018649,5.4784276127,5714,22386.7732330355,9187.5251329954,9582588.7137142,375.434442631,
,Female,1574,6028.5725228848,4.8900889454,7697,29480.255850473,7805.7824238468,12286301.5351348,470.5772544002,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1357,†,5.3426676492,7250,†,8784.6697474624,11920796.8473064,†,
,Medicaid,521,†,4.9731285988,2591,†,6578.5886942354,3427444.70969663,†,
,Private insurance,478,†,4.5753138075,2187,†,8587.881104068,4105007.16774449,†,
,Uninsured,210,†,4.7333333333,994,†,8044.7570485743,1689398.98020059,†,
,Other,47,†,6.0425531915,284,†,8934.4460839633,419918.965946276,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,62,114.6025878004,2.6935483871,167,308.6876155268,3222.6511911809,199804.373853216,†,
,Neonatal birth hospitalization,15,27.7264325323,6.4,96,177.449168207,5487.4463477472,82311.6952162079,†,
,Nonmaternal/nonneonatal hospitalization,2541,401.9933554817,5.1755214482,13151,2080.5252333491,8499.5813185151,21597436.1303468,†,
Type of substance use disorder,Alcohol-related disorders,358,693.3550248872,5.3854748603,1928,3734.046055817,7891.6087900372,2825195.94683332,54.7168660902,
,Cannabis-related disorders,117,226.5992679101,5.1794871795,606,1173.6680030213,6550.1331581285,766365.579501033,14.8425537835,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,279,540.3521004009,5.3010752688,1479,2864.4471558887,7500.5572512597,2092655.47310145,40.529418649,
,Sedative-related disorders,55,106.5210233765,5.8909090909,324,627.5056649817,5105.502057018,280802.613135991,5.4384330396,
,Stimulant-related disorders,97,187.8643503186,4.4329896907,430,832.8007282165,5914.776356234,573733.306554702,11.1117561744,
,Miscellaneous substances and addictive disorders,132,255.6504561037,4.303030303,568,1100.0716595975,4850.7717991079,640301.877482249,12.401020229,
Type of mental disorder,Anxiety disorders,1181,2287.2968837759,4.7823878069,5648,10938.7407278291,8317.6062059913,9823092.92927571,190.2483475544,
,Bipolar disorders,341,660.4303449344,5.3900293255,1838,3559.7389266554,6388.9149428936,2178619.99552671,42.1943329949,
,Depressive disorders,1241,2403.5016365503,4.88638195,6064,11744.4270137315,7991.5746022458,9917544.08138704,192.0776263511,
,"Disruptive, impulse-control, and conduct disorders",19,36.7981717119,8.7368421053,166,321.4998160091,8194.3031798513,155691.760417174,3.0153537547,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,68,131.698719811,7.6911764706,523,1012.9180950168,5820.5802964655,395799.460159654,7.665629736,
,Schizophrenia and related disorders,150,290.511881936,7.2533333333,1088,2107.1795169756,8330.4179331816,1249562.68997724,24.2008539108,
,Somatic symptom disorders,17,32.9246799527,3.7647058824,64,123.9517362927,5761.8061483273,97950.7045215639,1.8970562338,
,Suicidal ideation or attempt,109,211.1053008735,5.9724770642,651,1260.8215676021,5571.8146170731,607327.793260971,11.7623960115,
,Trauma- and stressor-related disorders,207,400.9063970716,6.3429951691,1313,2542.9473398795,7721.768330456,1598406.04440439,30.9570632039,
,Miscellaneous mental disorders,56,108.4577692561,3.3928571429,190,367.9817171189,3571.6942489242,200014.877939754,3.873779907,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Greene, Tennessee",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,230247.130785019,3480.2603038153,5.5238973516,1271855.99206344,19224.5171796775,8947.8111380044,2059756741.77554,311.3389339305,
"Greene, Tennessee",,2871,4338.6275369108,4.828631139,13863,20949.6320251462,8568.8279340479,24601104.9986514,371.7695283371,
Age group,<1,78,12662.3376623376,7.9743589744,622,100974.025974026,5716.9260022647,445920.228176649,723.8964743127,
,1-17,66,537.8534756744,7.1363636364,471,3838.3179854943,4117.8474586942,271777.932273814,22.1479856796,
,18-44,700,3418.4695023685,4.2214285714,2955,14430.8248278556,5723.9368352891,4006755.78470238,195.6710350492,
,45-64,1007,5288.3100514652,4.8361469712,4870,25575.0446381682,9963.7674262385,10033513.7982221,526.9149143064,
,65-84,1020,7409.0215733275,4.8480392157,4945,35919.2271373574,9650.1345639964,9843137.25527635,714.9805517016,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1212,3731.6419840512,4.9843234323,6041,18599.7105822223,8559.8747520085,10374568.1994343,319.4238800282,
,Female,1657,4917.7895174215,4.7157513579,7814,23191.0725945272,8580.9494620451,14218633.2586088,421.9930331397,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1463,†,4.8680792891,7122,†,9102.4920586149,13316945.8817536,†,
,Medicaid,446,†,5.5067264574,2456,†,6841.9532428574,3051511.14631441,†,
,Private insurance,606,†,4.6171617162,2798,†,9467.9515984155,5737578.66863977,†,
,Uninsured,223,†,3.9775784753,887,†,7428.6238737247,1656583.1238406,†,
,Other,118,†,4.5593220339,538,†,6021.1009005743,710489.906267764,†,
,Missing,15,†,4.1333333333,62,†,8533.0847890116,127996.271835174,†,
Type of stay,Maternal delivery hospitalization,60,92.8792569659,2.4166666667,145,224.4582043344,3370.9097502044,202254.585012261,†,
,Neonatal birth hospitalization,65,102.6856240126,6.8307692308,444,701.4218009479,3365.321004295,218745.865279175,†,
,Nonmaternal/nonneonatal hospitalization,2746,355.7455628967,4.8339402768,13274,1719.6528047675,8805.5733970721,24180104.5483599,†,
Type of substance use disorder,Alcohol-related disorders,368,556.1180541913,4.875,1794,2711.0755141825,8381.4525404388,3084374.53488149,46.6107707809,
,Cannabis-related disorders,152,229.7009354268,4.8355263158,735,1110.7249180179,5086.5796011956,773160.099381735,11.6839209252,
,Neonatal abstinence syndrome,50,75.5595182325,10.22,511,772.2182763363,7553.1516945788,377657.58472894,5.7071250318,
,Opioid-related disorders,354,534.9613890862,4.7231638418,1672,2526.7102896952,6516.4939156364,2306838.84613529,34.8607263708,
,Sedative-related disorders,114,172.2757015701,5.0263157895,573,865.9120789446,4067.4348908907,463687.577561543,7.0072019942,
,Stimulant-related disorders,147,222.1449836036,4.4149659864,649,980.762546658,4764.6437629731,700402.633157053,10.584417106,
,Miscellaneous substances and addictive disorders,184,278.0590270956,3.7336956522,687,1038.1877805147,5078.2436184267,934396.82579052,14.1205147989,
Type of mental disorder,Anxiety disorders,1613,2437.5500581808,4.6590204588,7515,11356.5955903465,8347.2994003873,13464193.9328247,203.4696013907,
,Bipolar disorders,204,308.2828343886,4.8235294118,984,1487.0113188158,6683.6746416162,1363469.62688971,20.6046216265,
,Depressive disorders,1386,2094.5098454052,4.6681096681,6470,9777.401659287,8341.76948178,11561692.5017471,174.7191830769,
,"Disruptive, impulse-control, and conduct disorders",33,49.8692820335,8.6060606061,284,429.1780635607,4086.3752286951,134850.382546937,2.0378459877,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,11,16.6230940112,5.9090909091,65,98.2273737023,4057.6650678983,44634.3157468811,0.6745094789,
,Personality disorders,63,95.204992973,5.6031746032,353,533.4501987215,2598.3728187305,163697.487580023,2.4737806595,
,Schizophrenia and related disorders,183,276.547836731,6.5683060109,1202,1816.4508183096,5929.6371189366,1085123.59276539,16.3982831784,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,63,95.204992973,4.619047619,291,439.7563961132,7773.2150448288,489712.547824212,7.4004888372,
,Trauma- and stressor-related disorders,125,188.8987955813,5.928,741,1119.7920602058,6237.6163911749,779702.048896859,11.7827822359,
,Miscellaneous mental disorders,45,68.0035664093,3.2444444444,146,220.6337932389,3671.813729905,165231.617845725,2.4969642882,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Hamilton, Tennessee",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,230247.130785019,3480.2603038153,5.5238973516,1271855.99206344,19224.5171796775,8947.8111380044,2059756741.77554,311.3389339305,
"Hamilton, Tennessee",,9687,2707.9914681636,5.418292557,52487,14672.6900164654,9943.34948749,96321226.4853155,269.2650557709,
Age group,<1,121,2929.0728637134,11.173553719,1352,32728.1529895909,18986.053383893,2297312.45945105,556.1153375577,
,1-17,414,578.0669664051,6.4758454106,2681,3743.4723114301,7340.9236804071,3039142.40368853,42.4354548254,
,18-44,2074,1644.8177139096,4.8056894889,9967,7904.4831989087,8143.5882215466,16889801.9714876,133.9471816159,
,45-64,3606,3763.8168401056,5.4678313921,19717,20579.9158725354,10999.1689791738,39663003.3389007,413.9885743098,
,65-84,3471,5778.2586981855,5.4065110919,18766,31240.2197436324,9918.2358418913,34426196.6072046,573.1013252406,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,4017,2327.9129336223,5.7542942494,23115,13395.4960071396,11081.0570477225,44512606.1607012,257.957360196,
,Female,5662,3057.8793590443,5.1773225009,29314,15831.6276105659,9139.8018413026,51749558.0254552,279.4841139627,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,4874,†,5.5168239639,26889,†,10089.926125075,49178299.9336159,†,
,Medicaid,1595,†,6.068338558,9679,†,9406.2950073877,15003040.5367833,†,
,Private insurance,2146,†,4.9310344828,10582,†,10258.0716080028,22013821.670774,†,
,Uninsured,734,†,4.7356948229,3476,†,8762.2752033171,6431509.99923474,†,
,Other,250,†,5.312,1328,†,10073.7095916325,2518427.39790814,†,
,Missing,88,†,6.0568181818,533,†,13365.078943173,1176126.94699922,†,
Type of stay,Maternal delivery hospitalization,241,58.6232060326,3.0622406639,738,179.5183653612,3347.2167798264,806679.243938166,†,
,Neonatal birth hospitalization,112,26.5277119848,10.6071428571,1188,281.3832306964,15678.6912257854,1756013.41728797,†,
,Nonmaternal/nonneonatal hospitalization,9334,304.873268879,5.4168630812,50561,1651.4567546381,10044.8397068876,93758533.8240893,†,
Type of substance use disorder,Alcohol-related disorders,1517,424.0758807891,5.7448912327,8715,2436.2698095432,11246.9275613884,17061589.1106263,47.6955071177,
,Cannabis-related disorders,497,138.9358686567,4.7605633803,2366,661.4130085346,8216.7782927591,4083738.81150127,11.4160522966,
,Neonatal abstinence syndrome,27,7.5478238506,24.0740740741,650,181.7068704765,28654.8834767589,773681.853872491,2.1628201294,
,Opioid-related disorders,745,208.2640284693,5.9422818792,4427,1237.563562461,10462.5950421715,7794633.30641777,21.7898219173,
,Sedative-related disorders,101,28.2344521817,5.5247524752,558,155.9883595783,9752.1753958522,984969.714981071,2.7534732988,
,Stimulant-related disorders,442,123.5606719241,5.2624434389,2326,650.2310472745,9525.1974683351,4210137.2810041,11.769397994,
,Miscellaneous substances and addictive disorders,414,115.733299042,5.2584541063,2177,608.5782415807,7414.0910142669,3069433.67990648,8.5805721248,
Type of mental disorder,Anxiety disorders,4315,1206.2540709328,4.989571263,21530,6018.6906482463,9632.8776995328,41565867.2734839,116.1969793986,
,Bipolar disorders,1096,306.3857385266,5.5109489051,6040,1688.4761502744,8666.3676567394,9498338.95178641,26.5525145485,
,Depressive disorders,3766,1052.781652638,5.1117896973,19251,5381.5984054523,9399.4067464174,35398165.807008,98.9552296831,
,"Disruptive, impulse-control, and conduct disorders",51,14.2570006066,6.6274509804,338,94.4875726478,6591.5596192416,336169.54058132,0.9397586949,
,Eating disorders,31,8.6660199766,7,217,60.662139836,8870.3075917863,274979.535345375,0.7687026279,
,Obsessive-compulsive disorders,32,8.9455690081,6.625,212,59.2643946785,9229.2168145104,295334.938064333,0.825605959,
,Personality disorders,81,22.6434715517,7.1234567901,577,161.2997911769,6517.6387342037,527928.737470504,1.4758196726,
,Schizophrenia and related disorders,541,151.2360260428,7.9463955638,4299,1201.7812864287,9729.2451036118,5263521.601054,14.7141236587,
,Somatic symptom disorders,82,22.9230205832,4.9146341463,403,112.6582596955,7705.943756323,631887.388018486,1.7664350734,
,Suicidal ideation or attempt,241,67.3713165921,5.6473029046,1361,380.4662318747,9014.1053991653,2172399.40119883,6.0729214864,
,Trauma- and stressor-related disorders,356,99.5194552148,5.643258427,2009,561.6140042883,11375.7794905145,4049777.49862317,11.3211137754,
,Miscellaneous mental disorders,242,67.6508656236,3.8429752066,930,259.9805992972,4825.4193151966,1167751.47427758,3.2644379367,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Hickman, Tennessee",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,230247.130785019,3480.2603038153,5.5238973516,1271855.99206344,19224.5171796775,8947.8111380044,2059756741.77554,311.3389339305,
"Hickman, Tennessee",,1115,4497.781363453,4.9596412556,5530,22307.3820088745,8998.9780787516,10033860.557808,404.7543589273,
Age group,<1,14,5147.0588235294,7.1428571429,100,36764.7058823529,5609.0741144195,78527.0376018735,288.7023441245,
,1-17,30,597.3715651135,8.4333333333,253,5037.8335324572,8754.0242746211,262620.728238632,52.2940518197,
,18-44,266,3183.7223219629,4.5,1197,14326.750448833,7099.0379563608,1888344.09639196,226.0136560613,
,45-64,462,6591.525181909,4.7186147186,2180,31102.8677414752,9561.5804620587,4417450.17347113,630.2539839451,
,65-84,343,8301.0648596321,5.2478134111,1800,43562.4394966118,9874.3980236281,3386918.52210444,819.6801844396,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,457,3543.4597193146,5.4332603939,2483,19252.5393502364,9828.1108619889,4491446.66392895,348.2551495642,
,Female,657,5524.2579668713,4.6347031963,3045,25603.2960565038,8431.4631328637,5539471.27829142,465.775773841,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,573,†,5.3263525305,3052,†,9711.7670050735,5564842.49390714,†,
,Medicaid,238,†,4.5840336134,1091,†,7007.7225064463,1667837.95653422,†,
,Private insurance,193,†,4.4611398964,861,†,8428.8981675249,1626777.34633231,†,
,Uninsured,89,†,4.4157303371,393,†,9645.7792518382,858474.353413602,†,
,Other,18,†,5.8888888889,106,†,12057.746403114,217039.435256053,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,27,107.5697211155,2.6666666667,72,286.8525896414,3466.2367566969,93588.3924308149,†,
,Neonatal birth hospitalization,11,44.5344129555,6.7272727273,74,299.5951417004,5025.5769516731,55281.3464684046,†,
,Nonmaternal/nonneonatal hospitalization,1077,387.1315600288,4.9990714949,5384,1935.2983465133,9178.2644558113,9884990.81890883,†,
Type of substance use disorder,Alcohol-related disorders,140,564.7438483259,4.4142857143,618,2492.9407018959,8522.2045473034,1193108.63662248,48.1286259226,
,Cannabis-related disorders,51,205.7281161759,4.9803921569,254,1024.6066962485,5767.1077392821,294122.494703388,11.8645621099,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,181,730.1331181928,4.7016574586,851,3432.8358208955,7660.7211696724,1386590.5317107,55.9334623522,
,Sedative-related disorders,52,209.7620008068,5.1153846154,266,1073.0133118193,8177.3653048287,425222.995851095,17.1530050767,
,Stimulant-related disorders,41,165.3892698669,5.4390243902,223,899.5562726906,7190.9543547643,294829.128545336,11.8930669038,
,Miscellaneous substances and addictive disorders,62,250.1008471158,4.6774193548,290,1169.8265429609,5566.0731351613,345096.534379999,13.9207960621,
Type of mental disorder,Anxiety disorders,491,1980.6373537717,4.2627291242,2093,8442.9205324728,8323.7038710118,4086938.60066677,164.8623880866,
,Bipolar disorders,121,488.1000403388,5.0991735537,617,2488.906817265,7673.6711227989,928514.205858672,37.4551918459,
,Depressive disorders,524,2113.7555465914,4.9446564885,2591,10451.7950786607,9120.5919029003,4779190.15711977,192.7870172295,
,"Disruptive, impulse-control, and conduct disorders",15,60.5082694635,12.1333333333,182,734.1670028237,11184.2022983322,167763.034474984,6.767367264,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,18,72.6099233562,7.1666666667,129,520.371117386,7118.4996703813,128132.994066863,5.1687371548,
,Schizophrenia and related disorders,58,233.9653085922,8.6724137931,503,2029.0439693425,9847.3227670542,571144.720489143,23.0393191,
,Somatic symptom disorders,11,44.3727309399,4.3636363636,48,193.6264622832,17657.1410993756,194228.552093132,7.8349557117,
,Suicidal ideation or attempt,43,173.4570391287,5.7209302326,246,992.3356192013,7479.0572288926,321599.460842382,12.972951224,
,Trauma- and stressor-related disorders,81,326.7446551029,5.7283950617,464,1871.7224687374,7936.1470917199,642827.914429312,25.9309364433,
,Miscellaneous mental disorders,22,88.7454618798,5.6818181818,125,504.2355788624,5192.5238232431,114235.524111349,4.6081292502,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Humphreys, Tennessee",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,230247.130785019,3480.2603038153,5.5238973516,1271855.99206344,19224.5171796775,8947.8111380044,2059756741.77554,311.3389339305,
"Humphreys, Tennessee",,837,4603.9603960396,5.5495818399,4645,25550.0550055005,10152.5767902856,8497706.77346908,467.4206146023,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,29,783.5720075655,6.724137931,195,5268.8462577682,13759.3408302541,399020.884077371,107.8143431714,
,18-44,170,3045.5034037979,5.2705882353,896,16051.5944106055,9049.5848950484,1538429.43215822,275.6054160083,
,45-64,330,6462.9847238543,5.4242424242,1790,35056.7959263611,10132.3231656363,3343666.64465999,654.8504983666,
,65-84,303,8435.4120267261,5.7062706271,1729,48134.7438752784,10496.5480713072,3180454.06560609,885.4270783981,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,327,3625.2771618625,6.0733944954,1986,22017.7383592017,11852.6124754598,3875804.27947536,429.6900531569,
,Female,510,5567.6855895197,5.2137254902,2659,29028.3842794759,9062.5539097916,4621902.49399372,504.5745080779,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,439,†,5.6902050114,2498,†,9680.8485378508,4249892.5081165,†,
,Medicaid,162,†,5.6543209877,916,†,8888.8522500117,1439994.0645019,†,
,Private insurance,157,†,5.4840764331,861,†,13205.3655378802,2073242.38944719,†,
,Uninsured,64,†,4.6875,300,†,8927.0181048134,571329.158708057,†,
,Other,11,†,5.1818181818,57,†,10964.8525615658,120613.378177224,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,21,125.748502994,3,63,377.245508982,3860.4686927081,81069.8425468694,†,
