,Medicaid,269,†,6.1635687732,1658,†,11237.6015735426,3022914.82328297,†,
,Private insurance,186,†,4.8494623656,902,†,12587.2287978404,2341224.55639831,†,
,Uninsured,21,†,4.2380952381,89,†,9136.0094682437,191856.198833116,†,
,Other,59,†,5.3050847458,313,†,11046.895779529,651766.850992211,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,33,152.7777777778,2.2727272727,75,347.2222222222,3849.1335194563,127021.406142059,†,
,Neonatal birth hospitalization,17,77.6255707763,12.5882352941,214,977.1689497717,11729.6507676023,199404.06304924,†,
,Nonmaternal/nonneonatal hospitalization,966,385.4748603352,5.4824016563,5296,2113.3280127694,12046.9551146675,11637358.6407688,†,
Type of substance use disorder,Alcohol-related disorders,148,592.4976980664,5.2635135135,779,3118.619640498,12138.6316048793,1796517.47752214,71.9211128357,
,Cannabis-related disorders,67,268.2253092598,4.3134328358,289,1156.9718563593,7955.2150508054,532999.408403963,21.3379001723,
,Neonatal abstinence syndrome,14,56.0470795468,15.6428571429,219,876.7364586252,14869.7370920869,208176.319289216,8.3340533764,
,Opioid-related disorders,107,428.3598222507,5.1588785047,552,2209.8562792746,9326.2051425846,997903.950256552,39.9497157715,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,21,84.0706193202,4.8571428571,102,408.3430081268,8746.334278205,183673.019842306,7.3530973955,
,Miscellaneous substances and addictive disorders,43,172.1446014652,4.7209302326,203,812.6826534289,6740.6947828531,289849.875662681,11.6037421699,
Type of mental disorder,Anxiety disorders,517,2069.7385804075,5.085106383,2629,10524.8408663277,11121.2273341754,5749674.53176868,230.1803327503,
,Bipolar disorders,91,364.3060170543,6.4395604396,586,2345.9706153169,8268.3715307822,752421.809301179,30.122174999,
,Depressive disorders,525,2101.7654830057,5.2419047619,2752,11017.2544937747,11217.6575961427,5889270.23797492,235.7688553575,
,"Disruptive, impulse-control, and conduct disorders",12,48.0403538973,8.3333333333,100,400.3362824773,5252.1929263429,63026.3151161152,2.5231720692,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,23,92.0773449698,5.0434782609,116,464.3900876736,5179.1731548256,119120.982560989,4.7688451324,
,Schizophrenia and related disorders,59,236.1984066616,7.7457627119,457,1829.5368109212,8554.3135864251,504704.501599078,20.205152392,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,106,424.3564594259,6.0094339623,637,2550.1421193803,6320.5159594419,669974.691700838,26.8215177429,
,Trauma- and stressor-related disorders,92,368.3093798791,5.4239130435,499,1997.6780495616,8449.7959442874,777381.226874438,31.1213910435,
,Miscellaneous mental disorders,27,108.0907962689,3.6296296296,98,392.3295568277,4807.7362820722,129808.87961595,5.1967204298,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Hancock, West Virginia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,87312.2356040224,4726.6114568278,5.5600512681,485460.506291902,26280.2020244115,11438.8529616409,998751824.826565,540.6701346146,
"Hancock, West Virginia",,2381,7041.2538814136,5.6560268795,13467,39825.5212183942,8459.7220065058,20142598.0974902,595.6705041399,
Age group,<1,35,10542.1686746987,7.2857142857,255,76807.2289156626,6408.8694656058,224310.431296201,675.6338292054,
,1-17,57,914.3407122233,9.2631578947,528,8469.6823869105,8004.4296572888,456252.490465463,73.1877591379,
,18-44,481,4974.6612886545,4.7484407484,2284,23621.8843727376,6843.728782525,3291833.54439453,340.4523264448,
,45-64,852,8216.800077153,5.3626760563,4569,44064.0370334651,9280.5686732118,7907044.50957643,762.5657739007,
,65-84,956,13257.523228401,6.0993723849,5831,80862.5710719733,8643.4697926335,8263157.12175762,1145.9100154982,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,900,5526.8975681651,5.7233333333,5151,31632.277081798,9187.4338169439,8268690.43524951,507.7800562054,
,Female,1480,8442.1881238948,5.6162162162,8312,47413.153841766,8018.4919497938,11867368.0856948,676.936175101,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1134,†,6.0238095238,6831,†,8968.3960246082,10170161.0919057,†,
,Medicaid,649,†,5.6024653313,3636,†,7401.0559636551,4803285.32041215,†,
,Private insurance,498,†,5.0542168675,2517,†,9111.0149851615,4537285.46261043,†,
,Uninsured,54,†,5.5740740741,301,†,6769.7789888414,365568.065397437,†,
,Other,45,†,3.9555555556,178,†,5863.5675250028,263860.538625127,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,43,179.1666666667,3.3720930233,145,604.1666666667,4670.2641379601,200821.357932283,†,
,Neonatal birth hospitalization,25,103.734439834,4.76,119,493.77593361,4340.0212988136,108500.532470341,†,
,Nonmaternal/nonneonatal hospitalization,2313,370.5543095162,5.7081712062,13203,2115.1874399231,8574.6978846034,19833276.2070876,†,
Type of substance use disorder,Alcohol-related disorders,330,975.8982699985,5.5575757576,1834,5423.6285672039,9652.784524937,3185418.8932292,94.2013571855,
,Cannabis-related disorders,131,387.4020405146,5.7251908397,750,2217.950613633,7446.3382574658,975470.311728023,28.847266353,
,Neonatal abstinence syndrome,19,56.188082212,10.7368421053,204,603.2825669082,9076.424339817,172452.062456523,5.09986877,
,Opioid-related disorders,239,706.7869288777,5.2426778243,1253,3705.4561585095,6267.3690872982,1497901.21186427,44.2969454935,
,Sedative-related disorders,47,138.9915717877,6.2340425532,293,866.4793730593,7189.464185158,337904.816702425,9.9927492741,
,Stimulant-related disorders,84,248.4104687269,5.9047619048,496,1466.8046724826,6014.1806251104,505191.172509278,14.9398542809,
,Miscellaneous substances and addictive disorders,79,233.6241313027,4.4936708861,355,1049.8299571196,5738.0878678512,453308.941560248,13.4055579347,
Type of mental disorder,Anxiety disorders,1224,3619.6954014491,5.4419934641,6661,19698.3587165459,8486.7446726028,10387775.4792658,307.1943066469,
,Bipolar disorders,236,697.9151264232,6.5127118644,1537,4545.3201242052,6763.0077248469,1596069.82306387,47.2000539129,
,Depressive disorders,1031,3048.9427768742,5.5480116392,5720,16915.5700133077,8123.7570010658,8375593.46809887,247.6887022948,
,"Disruptive, impulse-control, and conduct disorders",33,97.5898269999,7.8181818182,258,762.9750110898,4681.0806763417,154475.662319275,4.5682585338,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,31,91.6752920302,7.1290322581,221,653.5561141505,5846.7606138089,181249.579028075,5.360034867,
,Schizophrenia and related disorders,92,272.0686086056,7.9891304348,735,2173.5916013603,6200.256810792,570423.626592868,16.8689524351,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,110,325.2994233328,7.4090909091,815,2410.1730001479,6060.5230729399,666657.538023393,19.7148466072,
,Trauma- and stressor-related disorders,91,269.1113411208,7.0769230769,644,1904.4802602395,8224.7483300105,748452.098030958,22.1337305347,
,Miscellaneous mental disorders,45,133.077036818,8.2666666667,372,1100.103504362,7436.5445258112,334644.503661503,9.8963330966,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Hardy, West Virginia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,87312.2356040224,4726.6114568278,5.5600512681,485460.506291902,26280.2020244115,11438.8529616409,998751824.826565,540.6701346146,
"Hardy, West Virginia",,454,3283.668450745,4.9757709251,2259,16338.7820049182,11479.6606600284,5211765.93965292,376.9539953459,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,89,2159.6699830138,4.2471910112,378,9172.5309390925,8760.1567292254,779653.948901064,189.190475346,
,45-64,196,4737.7326565144,5.2653061224,1032,24945.6127628716,12762.0772338343,2501367.13783153,604.633100757,
,65-84,157,5530.116238112,4.847133758,761,26805.2131032053,11625.1318765699,1825145.70462147,642.8833056081,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,187,2687.940204111,5.3529411765,1001,14388.3857984763,12707.5143044031,2376305.17492339,341.5703859312,
,Female,266,3872.4705197263,4.7180451128,1255,18270.4906099869,10647.3078506155,2832183.88826373,412.3138576596,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,208,†,4.8557692308,1010,†,11361.7570215897,2363245.46049066,†,
,Medicaid,103,†,5.3495145631,551,†,9920.597903152,1021821.58402466,†,
,Private insurance,119,†,5.0420168067,600,†,13880.3773893977,1651764.90933833,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,18,†,4.3333333333,78,†,7703.634106832,138665.413922976,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,14,84.8484848485,2.4285714286,34,206.0606060606,4981.3789441404,69739.3052179655,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,433,303.8596491228,4.9884526559,2160,1515.7894736842,11718.1470621393,5073957.67790632,†,
Type of substance use disorder,Alcohol-related disorders,71,513.5252422971,5.4647887324,388,2806.3069579054,14634.0538174301,1039017.82103754,75.1495603238,
,Cannabis-related disorders,19,137.4222479387,4.1052631579,78,564.1544915377,4589.0339130409,87191.6443477774,6.306353562,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,31,224.2152466368,5.0967741935,158,1142.7744828584,11521.9146172151,357179.353133671,25.8338892763,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,17,122.9567481556,4.6470588235,79,571.3872414292,6327.3734437761,107565.348544193,7.7799326301,
Type of mental disorder,Anxiety disorders,183,1323.5932301461,4.7486338798,869,6285.2596557211,11422.793702884,2090371.24762778,151.1913241449,
,Bipolar disorders,49,354.4047446839,5.5918367347,274,1981.7734702734,12089.96470944,592408.270762562,42.8474085609,
,Depressive disorders,226,1634.601475481,4.6238938053,1045,7558.2236366266,10187.0318669249,2302269.20192503,166.5173732045,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,21,151.8877477217,9.3333333333,196,1417.6189787357,9313.2105338263,195577.421210352,14.1456257204,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,35,253.1462462028,6.8571428571,240,1735.8599739621,6500.7438889166,227526.03611208,16.4563891301,
,Trauma- and stressor-related disorders,25,180.8187472877,7.16,179,1294.6622305801,7551.7756608435,188794.391521088,13.6550261479,
,Miscellaneous mental disorders,18,130.1894980472,5.8888888889,106,766.6714884999,6351.6617200961,114329.910961729,8.269196511,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Harrison, West Virginia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,87312.2356040224,4726.6114568278,5.5600512681,485460.506291902,26280.2020244115,11438.8529616409,998751824.826565,540.6701346146,
"Harrison, West Virginia",,3861,5289.1135495007,5.6741776742,21908,30011.3700187673,10373.2616331821,40051163.1657162,548.6535865658,
Age group,<1,72,8664.2599277978,11.2916666667,813,97833.9350180505,9144.6392401764,658414.025292702,792.3153132283,
,1-17,68,461.235840738,5.2058823529,354,2401.1395238418,9522.0301138015,647498.047738505,43.9190156507,
,18-44,1101,4767.6785172996,5.1534968211,5674,24570.2160827956,8099.1959003427,8917214.68627732,386.1436230147,
,45-64,1374,6586.4531901635,5.5866084425,7676,36795.9349983222,11493.1315656303,15791562.7711761,756.9897306541,
,65-84,1246,9249.4989236137,5.9317817014,7391,54866.0084626234,11265.2276366224,14036473.6352315,1041.977108992,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1558,4345.6431998215,5.9249037227,9231,25747.5175722414,10747.8870398303,16745208.0080556,467.0648222709,
,Female,2302,6197.001103723,5.5056472632,12674,34118.5021670659,10119.4848954039,23295054.2292199,627.1045906593,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1841,†,6.0249864204,11092,†,10935.0909748989,20131502.4847889,†,
,Medicaid,1326,†,5.677224736,7528,†,8920.0452323904,11827979.9781496,†,
,Private insurance,564,†,4.7553191489,2682,†,11955.539904102,6742924.50591354,†,
,Uninsured,73,†,3.8082191781,278,†,7659.6388865015,559153.63871461,†,
,Other,57,†,5.7543859649,328,†,13852.6764587623,789602.558149451,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,104,149.4252873563,3.5673076923,371,533.0459770115,5344.4381337387,555821.565908827,†,
,Neonatal birth hospitalization,63,99.5260663507,10.6825396825,673,1063.1911532385,6741.0148330636,424683.934483006,†,
,Nonmaternal/nonneonatal hospitalization,3694,416.6948674563,5.6480779643,20864,2353.5250987028,10576.7887561787,39070657.6653243,†,
Type of substance use disorder,Alcohol-related disorders,491,672.6119535884,6.0468431772,2969,4067.1790024521,10632.3886960141,5220502.84974294,71.5147173214,
,Cannabis-related disorders,243,332.8812723462,5.4609053498,1327,1817.8331210016,7739.7922517137,1880769.51716643,25.7643189245,
,Neonatal abstinence syndrome,44,60.2747982849,14.5,638,873.9845751312,10391.6238100712,457231.447643133,6.26353029,
,Opioid-related disorders,378,517.8153125385,5.1613756614,1951,2672.639351224,8312.7780472777,3142230.10187097,43.0448376261,
,Sedative-related disorders,91,124.6592419074,4.8241758242,439,601.3781010699,6503.3305770785,591803.082514143,8.1070025961,
,Stimulant-related disorders,103,141.0978232579,4.6893203883,483,661.6528993548,6086.2248568262,626881.160253102,8.5875307916,
,Miscellaneous substances and addictive disorders,236,323.2920998918,5.313559322,1254,1717.8317511199,7216.1951995298,1703022.06708904,23.3293889928,
Type of mental disorder,Anxiety disorders,1890,2589.0765626926,5.326984127,10068,13791.9697530103,10747.3012970953,20312399.4515101,278.2558590051,
,Bipolar disorders,513,702.7493527309,6.4249512671,3296,4515.1303442513,8352.0731034203,4284613.5020546,58.6941396739,
,Depressive disorders,1944,2663.0501787696,5.3359053498,10373,14209.783695667,10304.2271322922,20031417.545176,274.4067390673,
,"Disruptive, impulse-control, and conduct disorders",34,46.5759804929,5.6470588235,192,263.0173016069,6429.8361703798,218614.429792912,2.9947592404,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,13,17.8084631296,7.5384615385,98,134.2484143618,8370.4368911433,108815.679584862,1.4906461675,
,Personality disorders,47,64.3844436225,6.7446808511,317,434.2525240072,6472.8030620755,304221.743917551,4.1674782383,
,Schizophrenia and related disorders,266,364.3885532679,8.1842105263,2177,2982.2326333237,8787.5334403144,2337483.89512363,32.0207659711,
,Somatic symptom disorders,13,17.8084631296,9.4615384615,123,168.4954588419,10434.9883020925,135654.847927203,1.8583110444,
,Suicidal ideation or attempt,401,549.3225934602,6.9501246883,2787,3817.8605186372,6846.2287722857,2745337.73768656,37.6078814461,
,Trauma- and stressor-related disorders,245,335.6210359046,5.8204081633,1426,1953.4514171427,8288.1097419778,2030586.88678456,27.8166397729,
,Miscellaneous mental disorders,123,168.4954588419,5.5447154472,682,934.2593734161,6289.4378200305,773600.851863752,10.5974171134,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Jackson, West Virginia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,87312.2356040224,4726.6114568278,5.5600512681,485460.506291902,26280.2020244115,11438.8529616409,998751824.826565,540.6701346146,
"Jackson, West Virginia",,1146,3814.913448735,5.6335078534,6456,21491.3448735019,13258.7554181105,15194533.7091547,505.8100435804,
Age group,<1,25,7812.5,11.8,295,92187.5,10120.2586124041,253006.465310102,790.6452040941,
,1-17,*,*,*,*,*,*,*,*,
,18-44,253,2750.2989455376,4.766798419,1206,13110.1206652897,10434.4806319173,2639923.59987509,286.9794107919,
,45-64,388,4530.0642148278,6.2396907216,2421,28266.1996497373,15769.8286987465,6118693.53511365,714.3833666216,
,65-84,472,7938.1096535486,5.3072033898,2505,42129.1624621594,12958.1451360808,6116244.50423016,1028.6317699681,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,437,2953.5009462017,6.0022883295,2623,17727.7642606109,14204.4694044294,6207353.12973565,419.5291382627,
,Female,705,4624.7704014694,5.4085106383,3813,25013.1199160325,12653.2636159752,8920550.84926257,585.1843905315,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,649,†,5.4252696456,3521,†,13111.6159010214,8509438.71976291,†,
,Medicaid,248,†,6.2419354839,1548,†,12148.8334747812,3012910.70174574,†,
,Private insurance,211,†,4.6872037915,989,†,14560.2915610847,3072221.51938887,†,
,Uninsured,11,†,4.3636363636,48,†,10096.1706061921,111057.876668113,†,
,Other,27,†,12.962962963,350,†,18107.5885773727,488904.891589063,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,35,115.8940397351,2.6571428571,93,307.9470198675,4988.5441274487,174599.044460704,†,
,Neonatal birth hospitalization,22,77.4647887324,10.7272727273,236,830.985915493,7608.9533008839,167396.972619446,†,
,Nonmaternal/nonneonatal hospitalization,1089,354.7231270358,5.6262626263,6127,1995.7654723127,13638.6939321162,14852537.6920745,†,
Type of substance use disorder,Alcohol-related disorders,115,382.8229027963,7.8695652174,905,3012.6498002663,17481.7366654871,2010399.71653102,66.924091762,
,Cannabis-related disorders,65,216.3781624501,4.7538461538,309,1028.6284953395,8265.5501909323,537260.762410601,17.8848456195,
,Neonatal abstinence syndrome,17,56.5912117177,15.7647058824,268,892.1438082557,13608.9640845782,231352.389437831,7.7014776777,
,Opioid-related disorders,64,213.0492676431,7.375,472,1571.2383488682,17194.6356330321,1100456.68051405,36.6330452901,
,Sedative-related disorders,14,46.6045272969,7.1428571429,100,332.8894806924,7551.3590945109,105719.027323153,3.5192752105,
,Stimulant-related disorders,35,116.5113182423,7.4857142857,262,872.1704394141,10874.4897017132,380607.139559963,12.6700113036,
,Miscellaneous substances and addictive disorders,55,183.0892143808,5.1636363636,284,945.4061251664,8111.1447169554,446112.959432546,14.8506311396,
Type of mental disorder,Anxiety disorders,593,1974.034620506,4.9662731872,2945,9803.5952063915,13209.4524643147,7833205.31133866,260.7591648249,
,Bipolar disorders,95,316.2450066578,5.2421052632,498,1657.7896138482,9788.4723729079,929904.875426249,30.9555551074,
,Depressive disorders,579,1927.4300932091,5.0362694301,2916,9707.0572569907,12554.0084389591,7268770.88615735,241.9697365565,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,11,36.6178428762,7.1818181818,79,262.982689747,6960.2210053968,76562.4310593648,2.5486827916,
,Schizophrenia and related disorders,47,156.4580559254,12.6595744681,595,1980.6924101198,13083.8704270926,614941.910073353,20.47076931,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,51,169.7736351531,7.7254901961,394,1311.5845539281,6996.9202933381,356842.934960243,11.8789259308,
,Trauma- and stressor-related disorders,31,103.1957390146,6.7096774194,208,692.4101198402,10204.2661501579,316332.250654896,10.5303678647,
,Miscellaneous mental disorders,27,89.880159787,6.4444444444,174,579.2276964048,8867.6606038257,239426.836303294,7.9702675201,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Jefferson, West Virginia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,87312.2356040224,4726.6114568278,5.5600512681,485460.506291902,26280.2020244115,11438.8529616409,998751824.826565,540.6701346146,
"Jefferson, West Virginia",,1675,2857.5815477003,5.1217910448,8579,14635.9355807288,13189.2372156288,22091972.3361782,376.8932089562,
