,Trauma- and stressor-related disorders,17,60.6147044142,10.1176470588,172,613.2781858376,25470.883985336,433005.027750713,15.4391010394,
,Miscellaneous mental disorders,15,53.4835627184,2.5333333333,38,135.4916922199,4128.135812043,61922.0371806447,2.2078741061,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Camden, Georgia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,240621.997054642,2349.5350870366,5.8015323542,1395969.65208766,13630.8389015381,12107.0158321138,2912560549.04046,284.3947472323,
"Camden, Georgia",,1004,1918.2636275053,5.4910358566,5513,10533.2543609927,12731.4980514091,12782424.0436147,244.2236963567,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,27,213.4218638843,11.2592592593,304,2402.9720970674,21400.3552437642,577809.591581634,45.6730370391,
,18-44,247,1195.3155245838,4.3157894737,1066,5158.7301587301,9665.4191077045,2387358.51960301,115.5322551105,
,45-64,414,3410.2141680395,5.4734299517,2266,18665.568369028,13978.3015606232,5787016.84609801,476.6900202717,
,65-84,310,5089.4762764735,5.8903225806,1826,29978.6570349696,12768.5317339405,3958244.83752155,649.8513934529,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,397,1485.9452782872,6.395465995,2539,9503.3124976607,15034.1858012248,5968571.76308628,223.3997740422,
,Female,607,2369.057840918,4.8995057661,2974,11607.2125517133,11225.4568048245,6813852.2805285,265.9375646136,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,442,†,5.7285067873,2532,†,13165.3178017907,5819070.46839151,†,
,Medicaid,89,†,6.1573033708,548,†,9948.5854212406,885424.102490416,†,
,Private insurance,223,†,5.1793721973,1155,†,14255.4998105929,3178976.45776223,†,
,Uninsured,139,†,5.9352517986,825,†,11963.114561449,1662872.92404141,†,
,Other,111,†,4.0810810811,453,†,11135.8566750377,1236080.09092919,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,28,38.1471389646,3.8214285714,107,145.7765667575,5854.7272595165,163932.363266461,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,973,250.4504504505,5.5488180884,5399,1389.703989704,12964.0931063522,12614062.5924807,†,
Type of substance use disorder,Alcohol-related disorders,196,374.481744015,5.8520408163,1147,2191.4824509448,13330.4150999373,2612761.35958771,49.9199709507,
,Cannabis-related disorders,61,116.5478897189,5.9508196721,363,693.5554748849,12134.7651195105,740220.672290146,14.1428126691,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,66,126.1009954336,6.0303030303,398,760.4272148876,11592.3057076628,765092.176705746,14.6180128911,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,54,103.1735417184,4.7222222222,255,487.2083914481,8803.5213432557,475390.152535809,9.0829047658,
,Miscellaneous substances and addictive disorders,52,99.3522994325,5.5769230769,290,554.0801314507,10654.2352997342,554020.23558618,10.5852277572,
Type of mental disorder,Anxiety disorders,382,729.8572766006,5.1465968586,1966,3756.2811670074,13232.913377075,5054972.91004265,96.5813811888,
,Bipolar disorders,82,156.6709337206,4.6707317073,383,731.7678977436,9760.3752118667,800350.76737307,15.2916709791,
,Depressive disorders,399,762.3378360305,5.4561403509,2177,4159.4222281664,12660.2140222551,5051425.39487981,96.5136016141,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,37,70.6929822885,7.4054054054,274,523.5101931638,7925.4906683085,293243.154727414,5.6027657144,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,53,101.2629205755,4.6226415094,245,468.1021800187,5937.5880062131,314692.164329296,6.0125750268,
,Trauma- and stressor-related disorders,64,122.2797531477,5.03125,322,615.2200080246,9777.5472190053,625763.022016342,11.9559606033,
,Miscellaneous mental disorders,18,34.3911805728,3.2777777778,59,112.7266474331,5233.1258224871,94196.2648047679,1.7997337512,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Candler, Georgia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,240621.997054642,2349.5350870366,5.8015323542,1395969.65208766,13630.8389015381,12107.0158321138,2912560549.04046,284.3947472323,
"Candler, Georgia",,457,4455.493809106,6.0350109409,2758,26888.9538851516,11730.0739293345,5360643.78570588,522.6327177251,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,65,1974.4835965978,4.2,273,8292.8311057108,8071.8018718065,524667.121667425,159.3764039087,
,45-64,207,8108.1081081081,6.5314009662,1352,52957.3051312181,13663.6429605613,2828374.0928362,1107.8629427482,
,65-84,172,9690.1408450704,5.726744186,985,55492.9577464788,10496.159792025,1805339.48422831,1017.0926671709,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,193,3833.9292808899,6.0932642487,1176,23361.1442193087,11823.1878916489,2281875.26308824,453.2926625126,
,Female,264,5054.5663411832,5.9924242424,1582,30289.1058778479,11662.0019796122,3078768.52261764,589.4636267696,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,277,†,6.4548736462,1788,†,11510.003932336,3188271.08925709,†,
,Medicaid,86,†,5.5697674419,479,†,9748.29495188,838353.365861682,†,
,Private insurance,57,†,5.649122807,322,†,16201.5166667987,923486.450007529,†,
,Uninsured,28,†,3.9642857143,111,†,9072.8947852029,254041.053985682,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,444,365.1315789474,6.1036036036,2710,2228.6184210526,11937.0867086679,5300066.49864855,†,
Type of substance use disorder,Alcohol-related disorders,46,448.4742127328,5.0869565217,234,2281.3688212928,12341.0405354297,567687.864629767,55.3463843843,
,Cannabis-related disorders,15,146.2415911085,3.6666666667,55,536.2191673979,7818.1680799009,117272.521198514,11.4334133956,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,13,126.742712294,3.9230769231,51,497.2214097689,5187.5177421403,67437.730647824,6.5748006871,
Type of mental disorder,Anxiety disorders,176,1715.9013356732,5.2215909091,919,8959.7348152481,10777.234856702,1896793.33477956,184.9267168548,
,Bipolar disorders,54,526.4697279906,6.8518518519,370,3607.2925806766,9737.652978015,525833.26081281,51.265795146,
,Depressive disorders,204,1988.8856390758,5.6666666667,1156,11270.3519547626,12550.6348493238,2560329.50926206,249.617774131,
,"Disruptive, impulse-control, and conduct disorders",20,194.9887881447,8.7,174,1696.4024568587,10577.8261427701,211556.522855402,20.6255750078,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,104,1013.9416983523,8.3942307692,873,8511.2606025153,11059.9549701245,1150235.31689295,112.1414952611,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,12,116.9932728868,4.5,54,526.4697279906,9331.152911252,111973.834935024,10.9168211889,
,Miscellaneous mental disorders,20,194.9887881447,5.85,117,1140.6844106464,8309.6622458656,166193.244917312,16.2029097121,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Carroll, Georgia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,240621.997054642,2349.5350870366,5.8015323542,1395969.65208766,13630.8389015381,12107.0158321138,2912560549.04046,284.3947472323,
"Carroll, Georgia",,3560,2620.2866122491,5.8550561798,20844,15341.9253218315,12421.9641736988,44222192.4583677,325.4910642218,
Age group,<1,49,2784.0909090909,9.8163265306,481,27329.5454545454,7756.809335123,380083.657421029,215.9566235347,
,1-17,179,570.3906698107,4.7039106145,842,2683.0667261487,6142.2941195807,1099470.64740495,35.0350725704,
,18-44,1010,1934.0878190766,5.1059405941,5157,9875.3375078991,8917.6393206424,9006815.71384883,172.4749758497,
,45-64,1345,4097.6115037777,6.0550185874,8144,24811.1138191567,14290.7059679154,19220999.5268462,585.5776117124,
,65-84,976,5521.6112242589,6.368852459,6216,35166.3272233537,14860.358236864,14503709.6391793,820.5312083718,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1490,2242.6249247441,6.0120805369,8958,13482.8416616496,12672.7460497397,18882391.6141121,284.202161561,
,Female,2069,2980.2803105599,5.7433542774,11883,17116.8056695907,12242.8981382666,25330556.2480736,364.8726826567,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1394,†,6.2202295552,8671,†,15326.5889096589,21365264.9400645,†,
,Medicaid,796,†,5.9497487437,4736,†,10570.648136483,8414235.91664054,†,
,Private insurance,612,†,5.1748366013,3167,†,12718.2778978608,7783586.07349084,†,
,Uninsured,283,†,4.9328621908,1396,†,12069.2815135465,3415606.66833366,†,
,Other,475,†,6.0505263158,2874,†,6828.4186522909,3243498.85983817,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,99,58.5106382979,2.6868686869,266,157.2104018913,6324.8796323402,626163.083601679,†,
,Neonatal birth hospitalization,45,29.3733681462,8.7111111111,392,255.8746736292,3950.3238509856,177764.57329435,†,
,Nonmaternal/nonneonatal hospitalization,3416,310.9978150036,5.9092505855,20186,1837.7640203933,12710.2648716252,43418264.8014717,†,
Type of substance use disorder,Alcohol-related disorders,592,435.7330546212,5.6300675676,3333,2453.20653894,11359.8266511649,6725017.37748967,49.4985196668,
,Cannabis-related disorders,221,162.6638599177,4.9909502262,1103,811.8472284581,7702.3586631488,1702221.26455589,12.5289539062,
,Neonatal abstinence syndrome,15,11.0405334786,19.2,288,211.9782427887,11791.2930719523,176869.396079285,1.3018216592,
,Opioid-related disorders,204,150.1512553087,5.0588235294,1032,759.5887033261,9477.4244361494,1933394.58497448,14.2304717618,
,Sedative-related disorders,71,52.2585251319,5.1830985915,368,270.8610880078,8522.126317965,605070.968575516,4.4535375236,
,Stimulant-related disorders,339,249.5160566159,5.407079646,1833,1349.1531910822,9012.2749251254,3055161.1996175,22.4870730046,
,Miscellaneous substances and addictive disorders,197,144.999006352,5.4974619289,1083,797.1265171533,9180.643513447,1808586.77214906,13.3118418712,
Type of mental disorder,Anxiety disorders,1324,974.5110883758,5.8429003021,7736,5693.9711326851,14661.27563127,19411528.9358015,142.8757567241,
,Bipolar disorders,435,320.1754708788,5.7862068966,2517,1852.6015177053,9035.0957588111,3930266.65508282,28.9281603901,
,Depressive disorders,1548,1139.3830549892,5.8339793282,9031,6647.137189669,12143.1069161451,18797529.5061927,138.3565025518,
,"Disruptive, impulse-control, and conduct disorders",44,32.3855648705,4.6136363636,203,149.4152197434,4441.0298191221,195405.312041374,1.438252593,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,33,24.2891736529,6.2424242424,206,151.6233264391,6606.2166673558,218005.150022743,1.6045954382,
,Schizophrenia and related disorders,310,228.1710252239,6.8935483871,2137,1572.9080029147,8534.8060333434,2645789.87033644,19.4739544272,
,Somatic symptom disorders,15,11.0405334786,2.9333333333,44,32.3855648705,6515.5378256953,97733.0673854302,0.719350135,
,Suicidal ideation or attempt,451,331.9520399226,5.8603104213,2643,1945.3419989254,5197.5738009678,2344105.78423648,17.2534522588,
,Trauma- and stressor-related disorders,132,97.1566946115,8.053030303,1063,782.4058058485,17618.2031377818,2325602.8141872,17.1172638186,
,Miscellaneous mental disorders,96,70.6594142629,4.3854166667,421,309.8709729654,6418.3173405047,616158.464688448,4.5351454383,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Catoosa, Georgia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,240621.997054642,2349.5350870366,5.8015323542,1395969.65208766,13630.8389015381,12107.0158321138,2912560549.04046,284.3947472323,
"Catoosa, Georgia",,1267,2540.8093691092,5.2478295185,6649,13333.734408214,10615.2002132053,13449458.6701311,269.7120015668,
Age group,<1,15,2654.8672566372,7.1333333333,107,18938.0530973451,11231.6033290845,168474.049936268,298.1841591792,
,1-17,64,577.2526382249,4.90625,314,2832.1457562912,6296.5441702524,402978.826896156,36.3469673398,
,18-44,242,1434.1590612777,4.5165289256,1093,6477.4208842005,8601.9967674159,2081683.21771465,123.3663160907,
,45-64,475,3526.0930888575,5.5768421053,2649,19664.4644050181,12137.9153770103,5765509.8040799,427.9941952401,
,65-84,471,5985.5127716355,5.2781316348,2486,31592.3243105858,10681.1311496903,5030812.77150416,639.3204691199,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,478,1961.34750318,5.4539748954,2607,10697.1400434943,11595.8349200775,5542809.09179707,227.4346186778,
,Female,788,3090.8021180624,5.1180203046,4033,15818.7879976466,10012.2665869682,7889666.07053099,309.4593477361,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,624,†,5.5272435897,3449,†,11244.3056610552,7016446.73249847,†,
,Medicaid,171,†,4.8421052632,828,†,8715.0976573258,1490281.69940271,†,
,Private insurance,328,†,5.0701219512,1663,†,10608.8001195208,3479686.43920284,†,
,Uninsured,110,†,5.0454545455,555,†,10065.6740492753,1107224.14542029,†,
,Other,27,†,4.7777777778,129,†,10505.0227111134,283635.613200063,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,28,54.0540540541,2.7857142857,78,150.5791505791,2940.9923537736,82347.7859056622,†,
,Neonatal birth hospitalization,12,23.2108317215,6.0833333333,73,141.1992263056,4971.6880093196,59660.2561118349,†,
,Nonmaternal/nonneonatal hospitalization,1227,297.4545454545,5.2958435208,6498,1575.2727272727,10845.5180343224,13307450.6281136,†,
Type of substance use disorder,Alcohol-related disorders,118,236.6341796013,6.5423728814,772,1548.1490394257,12622.1783779829,1489417.04860199,29.8683882526,
,Cannabis-related disorders,42,84.2257249428,4.2380952381,178,356.9566438054,7236.7810902443,303944.805790261,6.0952313358,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,89,178.4783219027,5.5056179775,490,982.6334576665,11486.1583639883,1022268.09439496,20.5003026991,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,31,62.1666065054,4.7741935484,148,296.7954117034,9333.2739821658,289331.493447139,5.8021797106,
,Miscellaneous substances and addictive disorders,48,96.2579713633,3.5833333333,172,344.924397385,5584.4226200222,268052.285761066,5.3754519264,
Type of mental disorder,Anxiety disorders,597,1197.2085188305,5.4572864322,3258,6533.5098062808,10790.5839073001,6441978.59265819,129.1857897697,
,Bipolar disorders,139,278.7470420728,5.3741007194,747,1498.0146793406,10014.1760660711,1391970.47318389,27.9142195721,
,Depressive disorders,532,1066.8591826094,5.0545112782,2689,5392.4517707456,10384.1783063192,5524382.85896182,110.7845597995,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,52,104.2794689769,5.4807692308,285,571.5317049693,9204.7144230963,478645.150001008,9.5986273212,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,28,56.1504832952,5.1785714286,145,290.7792884932,7273.0792876914,203646.220055359,4.0838691705,
,Trauma- and stressor-related disorders,51,102.2740945735,4.6862745098,239,479.2844824129,10564.4571939834,538787.316893154,10.8047029417,
,Miscellaneous mental disorders,29,58.1558576986,4.3448275862,126,252.6771748285,4372.2304704357,126794.683642634,2.5427081306,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Charlton, Georgia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,240621.997054642,2349.5350870366,5.8015323542,1395969.65208766,13630.8389015381,12107.0158321138,2912560549.04046,284.3947472323,
"Charlton, Georgia",,363,2800.709821773,6.1652892562,2238,17267.1861739063,12623.2038755502,4582223.00682474,353.539310765,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,66,1174.3772241993,6.7575757576,446,7935.9430604982,13214.5931468315,872163.147690879,155.189172187,
,45-64,156,4596.3464938126,6.0641025641,946,27872.7165586328,13616.7290379729,2124209.72992377,625.8720477088,
,65-84,129,7692.3076923077,5.4108527132,698,41621.9439475253,10694.1857055288,1379549.95601321,822.6296696561,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,165,2027.7743640162,6.0303030303,995,12228.0938920978,12853.8935486762,2120892.43553158,260.647958158,
,Female,198,4104.4776119403,6.2777777778,1243,25766.9983416252,12430.9624812785,2461330.57129315,510.2260719928,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,208,†,5.4759615385,1139,†,10638.1617415105,2212737.64223419,†,
,Medicaid,34,†,8.4705882353,288,†,15138.5320938311,514710.091190259,†,
,Private insurance,59,†,5.0338983051,297,†,12026.8144229337,709582.050953092,†,
,Uninsured,46,†,5.7391304348,264,†,14037.6903429149,645733.755774089,†,
,Other,16,†,15.625,250,†,31216.2166670691,499459.466673107,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,360,298.2601491301,6.15,2214,1834.29991715,12664.0202680478,4559047.29649722,†,
Type of substance use disorder,Alcohol-related disorders,52,401.2036108325,10.7692307692,560,4320.6542705038,21613.0277437638,1123877.44267572,86.7122477182,
,Cannabis-related disorders,22,169.7399891984,4.2727272727,94,725.2526811203,11813.8076228335,259903.767702339,20.0527557829,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,44,339.4799783967,6.7727272727,298,2299.2053082324,12729.2712642063,560087.935625077,43.2133273378,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,22,169.7399891984,4.7272727273,104,802.407221665,11408.173346614,250979.813625508,19.3642322063,
,Miscellaneous substances and addictive disorders,14,108.0163567626,10.7857142857,151,1165.0335622251,20893.9991211555,292515.987696178,22.5689366327,
Type of mental disorder,Anxiety disorders,164,1265.3344649333,6.8231707317,1119,8633.5930869532,13643.9581318833,2237609.13362887,172.6417046238,
,Bipolar disorders,24,185.1708973073,5.4583333333,131,1010.7244811357,9330.1761633204,223924.22791969,17.276770922,
,Depressive disorders,138,1064.732659517,4.9420289855,682,5261.9396651493,10588.5867970305,1461224.97799021,112.7401418093,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,37,285.4718000154,6.7297297297,249,1921.1480595633,9456.3885947897,349886.378007219,26.995322738,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,20,154.3090810894,9.45,189,1458.220816295,14369.9056971516,287398.113943032,22.1740694347,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
