,Cannabis-related disorders,480,451.9986816705,5.5083333333,2644,2489.7594048684,13344.2948564323,6405261.53108753,60.3160368293,
,Neonatal abstinence syndrome,23,21.6582701634,13.4347826087,309,290.9741513254,23408.1501369812,538387.453150569,5.0698003969,
,Opioid-related disorders,787,741.0895051556,5.8208386277,4581,4313.7624181929,16925.0799720192,13320037.9379791,125.4299914118,
,Sedative-related disorders,28,26.3665897641,5.7857142857,162,152.5495550638,11286.2112195833,316013.914148332,2.9757890122,
,Stimulant-related disorders,497,468.006968313,6.1710261569,3067,2888.0832430905,13200.7940532125,6560794.64444662,61.7806360417,
,Miscellaneous substances and addictive disorders,230,216.5827016338,4,920,866.3308065351,10582.9735191728,2434083.90940974,22.920889961,
Type of mental disorder,Anxiety disorders,1656,1559.3954517633,4.9601449275,8214,7734.8274400866,16314.3651949324,27016588.7628081,254.4054688338,
,Bipolar disorders,342,322.0490606902,5.9269005848,2027,1908.7527661378,13372.4504919059,4573378.06823184,43.0658512005,
,Depressive disorders,1814,1708.1783511465,5.1466372657,9336,8791.3743584915,15042.6996324185,27287457.1332071,256.956138549,
,"Disruptive, impulse-control, and conduct disorders",26,24.4832619238,5.4615384615,142,133.7162766609,11589.2091414414,301319.437677476,2.837416429,
,Eating disorders,22,20.7166062432,5.5,121,113.9413343378,13326.4496367197,293181.892007833,2.7607880974,
,Obsessive-compulsive disorders,27,25.424925844,4.962962963,134,126.1829652997,9887.6877585869,266967.569481845,2.5139372803,
,Personality disorders,79,74.3914496916,6.417721519,507,477.4236075145,11246.3178573281,888459.11072892,8.366298891,
,Schizophrenia and related disorders,325,306.0407740477,10.4553846154,3398,3199.7740006592,15892.1044700833,5164933.95277708,48.6363195327,
,Somatic symptom disorders,20,18.8332784029,2.85,57,53.6748434484,7606.2192975051,152124.385950101,1.4325004562,
,Suicidal ideation or attempt,213,200.5744149913,5.9436619718,1266,1192.146522906,12103.5686469612,2578060.12180274,24.2766620067,
,Trauma- and stressor-related disorders,352,331.4656998917,5.8863636364,2072,1951.1276425444,14290.7058487777,5030328.45876977,47.3687881611,
,Miscellaneous mental disorders,206,193.9827675503,4.8398058252,997,938.8389283865,11658.5133921485,2401653.75878259,22.6155069333,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Douglas, Washington",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,191911.056576523,2670.8535449888,5.7504282711,1103570.76527098,15358.5517330249,16602.3964942718,3186183452.91808,443.4256953204,
"Douglas, Washington",,987,2511.1308993767,5.3718338399,5302,13489.3779417376,15354.5774664257,15154967.9593622,385.5735392281,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,16,165.0505467299,4.875,78,804.6214153084,14200.5946769792,227209.514831667,23.4381591533,
,18-44,219,1697.9376647542,4.8721461187,1067,8272.6004031633,11815.4426179589,2587581.93333299,200.6188504677,
,45-64,304,3097.3000509424,5.2796052632,1605,16352.5216505348,17659.1114050432,5368369.86713314,546.9556665444,
,65-84,438,6901.9855026789,5.4452054795,2385,37582.7292782855,15442.0663879869,6763625.07793828,1065.8091834129,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,401,2026.4806953709,5.5386533666,2221,11223.9741257327,15801.6327477624,6336454.73185273,320.2170371868,
,Female,585,2997.3868934775,5.2581196581,3076,15760.6189475841,15051.5136731221,8805135.49877647,451.1520981081,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,555,†,5.3657657658,2978,†,15172.4818396864,8420727.42102597,†,
,Medicaid,222,†,5.8828828829,1306,†,14764.8193758849,3277789.90144646,†,
,Private insurance,174,†,4.5574712644,793,†,17160.4903755427,2985925.32534444,†,
,Uninsured,18,†,3.7777777778,68,†,10469.9832533335,188459.698560003,†,
,Other,18,†,8.7222222222,157,†,15670.3118325198,282065.612985356,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,30,65.0759219089,3.5333333333,106,229.9349240781,8284.3973050567,248531.919151699,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,948,375,5.4208860759,5139,2032.832278481,15638.5745988056,14825368.7196678,†,
Type of substance use disorder,Alcohol-related disorders,160,407.0728914896,5.60625,897,2282.1523979138,13987.4033415237,2237984.5346438,56.9389272267,
,Cannabis-related disorders,69,175.5501844549,4.3333333333,299,760.7174659713,14961.5284309137,1032345.46173304,26.2649907577,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,209,531.7389645083,5.4928229665,1148,2920.7479964381,14926.3553232025,3119608.26254933,79.3692472344,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,68,173.0059788831,5.9852941176,407,1035.4916677267,14873.4832003627,1011396.85762466,25.7320152048,
,Miscellaneous substances and addictive disorders,36,91.5914005852,8.3611111111,301,765.8058771149,11963.8355806181,430698.080902254,10.957844572,
Type of mental disorder,Anxiety disorders,338,859.9414832718,5.2426035503,1772,4508.3322732477,15210.2382483836,5141060.52795366,130.7991484023,
,Bipolar disorders,54,137.3871008777,5.3518518519,289,735.2754102531,14650.9435209327,791150.95013037,20.1285065546,
,Depressive disorders,511,1300.089047195,5.1095890411,2611,6642.9207479964,15279.9476135704,7808053.23053451,198.6529253412,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,35,89.0471950134,6.3428571429,222,564.8136369419,13704.7149639273,479665.023737455,12.20366426,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,38,96.6798117288,6.3947368421,243,618.2419539499,11655.6325185335,442914.035704274,11.2686435747,
,Trauma- and stressor-related disorders,76,193.3596234576,5.8552631579,445,1132.1714794555,13915.240809803,1057558.30154502,26.906457233,
,Miscellaneous mental disorders,33,83.9587838697,4.9696969697,164,417.2497137769,11266.1037303622,371781.423101953,9.4588836815,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Ferry, Washington",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,191911.056576523,2670.8535449888,5.7504282711,1103570.76527098,15358.5517330249,16602.3964942718,3186183452.91808,443.4256953204,
"Ferry, Washington",,135,1986.1703692806,7.8222222222,1056,15536.2659997057,23039.4011285708,3110319.15235706,457.6017584754,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,18,948.8666315235,4.3333333333,78,4111.7554032683,12682.9583554365,228293.250397857,120.3443597248,
,45-64,69,3287.2796569795,6.6956521739,462,22010.481181515,17304.7503561384,1194027.77457355,568.8555381484,
,65-84,40,2657.8073089701,8.375,335,22259.1362126245,20618.0333773416,824721.335093664,547.9875980689,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,67,1897.4794675729,7.8507462687,526,14896.6298499008,19296.8696549757,1292890.26688337,366.1541395875,
,Female,68,2082.0575627679,7.7941176471,530,16227.8015921616,26726.895374613,1817428.88547368,556.4693464402,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,56,†,8.3392857143,467,†,17851.2552336003,999670.293081618,†,
,Medicaid,52,†,7.9230769231,412,†,18702.5062021811,972530.322513418,†,
,Private insurance,16,†,7.375,118,†,59216.3110521713,947460.97683474,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,123,232.9545454545,7.4634146341,918,1738.6363636364,23862.8984879169,2935136.51401378,†,
Type of substance use disorder,Alcohol-related disorders,42,617.9196704428,5.0476190476,212,3119.0230984258,13363.7484844952,561277.436348801,82.5772305942,
,Cannabis-related disorders,18,264.8227159041,6.3888888889,115,1691.9229071649,16443.3822970702,295980.881347264,43.5458115856,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,11,161.8361041636,3.6363636364,40,588.4949242313,10377.5763367957,114153.339704753,16.7946652501,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,45,662.0567897602,9.0666666667,408,6002.648227159,23288.5000623142,1047982.50280414,154.1830958959,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,38,559.0701780197,5.9473684211,226,3324.9963219067,16935.4432452726,643546.843320359,94.6810126998,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,11,161.8361041636,12.9090909091,142,2089.156981021,80129.5911489309,881425.502638241,129.6786085977,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Franklin, Washington",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,191911.056576523,2670.8535449888,5.7504282711,1103570.76527098,15358.5517330249,16602.3964942718,3186183452.91808,443.4256953204,
"Franklin, Washington",,1420,1581.0452713385,4.8901408451,6944,7731.5340592781,15565.7735860569,22103398.4922008,246.1019272296,
Age group,<1,19,1050.3040353787,11.8947368421,226,12493.0901050304,20061.1556937117,381161.958180523,210.7031277947,
,1-17,31,112.4043656405,6.3870967742,198,717.9375611879,15621.9572257307,484280.673997653,17.5597619202,
,18-44,404,1145.059803866,4.0024752475,1617,4583.0735219092,13212.0534114139,5337669.57821122,151.2859128794,
,45-64,458,2608.3489948175,4.7729257642,2186,12449.4561193689,16613.7733371285,7609108.18840485,433.3451898402,
,65-84,508,6697.4291364535,5.3484251969,2717,35820.698747528,16321.2167193043,8291178.0934066,1093.1019239824,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,611,1295.5345405199,5.0065466448,3059,6486.1541071201,16564.2367111358,10120748.6305039,214.5954079662,
,Female,809,1896.7457563537,4.8022249691,3885,9108.599831192,14811.680916807,11982649.8616968,280.9399292342,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,605,†,4.9570247934,2999,†,15455.6288412596,9350655.44896211,†,
,Medicaid,221,†,6.0950226244,1347,†,15302.6270466389,3381880.5773072,†,
,Private insurance,523,†,4.3804971319,2291,†,15447.9063866343,8079255.04020976,†,
,Uninsured,50,†,4.02,201,†,16484.6887950934,824234.439754671,†,
,Other,21,†,5.0476190476,106,†,22255.8564746242,467372.98596711,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,88,56.4464400257,2.2386363636,197,126.3630532393,6604.2818673877,581176.804330121,†,
,Neonatal birth hospitalization,16,10.2432778489,12.125,194,124.1997439181,20281.5318275917,324504.509241468,†,
,Nonmaternal/nonneonatal hospitalization,1316,302.9465930018,4.9794832827,6553,1508.5174953959,16107.6878257061,21197717.1786292,†,
Type of substance use disorder,Alcohol-related disorders,214,238.2702028637,4.1635514019,891,992.0502371568,13768.9256443338,2946550.08788744,32.8072470649,
,Cannabis-related disorders,98,109.1143919656,4.0510204082,397,442.024628677,12608.9760829172,1235679.65612588,13.758207586,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,139,154.7642906451,5.6402877698,784,872.9151357249,17760.3873187338,2468693.837304,27.4867374497,
,Sedative-related disorders,12,13.360945955,5.6666666667,68,75.7120270782,10293.7815023087,123525.378027705,1.3753465832,
,Stimulant-related disorders,115,128.0423987352,4.0173913043,462,514.3964192665,11398.834562447,1310865.9746814,14.5953412016,
,Miscellaneous substances and addictive disorders,53,59.0108446345,5.9056603774,313,348.4980069922,12023.4604149753,637243.401993692,7.0951455452,
Type of mental disorder,Anxiety disorders,549,611.26327744,4.9362477231,2710,3017.3469614982,15824.7310793051,8687777.36253853,96.7307698414,
,Bipolar disorders,104,115.7948649431,5.5865384615,581,646.8924666533,16912.3039347196,1758879.60921084,19.5835795,
,Depressive disorders,603,671.3875342374,4.7147595357,2843,3165.4307791658,15524.3616805576,9361190.09337624,104.2286290932,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,51,56.7840203086,6.4705882353,330,367.4260137618,16221.8743127603,827315.58995078,9.2114324042,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,36,40.0828378649,4.0833333333,147,163.6715879484,11962.7549281835,430659.177414606,4.795011662,
,Trauma- and stressor-related disorders,62,69.0315541007,9.9677419355,618,688.0887166811,19980.5971635659,1238797.02414108,13.7929167406,
,Miscellaneous mental disorders,96,106.8875676398,2.9791666667,286,318.4358785935,7273.1959046313,698226.806844606,7.7741421921,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Grant, Washington",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,191911.056576523,2670.8535449888,5.7504282711,1103570.76527098,15358.5517330249,16602.3964942718,3186183452.91808,443.4256953204,
"Grant, Washington",,1810,1929.7198174762,5.6359116022,10201,10875.7303083287,16808.1703805125,30422788.3887277,324.3505947879,
Age group,<1,29,1757.5757575758,16.2413793103,471,28545.4545454545,33004.2664044165,957123.725728081,580.0749852897,
,1-17,33,124.5800143456,9.7272727273,321,1211.823775907,20171.998738972,665675.958386077,25.1302789228,
,18-44,417,1273.243565082,4.7386091127,1976,6033.4035601966,13893.9338328436,5793770.40829581,176.9036184634,
,45-64,637,3095.9902794654,5.748822606,3662,17798.2989064398,19133.9382271442,12188318.6506908,592.3848675913,
,65-84,694,5628.0918011516,5.4337175793,3771,30581.4613575541,15587.7516507591,10817899.6456268,877.2929726402,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,762,1604.2105263158,6.4107611549,4885,10284.2105263157,17627.5620361977,13432202.2715826,282.7832057175,
,Female,1047,2261.5344738206,5.0735434575,5312,11473.9934335579,16208.4788992771,16970277.4075431,366.5603379891,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,920,†,5.5706521739,5125,†,16442.6793762268,15127265.0261287,†,
,Medicaid,473,†,6.3234672304,2991,†,17648.0945382213,8347548.7165787,†,
,Private insurance,344,†,4.8837209302,1680,†,16768.8975934377,5768500.7721425705,†,
,Uninsured,27,†,5.7407407407,155,†,13654.846237415,368680.848410207,†,
,Other,46,†,5.4347826087,250,†,17625.9353362498,810793.025467491,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,62,60.9037328094,2.6612903226,165,162.0825147348,7551.6362268778,468201.446066422,†,
,Neonatal birth hospitalization,22,16.5041260315,13.5,297,222.8057014254,20667.3921465887,454682.627224952,†,
,Nonmaternal/nonneonatal hospitalization,1726,326.0294673215,5.6425260718,9739,1839.6297695504,17091.4856983988,29499904.3154363,†,
Type of substance use disorder,Alcohol-related disorders,305,325.1737813979,6.1049180328,1862,1985.1592818457,17087.3722002564,5211648.52107823,55.5636543251,
,Cannabis-related disorders,147,156.7231011983,5.3537414966,787,839.0549703612,14136.060869721,2078000.94784899,22.1544729823,
,Neonatal abstinence syndrome,11,11.7275790012,18.3636363636,202,215.3609962045,24039.435079164,264433.785870804,2.8192437404,
,Opioid-related disorders,234,249.4775896627,6.047008547,1415,1508.5931169773,17456.9445139182,4084925.01625686,43.5511644021,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,133,141.7970915604,6.0751879699,808,861.4439848181,16354.2808131444,2175119.34814821,23.1898945387,
,Miscellaneous substances and addictive disorders,72,76.7623352808,8.5,612,652.479849887,14951.8881694017,1076535.94819692,11.4774185274,
Type of mental disorder,Anxiety disorders,682,727.1098980767,5.0527859238,3446,3673.9306580238,16292.4458867804,11111448.0947842,118.4639866816,
,Bipolar disorders,105,111.9450722845,5.7238095238,601,640.7522708858,13668.3342448976,1435175.09571425,15.3010266505,
,Depressive disorders,739,787.880080174,5.5872801083,4129,4402.106699646,17325.7474406283,12803727.3586243,136.506112826,
,"Disruptive, impulse-control, and conduct disorders",14,14.9260096379,12.0714285714,169,180.1782592008,19862.7549349461,278078.569089246,2.9647167159,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,12,12.7937225468,6.9166666667,83,88.4899142821,22750.2497583457,273002.997100149,2.9106038328,
,Personality disorders,12,12.7937225468,8.25,99,105.5482110111,10599.5469501259,127194.563401511,1.356076628,
,Schizophrenia and related disorders,63,67.1670433707,8.7619047619,552,588.511237153,17068.6369239564,1075324.12620925,11.4644987655,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,47,50.1087466416,9.829787234,462,492.5583180519,15748.807995662,740193.975796116,7.8915302976,
,Trauma- and stressor-related disorders,99,105.5482110111,7.0101010101,694,739.9036206235,19243.5733631246,1905113.76294933,20.3112474194,
,Miscellaneous mental disorders,56,59.7040385518,4.8035714286,269,286.7926137575,8906.5693153497,498767.881659581,5.3175815777,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Grays Harbor, Washington",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,191911.056576523,2670.8535449888,5.7504282711,1103570.76527098,15358.5517330249,16602.3964942718,3186183452.91808,443.4256953204,
"Grays Harbor, Washington",,2556,3431.194877371,6.0011737089,15339,20591.1964882606,17361.5801020689,44376198.7408881,595.7096470929,
Age group,<1,30,3631.9612590799,6.4666666667,194,23486.6828087167,10793.6847384222,323810.542152666,392.0224481267,
,1-17,32,220.5679625034,7.6875,246,1695.6162117452,25440.4653104051,814094.889932964,56.1135159866,
,18-44,630,2689.8936851543,5.7650793651,3632,15507.4505785406,13030.112270713,8208970.73054925,350.4961671384,
,45-64,1027,4845.4824251003,5.976630964,6138,28959.6602972399,18168.7993858941,18659356.9693132,880.3659810952,
,65-84,837,5755.3462146737,6.1278375149,5129,35267.8264457127,19557.9039533332,16369965.6089399,1125.6250848477,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1202,3130.6975048185,5.9392678869,7139,18594.0511538261,17397.0525534169,20911257.1692071,544.6490902018,
,Female,1354,3750.7964209535,6.0561299852,8200,22715.3106734258,17330.0897870613,23464941.571681,650.0163874811,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1190,†,6.1243697479,7288,†,18533.5540327572,22054929.2989811,†,
,Medicaid,803,†,6.3349937733,5087,†,16118.8522296383,12943438.3403996,†,
,Private insurance,453,†,5.1280353201,2323,†,17346.2325474125,7857843.34397788,†,
,Uninsured,32,†,5.21875,167,†,9050.7645630659,289624.46601811,†,
,Other,78,†,6.0769230769,474,†,15773.8883527096,1230363.29151135,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,108,147.3396998636,2.6018518519,281,383.3560709413,6059.3376714457,654408.468516139,†,
,Neonatal birth hospitalization,19,25.3671562083,4.3157894737,82,109.479305741,4294.0440909348,81586.8377277607,†,
,Nonmaternal/nonneonatal hospitalization,2429,363.7316561845,6.1655002058,14976,2242.5876010782,17966.3250039704,43640203.4346442,†,
