"Conway, Arkansas",,696,3418.9713612025,5.5704022989,3877,19045.0459301468,9449.6405385035,6576949.81479841,323.080503748,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,209,3303.3033033033,5.4736842105,1144,18081.2391338707,8860.7781486306,1851902.63306378,292.6983772821,
,45-64,212,3834.3280882619,5.7547169811,1220,22065.4729607524,11010.6392574977,2334255.52258952,422.1840337474,
,65-84,265,6851.0858324716,5.6,1484,38366.0806618407,8872.2286884845,2351140.6024484,607.8440027012,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,286,2866.0186391422,6.5104895105,1862,18659.1842870027,11262.0079507131,3220934.27390395,322.7712470091,
,Female,410,3950.66486799,4.9146341463,2015,19416.0724609751,8185.4037582792,3356015.54089446,323.3778705815,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,356,†,5.8483146067,2082,†,9606.36173857,3419864.77893093,†,
,Medicaid,131,†,5.9007633588,773,†,7249.7885549292,949722.30069572,†,
,Private insurance,179,†,4.6927374302,840,†,10750.2978211128,1924303.3099792,†,
,Uninsured,18,†,7.1666666667,129,†,11910.8873102536,214395.971584565,†,
,Other,11,†,4.7272727273,52,†,5609.3625432556,61702.9879758111,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,18,85.7142857143,2.5,45,214.2857142857,4351.392146017,78325.0586283064,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,677,308.8503649635,5.6543574594,3828,1746.3503649635,9596.9056663003,6497105.13608529,†,
Type of substance use disorder,Alcohol-related disorders,104,510.8807781107,5.9038461538,614,3016.1615169229,11849.9725859666,1232397.14894053,60.5392321531,
,Cannabis-related disorders,46,225.9664980105,4.6086956522,212,1041.410816918,5067.260769519,233093.995397876,11.4503117059,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,42,206.3172373139,4.9047619048,206,1011.9369258732,10928.7444289258,459007.266014885,22.5478835789,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,34,167.0187159208,5.5588235294,189,928.4275679128,4521.8582045625,153743.178955124,7.552349509,
,Miscellaneous substances and addictive disorders,38,186.6679766174,4.5263157895,172,844.9182099524,4515.9680624158,171606.786371802,8.4298662068,
Type of mental disorder,Anxiety disorders,304,1493.343812939,5.3125,1615,7933.3890062386,8962.8124223552,2724694.97639596,133.8456047746,
,Bipolar disorders,89,437.1960504986,5.4382022472,484,2377.5605442845,7585.0632387071,675070.628244928,33.1615969074,
,Depressive disorders,354,1738.9595716461,6.0282485876,2134,10482.8805816181,9469.4597981852,3352188.76855757,164.6700775437,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,32,157.1940855725,7.3125,234,1149.4817507491,3949.5437689841,126385.40060749,6.2084492119,
,Schizophrenia and related disorders,73,358.5990077123,9,657,3227.391069411,5557.6615467191,405709.292910494,19.9297191585,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,62,304.5635407968,6.7258064516,417,2048.435427617,3076.0517334869,190715.207476187,9.3685320762,
,Trauma- and stressor-related disorders,28,137.544824876,9.0357142857,253,1242.8157390578,13830.3559929539,387249.967802711,19.0229389302,
,Miscellaneous mental disorders,43,211.2295524881,7.7209302326,332,1630.888637815,4635.6496774351,199332.936129711,9.7918620686,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Craighead, Arkansas",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,90133.5433804187,3024.0827834163,5.477241976,493683.227248592,16563.6331602181,9418.9749724995,848946751.332917,284.8312801714,
"Craighead, Arkansas",,4031,3833.7533881782,5.0290250558,20272,19280.0418469732,8365.7644711607,33722396.5832489,320.7227788601,
Age group,<1,43,2988.1862404448,18.0930232558,778,54065.3231410701,64700.4724218551,2782120.31413977,1933.3706144126,
,1-17,57,233.3101387581,8.0701754386,460,1882.8537513814,28152.0099609916,1604664.56777652,65.6814935032,
,18-44,1277,3117.67578125,3.7220046985,4753,11604.00390625,5621.6130364261,7178799.8475161,175.2636681522,
,45-64,1400,5836.0081704114,4.8278571429,6759,28175.4137312935,7803.4206093774,10924788.8531283,455.4082643348,
,65-84,1254,8753.3156498674,5.9984051037,7522,52505.9332681837,8956.9561408996,11232023.0006881,784.0306436331,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1717,3340.0120606143,5.1805474665,8895,17303.0910187328,8821.5172475711,15146545.1140795,294.639739998,
,Female,2313,4304.2167553686,4.9174232598,11374,21165.6555882243,8026.6795271251,18565709.7462403,345.4856851063,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1991,†,5.7257659468,11400,†,8532.1576253408,16987525.8320535,†,
,Medicaid,888,†,4.2567567568,3780,†,5300.9091777263,4707207.34982091,†,
,Private insurance,1006,†,4.5357852883,4563,†,11274.1092266708,11341753.8820308,†,
,Uninsured,113,†,3.6460176991,412,†,4357.4499760079,492391.847288895,†,
,Other,29,†,3.2413793103,94,†,5414.5149702614,157020.93413758,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,88,61.8411806044,2.2272727273,196,137.7371749824,3463.928959974,304825.748477715,†,
,Neonatal birth hospitalization,37,25.7123002085,10,370,257.1230020848,11926.3465717098,441274.823153262,†,
,Nonmaternal/nonneonatal hospitalization,3906,339.5635921064,5.0450588838,19706,1713.1183169608,8442.4720971884,32976296.0116179,†,
Type of substance use disorder,Alcohol-related disorders,416,395.6441105141,4.4567307692,1854,1763.2792809929,6923.5426506272,2880193.74266089,27.3925887361,
,Cannabis-related disorders,292,277.7117314185,3.5410958904,1034,983.403870845,4479.7209039393,1308078.50395027,12.440710485,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,264,251.0818393647,6.2727272727,1656,1574.9679014694,16513.0507753576,4359445.40469442,41.461271622,
,Sedative-related disorders,71,67.5257977079,3.9295774648,279,265.347852965,4710.2677361553,334429.009267025,3.180645863,
,Stimulant-related disorders,311,295.7820153122,3.9839228296,1239,1178.372723382,4593.0240927962,1428430.49285962,13.5853392254,
,Miscellaneous substances and addictive disorders,193,183.5560416568,4.0466321244,781,742.7837747872,5245.7565900993,1012431.02188916,9.6289031517,
Type of mental disorder,Anxiety disorders,1796,1708.1173617386,4.9443207127,8880,8445.4800513577,8250.1946565051,14817349.603083,140.923007305,
,Bipolar disorders,315,299.5862856056,4.3587301587,1373,1305.815778211,5465.9049261137,1721760.05172582,16.3751015429,
,Depressive disorders,1922,1827.9518759808,4.7924037461,9211,8760.2834181369,7627.159885268,14659401.299485,139.4208122068,
,"Disruptive, impulse-control, and conduct disorders",87,82.7428788815,8.908045977,775,737.0773693471,7315.3345005075,636434.101544153,6.0529183655,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,21,19.9724190404,5.3333333333,112,106.5195682153,6507.637983823,136660.397660282,1.2997327278,
,Personality disorders,155,147.4154738694,3.6064516129,559,531.6467735033,3136.4961385846,486156.901480618,4.6236806456,
,Schizophrenia and related disorders,429,408.0079889676,5.7645687646,2473,2351.9901088972,5173.8249621063,2219570.90874359,21.1096191806,
,Somatic symptom disorders,19,18.0702838937,4.0526315789,77,73.232203148,6033.8253476821,114642.681605959,1.09032937,
,Suicidal ideation or attempt,722,686.6707879595,3.8005540166,2744,2609.7294212754,2933.6620332551,2118103.98801019,20.1446001998,
,Trauma- and stressor-related disorders,165,156.9261496029,4.6,759,721.8602881735,6771.6751420695,1117326.39844147,10.6265290641,
,Miscellaneous mental disorders,198,188.3113795235,5.4696969697,1083,1030.0061819392,4800.9989336025,950597.788853286,9.0408273228,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Crawford, Arkansas",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,90133.5433804187,3024.0827834163,5.477241976,493683.227248592,16563.6331602181,9418.9749724995,848946751.332917,284.8312801714,
"Crawford, Arkansas",,2388,3812.38225997,5.263400335,12569,20066.094064306,9216.5873658032,22009210.629538,351.3715417085,
Age group,<1,24,3149.6062992126,10.5416666667,253,33202.0997375328,11883.5718196217,285205.723670922,374.2857266023,
,1-17,15,103.9284971939,15.6,234,1621.2845562253,36933.768129649,554006.521944735,38.3847101742,
,18-44,600,2894.7749312491,4.345,2607,12577.7970762773,7782.7992580921,4669679.55485523,225.2945218727,
,45-64,847,5063.3668101387,5.4545454545,4620,27618.3644189383,10475.8733056695,8873064.68990211,530.4318920315,
,65-84,901,9020.824989988,5.3862375139,4853,48588.3059671606,8458.3182476241,7620944.74110928,763.0100862144,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1011,3278.5290397899,5.6933728981,5756,18665.8883808411,10291.1617587421,10404364.5380883,337.3987267921,
,Female,1376,4326.9079588692,4.9484011628,6809,21411.2763749567,8430.611144688,11600520.9350907,364.7847846008,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1153,†,5.4770164788,6315,†,8873.8102622176,10231503.2323368,†,
,Medicaid,417,†,5.618705036,2343,†,8521.4449729753,3553442.5537307,†,
,Private insurance,471,†,4.821656051,2271,†,10061.533310856,4738982.1894132,†,
,Uninsured,37,†,3.3513513514,124,†,10366.7141021018,383568.421777768,†,
,Other,310,†,4.8903225806,1516,†,10005.5297815468,3101714.23227952,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,50,71.1237553343,2.62,131,186.3442389758,3832.1595545196,191607.977725981,†,
,Neonatal birth hospitalization,21,29.1262135922,9.7142857143,204,282.9403606103,9343.4969491324,196213.43593178,†,
,Nonmaternal/nonneonatal hospitalization,2317,364.8244370965,5.2801035822,12234,1926.3108171941,9331.6310815193,21621389.2158802,†,
Type of substance use disorder,Alcohol-related disorders,253,403.908170759,5.0158102767,1269,2025.9267537278,8982.0513062221,2272458.98047419,36.2792391276,
,Cannabis-related disorders,135,215.524122737,3.8814814815,524,836.5528912162,6353.3451317854,857701.592791035,13.6929913597,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,269,429.4517704908,5.5724907063,1499,2393.1159998723,9903.3837613968,2664010.23181575,42.5302569018,
,Sedative-related disorders,28,44.7012995306,5.8928571429,165,263.4183722341,6898.2260744145,193150.330083607,3.0835966998,
,Stimulant-related disorders,123,196.3664229382,4.6504065041,572,913.1836904116,6931.4875323465,852572.966478614,13.6111141237,
,Miscellaneous substances and addictive disorders,103,164.4369232734,4.8058252427,495,790.2551167023,5937.3195172839,611543.910280243,9.7631455391,
Type of mental disorder,Anxiety disorders,1082,1727.3859318624,5.146025878,5568,8889.1727066637,9086.071544395,9831129.41103544,156.9515216168,
,Bipolar disorders,183,292.1549219324,5.9508196721,1089,1738.5612567451,7741.4502478968,1416685.3953651,22.6170279282,
,Depressive disorders,1277,2038.6985535937,5.0524667189,6452,10300.4565918452,8797.4731035065,11234373.1531777,179.353956914,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,11,17.5612248156,8.3636363636,92,146.8756984578,14859.2580079987,163451.838087986,2.6094677047,
,Personality disorders,50,79.8237491619,5.28,264,421.4693955746,5185.3577429326,259267.88714663,4.1391469579,
,Schizophrenia and related disorders,157,250.6465723682,7.7643312102,1219,1946.1030045659,6755.8945321117,1060675.44154154,16.9334180775,
,Somatic symptom disorders,14,22.3506497653,4.9285714286,69,110.1567738434,7635.0268653671,106890.376115138,1.7064781142,
,Suicidal ideation or attempt,139,221.9100226699,5.5971223022,778,1242.0575369584,5271.8502368326,732787.182919725,11.6987640557,
,Trauma- and stressor-related disorders,117,186.7875730387,5.5897435897,654,1044.094639037,6912.990740005,808819.916580585,12.9126076276,
,Miscellaneous mental disorders,59,94.192024011,4.3389830508,256,408.6975957087,3977.3481370114,234663.540083674,3.7463447122,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Dallas, Arkansas",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,90133.5433804187,3024.0827834163,5.477241976,493683.227248592,16563.6331602181,9418.9749724995,848946751.332917,284.8312801714,
"Dallas, Arkansas",,122,1590.6127770534,6.0737704918,741,9661.0169491525,10821.5215431368,1320225.62826269,172.1285043367,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,25,1096.9723562966,4.44,111,4870.557261957,8517.7100434026,212942.751085065,93.4369245656,
,45-64,50,2383.2221163012,6.68,334,15919.9237368922,12463.2835522991,623164.177614958,297.0277300357,
,65-84,41,2586.7507886435,6.5365853659,268,16908.5173501577,10419.7120137691,427208.192564534,269.5319826906,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,53,1420.1500535906,5.641509434,299,8011.7899249732,12408.7634814352,657664.464516067,176.2230612315,
,Female,69,1752.1584560691,6.4057971014,442,11223.971559167,9602.3357064728,662561.163746624,168.2481370611,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,51,†,6.4117647059,327,†,12373.3912757823,631042.955064902,†,
,Medicaid,34,†,6.6764705882,227,†,10466.3184273492,355854.826529873,†,
,Private insurance,30,†,4.8666666667,146,†,9664.4982245216,289934.946735648,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,117,141.8181818182,6.2307692308,729,883.6363636364,11056.4679923425,1293606.75510407,†,
Type of substance use disorder,Alcohol-related disorders,27,352.0208604954,5.6296296296,152,1981.7470664928,12912.7436184557,348644.077698305,45.4555511993,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,39,508.4745762712,5.9230769231,231,3011.7340286832,11796.7492954997,460073.22252449,59.9834709941,
,Bipolar disorders,11,143.4159061278,10.0909090909,111,1447.1968709257,11535.0840903604,126885.924993964,16.5431453708,
,Depressive disorders,37,482.3989569752,5.4054054054,200,2607.5619295958,11235.9713260333,415730.939063235,54.2022084828,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,16,208.6049543677,9.0625,145,1890.482398957,6273.2524016128,100372.038425805,13.0863153098,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Drew, Arkansas",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,90133.5433804187,3024.0827834163,5.477241976,493683.227248592,16563.6331602181,9418.9749724995,848946751.332917,284.8312801714,
"Drew, Arkansas",,482,2769.6374188358,5.3132780083,2561,14715.8535884617,8697.2923700188,4192094.92234905,240.8834639056,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,144,2254.2266750157,4.6041666667,663,10378.8353162179,7788.5322756794,1121548.64769783,175.5711721506,
,45-64,142,3410.1825168107,4.5281690141,643,15441.8828049952,7990.6729154774,1134675.55399779,272.4965307391,
,65-84,184,6442.5770308123,5.5597826087,1023,35819.3277310924,8673.1650435854,1595862.3680197,558.7753389425,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,171,2018.8902007084,5.8245614035,996,11759.1499409681,8740.6962170501,1494659.05311556,176.4650593997,
,Female,309,3459.0842941901,5.0517799353,1561,17474.5326318146,8701.4617011692,2688751.66566127,300.9908950701,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,247,†,5.4291497976,1341,†,8847.7946044042,2185405.26728783,†,
,Medicaid,80,†,7.425,594,†,10776.0391434773,862083.131478189,†,
,Private insurance,140,†,3.9428571429,552,†,7264.8693484258,1017081.70877961,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,472,193.6807550267,5.1546610169,2433,998.3586376693,8480.4331397199,4002764.4419478,†,
Type of substance use disorder,Alcohol-related disorders,49,281.5606504626,5.2448979592,257,1476.7568809975,9723.8972489356,476470.965197847,27.3786683444,
,Cannabis-related disorders,30,172.3840717118,4.0333333333,121,695.2824225708,7663.6995825767,229910.987477302,13.2109973842,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,28,160.8918002643,4.9285714286,138,792.9667298742,9530.6397783618,266857.913794129,15.3340179161,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,28,160.8918002643,3.7142857143,104,597.5981152675,6829.6079367654,191229.02222943,10.9882791605,
,Miscellaneous substances and addictive disorders,23,132.1611216457,9.8260869565,226,1298.626673562,11565.9914905947,266017.804283679,15.2857440834,
Type of mental disorder,Anxiety disorders,173,994.0814802046,5.0173410405,868,4987.645808194,8632.6486954212,1493448.22430785,85.8155619323,
,Bipolar disorders,45,258.5761075677,6.8,306,1758.3175314601,10307.3007371377,463828.533171198,26.6522170414,
,Depressive disorders,200,1149.2271447452,5.625,1125,6464.4026891915,8377.4704938825,1675494.09877649,96.2761649587,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,14,80.4459001322,7,98,563.1213009251,3903.8378840874,54653.7303772234,3.1404775256,
,Schizophrenia and related disorders,30,172.3840717118,6.9333333333,208,1195.196230535,7884.6461301432,236539.383904296,13.5918740392,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,15,86.1920358559,8.6,129,741.2515083606,8875.1681533006,133127.522299508,7.649688117,
,Trauma- and stressor-related disorders,15,86.1920358559,8.6,129,741.2515083606,7323.8099586846,109857.149380269,6.3125409056,
,Miscellaneous mental disorders,18,103.4304430271,4.6666666667,84,482.675400793,6018.0795364793,108325.431656627,6.2245263263,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Faulkner, Arkansas",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,90133.5433804187,3024.0827834163,5.477241976,493683.227248592,16563.6331602181,9418.9749724995,848946751.332917,284.8312801714,
"Faulkner, Arkansas",,2809,2298.3709303943,5.4051263795,15183,12422.9853457375,9241.4314723172,25959181.0057389,212.402374512,
Age group,<1,28,1755.4858934169,11.1071428571,311,19498.4326018808,22090.9363238455,618546.217067676,387.8032708888,
,1-17,46,166.1489561511,7.5434782609,347,1253.3410387922,23801.1376341309,1094852.33117002,39.5453417312,
,18-44,802,1567.4777680055,4.2805486284,3433,6709.6648099287,6723.5265516585,5392268.29443014,105.3897839232,
