Type of stay,Maternal delivery hospitalization,12,74.5341614907,2.1666666667,26,161.4906832298,6378.3188729228,76539.8264750733,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,446,264.6884272997,4.8587443946,2167,1286.0534124629,14184.0219287515,6326073.78022321,†,
Type of substance use disorder,Alcohol-related disorders,54,307.7975376197,5.2037037037,281,1601.6871865025,13547.7573775119,731578.898385642,41.6996636107,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,29,165.2986776106,5.4482758621,158,900.5927952576,14947.1148888867,433466.331777716,24.7073832523,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,238,1356.5891472868,4.8487394958,1154,6577.747378021,13605.4982204608,3238108.57646968,184.5707122931,
,Bipolar disorders,15,85.4993160055,3.3333333333,50,284.9977200182,7557.7662455519,113366.493683279,6.4618384452,
,Depressive disorders,243,1385.0889192886,4.6255144033,1124,6406.74874601,14213.8797594942,3453972.7815571,196.8748735498,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,20,113.9990880073,4.35,87,495.8960328317,13523.4727789612,270469.455579224,15.4166356349,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,17,96.8992248062,7.7647058824,132,752.3939808482,19888.3078937235,338101.2341933,19.2716161761,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Clinton, Iowa",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,78699.1889691093,2514.942458326,5.1282620746,403590.066094941,12897.2840289263,12465.0983441134,980980665.003572,313.486067332,
"Clinton, Iowa",,1490,3155.7767658583,5.1120805369,7617,16132.5849835857,12499.2222276363,18623841.1191781,394.4475509727,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,19,187.8212732305,5.1578947368,98,968.7623566627,5450.916184457,103567.407504683,10.2379801804,
,18-44,334,2303.1306026755,3.9520958084,1320,9102.192800993,8287.4343623743,2768003.07703302,190.8704369765,
,45-64,587,4477.8396521474,5.0477001704,2963,22602.791974979,13482.3864037406,7914160.81899576,603.7196444424,
,65-84,547,6139.1694725028,5.8939670932,3224,36184.0628507295,14308.0627733,7826510.33699512,878.396221885,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,715,3080.1705940637,5.4895104895,3925,16908.6287855942,13730.8717882463,9817573.32859614,422.9342751301,
,Female,775,3228.8975918673,4.7638709677,3692,15382.0514957086,11362.9261813962,8806267.79058206,366.8972498368,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,768,†,5.4830729167,4211,†,13232.3185093291,10162420.6151647,†,
,Medicaid,447,†,5.0156599553,2242,†,11419.4631312516,5104500.0196695,†,
,Private insurance,243,†,4.2592592593,1035,†,12215.3935862972,2968340.64147024,†,
,Uninsured,24,†,2.6666666667,64,†,6699.2723427803,160782.536226726,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,42,74.2049469965,3.8333333333,161,284.4522968198,6275.5208645494,263571.876311076,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,1445,284.336875246,5.1515570934,7444,1464.7776465958,12698.04135932,18348669.7642175,†,
Type of substance use disorder,Alcohol-related disorders,362,766.7054961347,5.1988950276,1882,3986.0213915069,12826.9647556244,4643361.24153604,98.3450437686,
,Cannabis-related disorders,72,152.4939108334,3.1944444444,230,487.1333262734,8065.1715334844,580692.350410879,12.2988954868,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,103,218.1510113311,4.9805825243,513,1086.5191146881,13341.2689984511,1374150.70684046,29.1041132445,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,61,129.1962300116,4.1967213115,256,542.2005718522,9363.3640946894,571165.20977605,12.0971134126,
,Miscellaneous substances and addictive disorders,43,91.0727523033,3.3023255814,142,300.7518796992,7734.325259464,332575.986156952,7.0438628859,
Type of mental disorder,Anxiety disorders,647,1370.327226517,4.7882534776,3098,6561.4741078047,12060.7134800019,7803281.62156127,165.2712405287,
,Bipolar disorders,135,285.9260828127,3.5481481481,479,1014.508101239,8893.1415713887,1200574.11213747,25.4278113341,
,Depressive disorders,576,1219.9512866674,5.5572916667,3201,6779.6251191359,12569.7243444906,7240161.22242662,153.3445138712,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,42,88.9547813195,4.0238095238,169,357.9370962618,6881.9618575418,289042.398016757,6.1218341209,
,Schizophrenia and related disorders,74,156.729852801,7.6891891892,569,1205.1254897808,12528.5813902444,927115.02287809,19.636027171,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,92,194.8533305094,3.2717391304,301,637.5092661231,5955.9824884745,547950.388939655,11.6054302433,
,Trauma- and stressor-related disorders,55,116.4884041089,6.4545454545,355,751.8796992481,11725.5389822512,644904.644023818,13.6588932336,
,Miscellaneous mental disorders,44,93.1907232871,7.7045454545,339,717.9921635074,11767.785639643,517782.568144294,10.9664845525,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Crawford, Iowa",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,78699.1889691093,2514.942458326,5.1282620746,403590.066094941,12897.2840289263,12465.0983441134,980980665.003572,313.486067332,
"Crawford, Iowa",,260,1536.2798392815,5.3807692308,1399,8266.367289057,14692.404490891,3820025.16763167,225.7164480992,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,49,911.7975437291,5.1224489796,251,4670.6363974693,12865.8263953373,630425.493371531,117.3102890531,
,45-64,115,2752.5131641934,5.2782608696,607,14528.4825275251,14279.3402063924,1642124.12373513,393.0407189409,
,65-84,91,3118.5743660041,5.7032967033,519,17786.1549006168,16295.8161398597,1482919.26872723,508.1971448688,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,114,1325.5813953488,5.4736842105,624,7255.8139534884,14001.3680213714,1596155.95443635,185.5995295856,
,Female,146,1753.964440173,5.3082191781,775,9310.4276790005,15231.9809122967,2223869.21319532,267.1635287356,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,127,†,5.6456692913,717,†,15145.258365128,1923447.81237126,†,
,Medicaid,44,†,5.4772727273,241,†,13592.5419355795,598071.845165499,†,
,Private insurance,80,†,4.5875,367,†,13728.3118649322,1098264.94919457,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,252,208.7821043911,5.4880952381,1383,1145.816072908,14995.2152030995,3778794.23118107,†,
Type of substance use disorder,Alcohol-related disorders,46,271.8033561806,5.3043478261,244,1441.7395414796,14152.1652192373,650999.600084918,38.4660600381,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,19,112.2666036398,6.6315789474,126,744.5048451903,19309.7919132935,366886.046352577,21.678447551,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,108,638.1470101631,5.6388888889,609,3598.4400850863,14945.3786673883,1614100.89607794,95.3734871235,
,Bipolar disorders,24,141.8104467029,5,120,709.0522335145,12595.8317934246,302299.963042192,17.8622053322,
,Depressive disorders,110,649.9645473883,5.2909090909,582,3438.9033325455,15612.5568087898,1717381.24896688,101.476084198,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,13,76.8139919641,5.0769230769,66,389.978728433,8963.7691739648,116528.999261541,6.885428933,
,Trauma- and stressor-related disorders,21,124.084140865,7.380952381,155,915.8591349563,15704.202148271,329788.245113692,19.4864243154,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Dallas, Iowa",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,78699.1889691093,2514.942458326,5.1282620746,403590.066094941,12897.2840289263,12465.0983441134,980980665.003572,313.486067332,
"Dallas, Iowa",,1743,1770.7116371209,5.3792312106,9376,9525.0673032966,11970.8055706581,20865114.1096571,211.9684472968,
Age group,<1,11,734.8029392118,8.8181818182,97,6479.6259185037,36470.4295362891,401174.72489918,267.9857881758,
,1-17,33,130.9679723777,9.8787878788,326,1293.8048180339,28581.1046007288,943176.451824051,37.4320931787,
,18-44,373,1032.9548601495,3.9892761394,1488,4120.7421766823,9078.6599209306,3386340.15050711,93.7784588897,
,45-64,601,2500.2080039937,5.5773710483,3352,13944.5877360845,13215.1496253128,7942304.92481303,330.4062286718,
,65-84,725,6253.7738290348,5.6731034483,4113,35478.3058742344,11299.4729070534,8192117.85761373,706.6434794802,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,704,1451.5463917526,5.8096590909,4090,8432.9896907216,12321.7705396923,8674526.4599434,178.8562156689,
,Female,1039,2080.7049163913,5.0875842156,5286,10585.7614899369,11733.0006253259,12190587.6497137,244.1291208514,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,852,†,5.8227699531,4961,†,11452.5163854809,9757543.96042976,†,
,Medicaid,234,†,5.5213675214,1292,†,11201.0847495463,2621053.83139384,†,
,Private insurance,614,†,4.8680781759,2989,†,13176.5209806859,8090383.88214117,†,
,Uninsured,19,†,3.5263157895,67,†,8262.7867259237,156992.94779255,†,
,Other,24,†,2.7916666667,67,†,9964.1453291576,239139.487899783,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,1677,314.8113384644,5.4508050089,9141,1715.9752205744,12243.4576308556,20532278.4469448,†,
Type of substance use disorder,Alcohol-related disorders,298,302.7378473104,4.788590604,1427,1449.6876111139,10293.950837474,3067597.34956727,31.1636851686,
,Cannabis-related disorders,47,47.7472443745,3.914893617,184,186.9253822319,6834.7802472809,321234.671622204,3.2634192271,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,87,88.3831970336,6.1264367816,533,541.4740691827,14083.4477614385,1225259.95524515,12.4474013841,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,63,64.0016254381,4.2063492063,265,269.2131863666,13931.2049499474,877665.911846688,8.9161976111,
,Miscellaneous substances and addictive disorders,30,30.4769644943,4.7666666667,143,145.2735307563,7579.9739009699,227399.217029097,2.3101459545,
Type of mental disorder,Anxiety disorders,807,819.8303448976,5.41511772,4370,4439.4778280083,11933.7791040293,9630559.73695169,97.8367423879,
,Bipolar disorders,82,83.3037029512,6.2804878049,515,523.1878904861,11346.0110241977,930372.903984218,9.4516473204,
,Depressive disorders,943,957.9925839386,5.5524920467,5236,5319.2462030782,12504.2394341173,11791497.7863726,119.7896864568,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,15,15.2384822472,5,75,76.1924112358,10414.2134643401,156213.201965102,1.5869680699,
,Schizophrenia and related disorders,41,41.6518514756,6.5609756098,269,273.2767816325,9810.6386377809,402236.184149018,4.0863126342,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,64,65.0175242546,3.21875,206,209.2751561944,5820.534421285,372514.202962243,3.7843673791,
,Trauma- and stressor-related disorders,44,44.699547925,4.75,209,212.3228526439,8656.3799204367,380880.716499213,3.8693626911,
,Miscellaneous mental disorders,64,65.0175242546,4.1875,268,272.2608828161,5222.749957973,334255.997310273,3.3957027207,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Davis, Iowa",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,78699.1889691093,2514.942458326,5.1282620746,403590.066094941,12897.2840289263,12465.0983441134,980980665.003572,313.486067332,
"Davis, Iowa",,172,1967.738245052,4.976744186,856,9792.9298707242,15184.4856879923,2611731.53833467,298.7909321971,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,42,1647.0588235294,4.7142857143,198,7764.7058823529,11877.9955514088,498875.81315917,195.6375737879,
,45-64,58,2671.5799170889,5.5517241379,322,14831.8747121142,19315.3327585455,1120289.29999563,516.0245508962,
,65-84,68,4250,4.75,323,20187.5,14220.9796010378,967026.612870576,604.3916330441,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,61,1415.313225058,5.9016393443,360,8352.6682134571,15948.8849103013,972881.97952838,225.7266773848,
,Female,111,2505.0778605281,4.4684684685,496,11193.8614308282,14764.4104396963,1638849.55880629,369.8599771623,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,81,†,5.5061728395,446,†,13856.9162033306,1122410.21246978,†,
,Medicaid,40,†,3.65,146,†,11762.2694734198,470490.778936793,†,
,Private insurance,43,†,5.4651162791,235,†,21129.1105951115,908551.755589797,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,162,237.1888726208,5.1666666667,837,1225.4758418741,15836.7694753293,2565556.65500336,†,
Type of substance use disorder,Alcohol-related disorders,16,183.0454181444,8.9375,143,1635.9684246654,17672.150037456,282754.400599297,32.3480609312,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,18,205.9260954124,6.8333333333,123,1407.1616519849,25599.5842395238,460792.516311429,52.7162242663,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,78,892.3464134538,4.6923076923,366,4187.1639400526,15412.3205994202,1202161.00675477,137.5312900989,
,Bipolar disorders,13,148.7244022423,6.6153846154,86,983.869122526,12199.3556996297,158591.624095186,18.1434188417,
,Depressive disorders,75,858.0253975518,4.4,330,3775.3117492278,13238.6544963361,992899.087225214,113.5910178727,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,11,125.8437249743,5.9090909091,65,743.6220112115,11566.8226082194,127235.048690413,14.5561204313,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Decatur, Iowa",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,78699.1889691093,2514.942458326,5.1282620746,403590.066094941,12897.2840289263,12465.0983441134,980980665.003572,313.486067332,
"Decatur, Iowa",,184,2174.4268494446,5.472826087,1007,11900.2599858189,13268.5224444156,2441408.12977248,288.514314556,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,32,1028.2776349614,3.4375,110,3534.7043701799,8650.7739056387,276824.764980438,88.9539733228,
,45-64,77,3924.5667686035,6.1558441558,474,24159.0214067278,13907.1421652076,1070849.94672098,545.7950798782,
,65-84,72,4332.1299638989,5.5972222222,403,24247.8941034897,14092.1084129212,1014631.80573033,610.4884511013,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,74,1742.8167687235,5.3243243243,394,9279.3217145549,12134.8354903633,897977.826286885,211.4879477831,
,Female,110,2609.1081593928,5.5727272727,613,14539.8481973434,14031.1845771418,1543430.3034856,366.0887816617,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,95,†,5.8210526316,553,†,14179.2167412985,1347025.59042336,†,
,Medicaid,41,†,3.4634146341,142,†,10071.2552401147,412921.464844704,†,
,Private insurance,46,†,6.2173913043,286,†,14311.5397441029,658330.828228734,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,11,130.9523809524,2.4545454545,27,321.4285714286,5123.5915313742,56359.5068451166,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,171,259.4840667678,5.6959064327,974,1477.9969650986,13924.2273318926,2381042.87375364,†,
Type of substance use disorder,Alcohol-related disorders,24,283.6208934058,5.125,123,1453.5570787048,10776.8138583286,258643.532599887,30.5652957457,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,72,850.8626802174,5.4722222222,394,4656.1096667455,14386.4474538478,1035824.21667704,122.4089123939,
,Bipolar disorders,12,141.8104467029,5.0833333333,61,720.8697707398,11819.7478958249,141836.974749899,16.7616372902,
,Depressive disorders,93,1099.0309619475,5.8709677419,546,6452.3753249823,13851.9369563058,1288230.13693644,152.2370759793,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,13,153.6279839281,4.3846153846,57,673.5996218388,6196.8231874504,80558.7014368548,9.5200545305,
,,,,,,,,,,
