,1-17,*,*,*,*,*,*,*,*,
,18-44,274,2900.0846740051,3.8467153285,1054,11155.800169348,8651.7828860187,2370588.51076911,250.9090295056,
,45-64,526,5299.7481108312,3.9315589354,2068,20836.2720403022,12151.5646158541,6391722.98793927,644.0023161652,
,65-84,642,8694.474539545,4.4221183801,2839,38447.9956663055,12975.8640490809,8330504.71950995,1128.1831960333,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,637,3807.5313807531,4.2135007849,2684,16043.0364614465,12397.7574113503,7897371.47103016,472.0485039468,
,Female,821,4890.6892238041,4.053593179,3328,19824.8644784654,11286.3940564831,9266129.52037267,551.9824578765,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,913,†,4.2475355969,3878,†,12605.7620056502,11509060.7111586,†,
,Medicaid,302,†,3.8708609272,1169,†,9627.8286817502,2907604.26188857,†,
,Private insurance,218,†,3.9541284404,862,†,11390.2030864746,2483064.27285146,†,
,Uninsured,18,†,4.1111111111,74,†,11216.9258838801,201904.665909841,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,39,127.0358306189,2.4871794872,97,315.9609120521,5059.3009022077,197312.7351861,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,1412,370.8957184134,4.1777620397,5899,1549.5140530601,12017.7069869248,16969002.2655379,†,
Type of substance use disorder,Alcohol-related disorders,223,665.3340096071,3.9641255605,884,2637.4675537787,12286.8443389615,2739966.28758841,81.7485540946,
,Cannabis-related disorders,100,298.3560581198,3.58,358,1068.1146880687,7516.2505304226,751625.053042265,22.425188801,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,95,283.4382552138,4.4947368421,427,1273.9803681714,11051.4733585811,1049889.96906521,31.324103263,
,Sedative-related disorders,16,47.7369692992,6.625,106,316.2574216069,13019.172391507,208306.758264112,6.2149583275,
,Stimulant-related disorders,34,101.4410597607,4.6470588235,158,471.4025718292,9020.4583522862,306695.583977731,9.1504485478,
,Miscellaneous substances and addictive disorders,37,110.3917415043,2.5405405405,94,280.4546946326,4841.5478145674,179137.269138995,5.3446689483,
Type of mental disorder,Anxiety disorders,696,2076.5581645135,4.0977011494,2852,8509.1147775756,11838.1496911215,8239352.18502056,245.8260639383,
,Bipolar disorders,80,238.6848464958,4.075,326,972.6407494704,8527.4989713813,682199.917710506,20.3538478298,
,Depressive disorders,744,2219.769072411,4.1061827957,3055,9114.7775755587,11123.6968486669,8276030.4554082,246.9203823555,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,16,47.7369692992,9.6875,155,462.4518900856,14532.0908782486,232513.454051979,6.9371797611,
,Schizophrenia and related disorders,60,179.0136348719,4.8,288,859.2654473849,8058.7073369803,483522.440218817,14.4261849276,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,33,98.4574991795,6.9696969697,230,686.2189336754,10726.5583019101,353976.423963034,10.5611010521,
,Trauma- and stressor-related disorders,79,235.7012859146,4.9113924051,388,1157.6215055047,12711.1325555536,1004179.47188874,29.9603028878,
,Miscellaneous mental disorders,34,101.4410597607,2.7941176471,95,283.4382552138,6015.3511153252,204521.937921058,6.1020359197,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Clinton, Michigan",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,391363.24769807,3942.7556415268,5.4018300708,2114077.76001213,21298.0959861228,11638.5304738508,4554893084.67923,458.8788168486,
"Clinton, Michigan",,1776,3100.6669227277,5.3277027027,9462,16519.4315443975,12765.5466400794,22671610.8327811,395.8170821743,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,30,235.2387673489,5.4666666667,164,1285.9719281738,21980.9407910057,659428.223730172,51.7076941684,
,18-44,449,2606.2224286046,4.6926503341,2107,12230.090550267,9137.3010057899,4102648.15159968,238.138388182,
,45-64,575,3362.7697526171,5.6191304348,3231,18895.8418620972,14298.4895863777,8221631.5121672,480.8252828918,
,65-84,714,7474.8743718593,5.5028011204,3929,41132.7470686767,13492.4860644993,9633635.05005256,1008.546382962,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,694,2440.8258010059,6.0273775216,4183,14711.7785671578,14220.2556509994,9868857.42179364,347.0916688986,
,Female,1082,3751.0833766684,4.8789279113,5279,18301.2653839486,11832.4892892675,12802753.4109874,443.8465387758,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,905,†,5.6828729282,5143,†,13712.6693970049,12409965.8042895,†,
,Medicaid,260,†,5.75,1495,†,12935.1816865417,3363147.23850085,†,
,Private insurance,561,†,4.4884135472,2518,†,11222.231146507,6295671.67319047,†,
,Uninsured,14,†,4.8571428571,68,†,13667.6303668682,191346.825136155,†,
,Other,36,†,6.6111111111,238,†,11429.9803240026,411479.291664094,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,80,128.4109149278,2.6,208,333.8683788122,4623.9057685916,369912.461487328,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,1688,355.5181128896,5.4638625592,9223,1942.5021061499,13179.7573910321,22247430.4760622,†,
Type of substance use disorder,Alcohol-related disorders,219,382.3457522958,6.1324200913,1343,2344.7047732114,13319.3312203769,2916933.53726255,50.9258971553,
,Cannabis-related disorders,118,206.0127797758,4.906779661,579,1010.8593177136,9975.0736447762,1177058.69008358,20.5499265003,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,124,216.4880058661,6.5564516129,813,1419.3931352352,13732.8643165535,1702875.17525264,29.7300041072,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,32,55.8678724816,4.625,148,258.3889102273,12240.5531542625,391697.700936401,6.8385366273,
,Miscellaneous substances and addictive disorders,37,64.5972275568,3.7297297297,138,240.9302000768,7381.1054876826,273100.903044255,4.7679895081,
Type of mental disorder,Anxiety disorders,1041,1817.4517266664,5.4073006724,5629,9827.5079437131,12763.5848458818,13286891.824563,231.971993166,
,Bipolar disorders,132,230.4549739865,7.0606060606,932,1627.151786026,13279.2127952648,1752856.08897496,30.6026063929,
,Depressive disorders,936,1634.1352700862,5.2446581197,4909,8570.4808128775,11991.2944178919,11223851.5751468,195.9539714227,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,18,31.4256782709,7.6111111111,137,239.1843290618,12791.0624524687,230239.124144437,4.0196781337,
,Personality disorders,65,113.4816159782,6.8923076923,448,782.1502147421,8062.2545325568,524046.544616192,9.1491767278,
,Schizophrenia and related disorders,38,66.3430985719,12.0526315789,458,799.6089248926,19548.1183640814,742828.497835093,12.9688274352,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,59,103.0063898879,5.1525423729,304,530.744788575,8775.4274979134,517750.222376891,9.0392510628,
,Trauma- and stressor-related disorders,130,226.9632319564,7.4923076923,974,1700.4783686581,13712.4815074216,1782622.59596481,31.1222912107,
,Miscellaneous mental disorders,77,134.4320681588,4.0909090909,315,549.9493697406,7284.5484441731,560910.230201328,9.7927691295,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Crawford, Michigan",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,391363.24769807,3942.7556415268,5.4018300708,2114077.76001213,21298.0959861228,11638.5304738508,4554893084.67923,458.8788168486,
"Crawford, Michigan",,560,4994.2031570499,4.5660714286,2557,22803.8883438865,10780.1239249463,6036869.39796993,538.3812893936,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,128,4391.0806174957,4.375,560,19210.9777015437,8982.7553373454,1149792.6831802,394.4400285352,
,45-64,227,6419.6832579186,4.4273127753,1005,28421.9457013574,10644.8034839031,2416370.390846,683.3626670945,
,65-84,197,7221.4076246334,4.6395939086,914,33504.3988269794,11976.4174336868,2359354.23443631,864.8659217142,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,249,4437.7116378542,4.9317269076,1228,21885.5818927107,11909.9147760102,2965568.77922656,528.5276740735,
,Female,310,5533.7379507319,4.2870967742,1329,23723.670117815,9893.1280037949,3066869.68117641,547.4597788605,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,300,†,4.7,1410,†,11607.9828725098,3482394.86175294,†,
,Medicaid,140,†,4.35,609,†,9259.3696015171,1296311.74421239,†,
,Private insurance,86,†,4.1279069767,355,†,12126.663604484,1042893.06998563,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,32,†,5.625,180,†,6252.2225734711,200071.122351073,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,11,104.7619047619,2.5454545455,28,266.6666666667,5880.0927210907,64681.019931998,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,546,382.0853743877,4.5714285714,2496,1746.6759972008,10844.6920096289,5921201.8372574,†,
Type of substance use disorder,Alcohol-related disorders,80,713.4575938643,4.8375,387,3451.3511103184,12321.200497265,985696.0397812,87.906540603,
,Cannabis-related disorders,30,267.5465976991,4.8,144,1284.2236689557,7890.7688291935,236723.064875804,21.1114835348,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,37,329.9741371622,6.5945945946,244,2176.045661286,11531.3405985875,426659.602147738,38.0504416434,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,264,2354.4100597521,4.2272727273,1116,9952.7334344065,9410.1055952903,2484267.87715665,221.5524727688,
,Bipolar disorders,66,588.602514938,4.5909090909,303,2702.2206367609,9679.5278455824,638848.837808436,56.9739443332,
,Depressive disorders,268,2390.0829394453,4.5559701493,1221,10889.1465263533,10752.3820001651,2881638.37604426,256.9908477699,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,12,107.0186390796,6.25,75,668.8664942477,5367.4294347674,64409.1532172089,5.7441499346,
,Schizophrenia and related disorders,29,258.6283777758,7,203,1810.3986444306,9265.7165603431,268705.78024995,23.9637724293,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,25,222.9554980826,5.16,129,1150.4503701061,10315.945999467,257898.649986676,22.999968785,
,Trauma- and stressor-related disorders,47,419.1563363953,5.8510638298,275,2452.5104789084,11449.2477458919,538114.644056919,47.9902473965,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Delta, Michigan",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,391363.24769807,3942.7556415268,5.4018300708,2114077.76001213,21298.0959861228,11638.5304738508,4554893084.67923,458.8788168486,
"Delta, Michigan",,1273,3452.577906756,5.0013389198,6366.7044448853,17267.5122586457,11801.9376703048,15023866.6542981,407.4710925741,
Age group,<1,46,11886.3049095607,7.3043478261,336,86821.7054263566,8449.4866384354,388676.385368027,1004.331745137,
,1-17,17,243.7275985663,4.3529411765,74,1060.9318996416,7764.0509146475,131988.865549008,18.9231348457,
,18-44,333,3209.6385542169,4.5585585586,1518,14631.3253012048,7879.8800750996,2624000.06500818,252.9156689165,
,45-64,439,3946.4221503056,5.174725387,2271.7044448852,20421.6508889361,14482.0663706702,6357627.13672424,571.5234750741,
,65-84,438,5468.1647940075,4.9474885845,2167,27053.6828963795,12606.3337937183,5521574.20164865,689.3351063232,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,557,3033.6038342138,5.3172431686,2961.7044448852,16130.4092635763,12506.1869322442,6965946.12126004,379.3881662905,
,Female,715,3862.7768773636,4.758041958,3402,18379.2544570502,11259.9970257624,8050897.87342014,434.948561503,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,640,†,5.1026631951,3265.7044448852,†,12095.5078458876,7741125.0213681,†,
,Medicaid,326,†,4.472392638,1458,†,8833.144306444,2879605.04390075,†,
,Private insurance,248,†,5.4838709677,1360,†,15914.6248911782,3946826.97301221,†,
,Uninsured,15,†,4.1333333333,62,†,10849.4744112577,162742.116168866,†,
,Other,44,†,5.0227272727,221,†,6671.9886329129,293567.499848166,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,68,206.6869300912,2.8088235294,191,580.547112462,5923.6678897196,402809.416500934,†,
,Neonatal birth hospitalization,42,125.3731343284,6.1428571429,258,770.1492537313,6665.7049153896,279959.606446364,†,
,Nonmaternal/nonneonatal hospitalization,1163,330.7736063709,5.0883099268,5917.7044448853,1683.0786248251,12331.1243605768,14341097.6313508,†,
Type of substance use disorder,Alcohol-related disorders,199,539.7195628,5.7824343964,1150.7044448853,3120.8929643494,11049.076461465,2198766.21583155,59.6340271713,
,Cannabis-related disorders,133,360.7170947357,4.5714285714,608,1648.9924330775,8272.348190724,1100222.30936628,29.83977406,
,Neonatal abstinence syndrome,22,59.6674893548,9.6363636364,212,574.9776246915,10898.5215698634,239767.474536995,6.5028741975,
,Opioid-related disorders,123,333.5955086653,5.6178861789,691,1874.1015974614,14111.2079790974,1735678.58142899,47.0743560367,
,Sedative-related disorders,12,32.5459032844,5.9166666667,71,192.5632610995,4379.4647056009,52553.5764672108,1.4253363475,
,Stimulant-related disorders,31,84.0769168181,5.6774193548,176,477.3399148382,6682.1703643891,207147.28129606,5.6181628189,
,Miscellaneous substances and addictive disorders,131,355.2927775216,4.0076335878,525,1423.8832686936,6911.9774004156,905469.039454442,24.5577564876,
Type of mental disorder,Anxiety disorders,638,1730.3571912885,4.8087774295,3068,8320.9026063844,11211.7478867598,7153095.15175278,194.0032858277,
,Bipolar disorders,131,355.2927775216,5.3129770992,696,1887.6623904966,10472.8637043937,1371945.14527558,37.2093283414,
,Depressive disorders,444,1204.1984215237,5.1959459459,2307,6256.9499064305,11946.6574575935,5304315.91117154,143.8614605292,
,"Disruptive, impulse-control, and conduct disorders",12,32.5459032844,4.5833333333,55,149.1687233869,4374.1112960498,52489.3355525978,1.423594032,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,13,35.2580618915,3.9230769231,51,138.3200889588,9529.1960260194,123879.548338251,3.3598098326,
,Personality disorders,68,184.4267852784,5.1764705882,352,954.6798296764,4856.8500157372,330265.80107013,8.9573323498,
,Schizophrenia and related disorders,84,227.821322991,6.9642857143,585,1586.6127851157,5878.7643096729,493816.20201252,13.3930786258,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,69,187.1389438854,5.0289855072,347,941.1190366413,9231.8637971664,636998.602004481,17.276412411,
,Trauma- and stressor-related disorders,86,233.245640205,5.3837209302,463,1255.7294350574,8016.2407604613,689396.705399673,18.6975320821,
,Miscellaneous mental disorders,33,89.5012340322,5.4848484848,181,490.9007078734,10562.4116161836,348559.58333406,9.45348874,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Dickinson, Michigan",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,391363.24769807,3942.7556415268,5.4018300708,2114077.76001213,21298.0959861228,11638.5304738508,4554893084.67923,458.8788168486,
"Dickinson, Michigan",,934,3578.2698643782,4.9957173448,4666,17876.0248256838,12946.8976588676,12092402.4133823,463.2749372991,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,13,270.1579384871,1.8461538462,24,498.753117207,3417.6704922086,44429.7163987117,9.233108146,
,18-44,169,2273.9504843918,4.8284023669,816,10979.5479009687,11492.3195803006,1942202.0090708,261.3296567641,
,45-64,343,4249.7831743278,6.0349854227,2070,25647.3795068764,15915.3073185906,5458950.4102766,676.366052568,
,65-84,402,7258.9382448537,4.3059701493,1731,31256.7713976164,11498.4463536179,4622375.43415441,834.6651199268,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,355,2726.9933937625,5.3746478873,1908,14656.6292825318,13863.8155338868,4921654.51452984,378.0653337325,
,Female,579,4425.2522164476,4.7633851468,2758,21079.1806786915,12384.7113969819,7170747.89885255,548.0547155956,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,545,†,4.9137614679,2678,†,12944.4988351305,7054751.86514614,†,
,Medicaid,172,†,4.738372093,815,†,11896.9899143318,2046282.26526507,†,
,Private insurance,187,†,5.5721925134,1042,†,14454.2119715266,2702937.63867548,†,
,Uninsured,12,†,3.5833333333,43,†,8526.6170602593,102319.404723111,†,
,Other,18,†,4.8888888889,88,†,10339.5133095881,186111.239572587,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,21,75,2.5714285714,54,192.8571428571,4993.2656280138,104858.57818829,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,907,379.9748638458,5.0650496141,4594,1924.5915374948,13195.3485993314,11968181.1795936,†,
Type of substance use disorder,Alcohol-related disorders,161,616.8109723393,6.4844720497,1044,3999.6935100759,15952.3350773999,2568325.94746139,98.3957531017,
,Cannabis-related disorders,39,149.4138380201,4.4358974359,173,662.7844609608,10688.8577274989,416865.451372457,15.9706325712,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,80,306.4899241437,6.4,512,1961.53551452,14417.9100828877,1153432.80663101,44.1894416762,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,14,53.6357367252,6.8571428571,96,367.7879089725,25940.0349315288,363160.489041403,13.9131288423,
,Miscellaneous substances and addictive disorders,32,122.5959696575,5.8125,186,712.5890736342,11179.2656713411,357736.501482918,13.7053291504,
Type of mental disorder,Anxiety disorders,425,1628.2277220136,5.0941176471,2165,8294.3835721401,12551.739478175,5334489.27822438,204.3709017786,
,Bipolar disorders,92,352.4634127653,4.4347826087,408,1563.0986131331,9032.3551708166,830976.675715125,31.8357472881,
,Depressive disorders,513,1965.3666385717,4.6315789474,2376,9102.7507470692,10815.4336137941,5548317.44387637,212.5629240624,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,33,126.4270937093,7.5151515152,248,950.1187648456,6149.6373494602,202938.032532187,7.7748077746,
,Schizophrenia and related disorders,28,107.2714734503,12.1785714286,341,1306.4133016627,20748.8294140995,580967.223594786,22.2575750362,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,39,149.4138380201,4.7435897436,185,708.7579495824,5547.2579306454,216343.05929517,8.2883709791,
,Trauma- and stressor-related disorders,48,183.8939544862,5.7083333333,274,1049.7279901923,12735.0469669743,611282.254414768,23.4189814732,
,Miscellaneous mental disorders,26,99.6092253467,3.4615384615,90,344.8011646617,5810.5022582415,151073.058714278,5.7877962882,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Eaton, Michigan",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,391363.24769807,3942.7556415268,5.4018300708,2114077.76001213,21298.0959861228,11638.5304738508,4554893084.67923,458.8788168486,
"Eaton, Michigan",,4158,3564.5092156022,5.5553150553,23099,19801.9717102443,13020.3595319813,54138654.9339785,464.111915422,
