,Eating disorders,23,18.5837561811,12.3043478261,283,228.6609999677,8987.0008180293,206701.018814673,1.67012232,
,Obsessive-compulsive disorders,37,29.8956077696,11.1081081081,411,332.0836430626,10157.8028264776,375838.704579673,3.036736891,
,Personality disorders,91,73.5270353253,6.956043956,633,511.4572896804,4365.2292724853,397235.863796162,3.2096236692,
,Schizophrenia and related disorders,242,195.5334346013,6.8760330579,1664,1344.494360234,7834.7700661575,1896014.3560101,15.3195950035,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,549,443.5861801493,9.1839708561,5042,4073.8825506609,4905.2001337768,2692954.87344347,21.7587899021,
,Trauma- and stressor-related disorders,467,377.3310494166,9.8302324119,4590.718536377,3709.2519120075,7301.2586819284,3409687.80446055,27.5499160051,
,Miscellaneous mental disorders,178,143.8221130539,9.7945902964,1743.4370727539,1408.678672921,7719.8714587142,1374137.11965112,11.102882257,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Cotton, Oklahoma",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,123475.426267899,3148.5644601904,5.6822355696,701616.459105745,17890.8849687387,9717.7424535167,1199902391.80964,305.9693852243,
"Cotton, Oklahoma",,197,3184.6104106046,5.2335025381,1031,16666.6666666666,8761.5664203522,1726028.58480939,279.0217563546,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,47,2460.7329842932,5.2553191489,247,12931.9371727748,7858.8595521824,369366.398952575,193.3855491898,
,45-64,52,2998.8465974625,4.7307692308,246,14186.8512110726,11135.188273076,579029.790199952,333.9272146482,
,65-84,94,8068.669527897,5.0531914894,475,40772.5321888412,8038.0378773291,755575.560468934,648.5627128489,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,70,2261.7124394184,4.9142857143,344,11114.7011308562,9248.8738987483,647421.17291238,209.1829314741,
,Female,127,4108.7026852151,5.4094488189,687,22225.8168877385,8492.9717472206,1078607.41189701,348.9509582326,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,122,†,5,610,†,8296.1010858923,1012124.33247885,†,
,Medicaid,24,†,9,216,†,9794.9194246001,235078.066190402,†,
,Private insurance,31,†,4.5483870968,141,†,10461.0730018988,324293.263058865,†,
,Uninsured,15,†,3.2,48,†,9137.8185692197,137067.278538295,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,191,307.5684380032,5.3298429319,1018,1639.2914653784,8916.2720553661,1703007.96257493,†,
Type of substance use disorder,Alcohol-related disorders,28,452.6349822179,4.4642857143,125,2020.6918849014,9598.9420479431,268770.377342407,43.4481696318,
,Cannabis-related disorders,17,274.8140963466,4.1176470588,70,1131.5874555448,7239.4697593303,123070.985908614,19.8950833994,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,11,177.8208858713,6.8181818182,75,1212.4151309408,9897.3229177011,108870.552094712,17.5995072898,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,89,1438.7326220498,4.8202247191,429,6935.0145489816,8093.3265843572,720306.066007788,116.4413297782,
,Bipolar disorders,19,307.145166505,6.2105263158,118,1907.5331393469,8252.3797210436,156795.214699828,25.3467854348,
,Depressive disorders,80,1293.2428063369,5.6625,453,7322.9873908826,8682.7464803783,694619.718430267,112.28899425,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,13,210.1519560297,4.6153846154,60,969.9321047527,4000.2346060703,52003.0498789134,8.4065712704,
,Trauma- and stressor-related disorders,14,226.317491109,5.2142857143,73,1180.0840607824,7063.5400813802,98889.5611393228,15.9860266957,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Craig, Oklahoma",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,123475.426267899,3148.5644601904,5.6822355696,701616.459105745,17890.8849687387,9717.7424535167,1199902391.80964,305.9693852243,
"Craig, Oklahoma",,503,2854.062641852,7,3521,19978.4384929641,10822.1538130065,5443543.36794227,308.8710490208,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,12,343.7410484102,12.8333333333,154,4411.3434545975,18630.9010538487,223570.812646184,64.0420546108,
,18-44,134,2447.4885844749,7.0447761194,944,17242.00913242,6372.7052177771,853942.499182131,155.9712327273,
,45-64,221,4475.4961522884,7.1176470588,1573,31855.0020251113,12626.350039057,2790423.35863159,565.0918101725,
,65-84,135,3821.1151995471,6.1185185185,826,23379.5641098216,11379.2831656717,1536203.22736569,434.815518643,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,258,2877.858337981,7.6782945736,1981,22097.0440602342,11226.458622555,2896426.3246192,323.0815755292,
,Female,245,2829.4260307195,6.2857142857,1540,17784.9636216653,10396.3960951962,2547117.04332307,294.1583373742,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,234,†,7.2008547009,1685,†,11102.8632278353,2598069.99531346,†,
,Medicaid,101,†,8.7821782178,887,†,10652.8890925497,1075941.79834751,†,
,Private insurance,100,†,5.26,526,†,8991.1689904065,899116.899040646,†,
,Uninsured,23,†,7.3043478261,168,†,8698.5722487456,200067.161721147,†,
,Other,45,†,5.6666666667,255,†,14896.6114115441,670347.513519488,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,501,352.3206751055,6.8942115768,3454,2428.9732770745,10759.816748155,5390668.19082567,†,
Type of substance use disorder,Alcohol-related disorders,66,374.4893327281,6.4848484848,428,2428.5065819337,11303.5082633614,746031.545381853,42.3304326703,
,Cannabis-related disorders,31,175.8965047662,4.7419354839,147,834.0898774399,5790.8509175093,179516.378442787,10.1859043601,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,31,175.8965047662,7.7096774194,239,1356.1053109396,13129.427768138,407012.26081228,23.09420454,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,22,124.829777576,8.5909090909,189,1072.4012709941,14511.068330863,319243.503278987,18.1141343213,
,Miscellaneous substances and addictive disorders,15,85.1112119837,12.1333333333,182,1032.6827054017,14464.9053979649,216973.580969474,12.3112562965,
Type of mental disorder,Anxiety disorders,161,913.5270086246,5.5527950311,894,5072.6282342261,10135.0018036016,1631735.29037985,92.5859788005,
,Bipolar disorders,51,289.3781207444,6.3921568627,326,1849.7503404448,7167.8549475723,365560.602326185,20.742203945,
,Depressive disorders,196,1112.1198365865,5.5,1078,6116.6591012256,10110.389892356,1981636.41890178,112.4396515491,
,"Disruptive, impulse-control, and conduct disorders",13,73.7630503858,20.9230769231,272,1543.3499773037,8833.7271480609,114838.452924791,6.5160266072,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,114,646.8452110758,10.4561403509,1192,6763.5043123014,9539.3063510749,1087480.92402254,61.7045463018,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,39,221.2891511575,6.3333333333,247,1401.4979573309,5156.2005318541,201091.820742311,11.4101123889,
,Trauma- and stressor-related disorders,25,141.8520199728,7.88,197,1117.7939173854,10356.760378311,258919.009457776,14.6912738004,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Creek, Oklahoma",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,123475.426267899,3148.5644601904,5.6822355696,701616.459105745,17890.8849687387,9717.7424535167,1199902391.80964,305.9693852243,
"Creek, Oklahoma",,2869,4425.2155538075,4.7371906588,13591,20963.0897845233,8847.0935258047,25382311.3255336,391.5029587638,
Age group,<1,38,4668.3046683047,9.0526315789,344,42260.4422604422,8909.7341613388,338569.898130873,415.9335357873,
,1-17,41,282.50534004,7.487804878,307,2115.3448632261,6639.6577206704,272225.966547485,18.7573876213,
,18-44,711,3414.1656662665,3.9901547117,2837,13623.0492196878,6990.0136548546,4969899.7086016,238.6506462714,
,45-64,1087,6252.5165372447,4.5611775529,4958,28518.8380788035,9616.662875532,10453312.5457032,601.2834366237,
,65-84,992,8781.8696883853,5.1864919355,5145,45547.0963172804,9423.6927485387,9348303.20655038,827.5764170105,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1197,3738.17182474,4.9632414369,5941,18553.4492988976,9165.8697511941,10971546.0921793,342.6359605315,
,Female,1671,5092.6490308424,4.5751047277,7645,23299.4026575643,8623.0381502008,14409096.7489854,439.1410687854,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1403,†,4.982893799,6991,†,9234.4192854164,12955890.2574392,†,
,Medicaid,533,†,5.0393996248,2686,†,7900.9492468661,4211205.94857964,†,
,Private insurance,550,†,4.2327272727,2328,†,9319.5167960017,5125734.23780096,†,
,Uninsured,250,†,3.788,947,†,6469.1635004914,1617290.87512285,†,
,Other,133,†,4.8045112782,639,†,11069.0977939168,1472190.00659094,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,88,114.8825065274,2.6818181818,236,308.0939947781,3671.3525715925,323079.026300142,†,
,Neonatal birth hospitalization,35,44.5859872611,9.0857142857,318,405.0955414013,8918.902729624,312161.595536839,†,
,Nonmaternal/nonneonatal hospitalization,2746,337.9276396751,4.7476329206,13037,1604.3563869062,9012.0432278575,24747070.7036966,†,
Type of substance use disorder,Alcohol-related disorders,362,558.3576265174,5.2375690608,1896,2924.4366294942,10060.1593366028,3641777.67985022,56.1716668957,
,Cannabis-related disorders,146,225.1939598661,4.3082191781,629,970.1849366835,7560.225367058,1103792.90359046,17.0251708789,
,Neonatal abstinence syndrome,13,20.0515169744,16.8461538462,219,337.7909397992,16111.4876749634,209449.339774525,3.230597686,
,Opioid-related disorders,238,367.0970030694,4.8739495798,1160,1789.2122838678,9765.422426219,2324170.53744012,35.8485730637,
,Sedative-related disorders,24,37.0181851835,3.5416666667,85,131.1060725248,6166.2999657745,147991.199178587,2.2826523403,
,Stimulant-related disorders,157,242.1606280752,4.2611464968,669,1031.8819119893,6661.8451875278,1045909.69444186,16.1323661475,
,Miscellaneous substances and addictive disorders,121,186.6333503,3.9421487603,477,735.7364305215,5116.1277064303,619051.452478068,9.5484005441,
Type of mental disorder,Anxiety disorders,1321,2037.5426094736,4.2755488266,5648,8711.6129131769,8233.9850807612,10877094.2916855,167.7709544782,
,Bipolar disorders,241,371.7242762174,4.5850622407,1105,1704.3789428223,6775.858631462,1632981.93018235,25.1875114553,
,Depressive disorders,1312,2023.6607900298,4.4199695122,5799,8944.5189949563,8700.7926683438,11415439.980867,176.0745296511,
,"Disruptive, impulse-control, and conduct disorders",29,44.7303070967,8.5172413793,247,380.9788225132,6590.1883559963,191115.462323893,2.9478114899,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,15,23.1363657397,5.8666666667,88,135.7333456727,6712.8243464004,100692.365196006,1.5531035922,
,Personality disorders,19,29.3060632702,6.1578947368,117,180.4636527694,5802.6478819508,110250.309757064,1.7005276596,
,Schizophrenia and related disorders,147,226.7363842488,5.4829931973,806,1243.1940524116,7371.0551261999,1083545.10355138,16.7128638741,
,Somatic symptom disorders,11,16.9666682091,5.2727272727,58,89.4606141934,8360.3205953364,91963.5265487001,1.4184678566,
,Suicidal ideation or attempt,126,194.3454722132,3.9920634921,503,775.8394644703,5987.7951538717,754462.189387832,11.637008767,
,Trauma- and stressor-related disorders,153,235.9909305446,5.2352941176,801,1235.4819304984,8524.1294060328,1304191.79912301,20.1161723061,
,Miscellaneous mental disorders,103,158.8697114124,3.0776699029,317,488.9485292984,3655.298403847,376495.735596237,5.8071620255,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Custer, Oklahoma",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,123475.426267899,3148.5644601904,5.6822355696,701616.459105745,17890.8849687387,9717.7424535167,1199902391.80964,305.9693852243,
"Custer, Oklahoma",,550,1820.1674554059,7.3472727273,4041,13373.2667041731,13392.7670650128,7366021.88575707,243.7707874957,
Age group,<1,13,2876.1061946903,20.0769230769,261,57743.3628318584,30673.1365627655,398750.775315951,882.1919807875,
,1-17,20,282.3263692829,39.4,788,11123.6589497459,14829.6457772073,296592.915544146,41.8680005003,
,18-44,107,865.7658386601,3.8317757009,410,3317.420503277,7673.5950844701,821074.6740383,66.4353648384,
,45-64,167,2659.2356687898,6.5508982036,1094,17420.382165605,15151.0182851055,2530220.05361262,402.9012824224,
,65-84,243,6011.8753092528,6.1234567901,1488,36813.4586838198,13660.0142685022,3319383.46724605,821.2230250485,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,233,1545.1953047284,9.5965665236,2236,14828.5695337887,14388.3008544228,3352474.09908052,222.3273492327,
,Female,317,2094.0679085744,5.6940063091,1805,11923.6358832078,12661.0340273708,4013547.78667655,265.1306504609,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,299,†,5.9899665552,1791,†,13706.1532424962,4098139.81950636,†,
,Medicaid,97,†,14.7835051546,1434,†,14510.5027951696,1407518.77113145,†,
,Private insurance,91,†,4.4285714286,403,†,12399.4978620277,1128354.30544452,†,
,Uninsured,39,†,7.7435897436,302,†,12981.2808705201,506269.953950284,†,
,Other,24,†,4.625,111,†,9405.7931551855,225739.035724452,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,19,46.7980295567,2.4210526316,46,113.3004926108,6709.0984457126,127472.870468539,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,523,226.7996530789,7.5105162524,3928,1703.3824804857,13611.4214562486,7118773.42161804,†,
Type of substance use disorder,Alcohol-related disorders,89,294.5361882384,8.7415730337,778,2574.709600556,17298.2770328572,1539546.65592429,50.9496858035,
,Cannabis-related disorders,27,89.3536750836,3.8518518519,104,344.1771188404,5373.7147232952,145090.297528971,4.8016115938,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,36,119.1382334447,4.4722222222,161,532.8126551279,11059.9612245849,398158.604085059,13.1766424226,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,32,105.9006519509,4,128,423.6026078036,7973.5734228581,255154.349531457,8.4440662386,
,Miscellaneous substances and addictive disorders,26,86.0442797101,3.2307692308,84,277.9892113711,5953.932383614,154802.241973964,5.1230182339,
Type of mental disorder,Anxiety disorders,175,579.1441903564,5.4514285714,954,3157.1631862859,11111.7584733674,1944557.7328393,64.3531036449,
,Bipolar disorders,48,158.8509779263,6.2291666667,299,989.5092166661,10292.262853593,494028.616972465,16.3493601937,
,Depressive disorders,236,781.0173081378,8.0127118644,1891,6258.0666512228,11061.6741423642,2610555.09759795,86.3935896217,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,41,135.6852103121,6.0243902439,247,817.4206572459,9557.7771722087,391868.864060555,12.9684900573,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,25,82.7348843366,8.44,211,698.2824238012,5632.8484555356,140821.211388389,4.6603306545,
,Trauma- and stressor-related disorders,19,62.8785120958,9.4210526316,179,592.3817718503,43745.2399087321,831159.558265911,27.5063559674,
,Miscellaneous mental disorders,13,43.022139855,5.1538461538,67,221.7294900222,4029.9754349437,52389.6806542684,1.7337816677,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Dewey, Oklahoma",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,123475.426267899,3148.5644601904,5.6822355696,701616.459105745,17890.8849687387,9717.7424535167,1199902391.80964,305.9693852243,
"Dewey, Oklahoma",,118,2273.1650934309,5.7203389831,675,13003.2748988634,10028.5438140327,1183368.17005586,227.96535736,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,18,1183.4319526627,4,72,4733.7278106509,7022.1741309152,126399.134356474,83.1026524369,
,45-64,30,2248.8755622189,7.1333333333,214,16041.9790104947,13798.4804172923,413954.412518771,310.310654062,
,65-84,68,6563.7065637066,5.6029411765,381,36776.0617760617,9197.6170007198,625437.956048943,603.7045907808,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,36,1404.6039797113,5.3611111111,193,7530.238002341,8453.402040018,304322.473440647,118.7368214751,
,Female,82,3120.2435312024,5.8780487805,482,18340.9436834094,10720.0694709172,879045.696615214,334.4922742067,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,71,†,5.5633802817,395,†,9270.6071738088,658213.109340426,†,
,Medicaid,*,†,*,*,†,*,*,†,
,Private insurance,18,†,4.3333333333,78,†,7736.1680263873,139251.024474971,†,
,Uninsured,13,†,5.9230769231,77,†,12375.7554629127,160884.821017865,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,117,229.862475442,5.7521367521,673,1322.2003929273,10071.2551525973,1178336.85285388,†,
Type of substance use disorder,Alcohol-related disorders,17,327.4898863417,7.8823529412,134,2581.3908688114,14804.4242157931,251675.211668484,48.4829920379,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,50,963.205548064,5.7,285,5490.2716239645,9624.2062511945,481210.312559726,92.7008885686,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,66,1271.4313234444,5.0757575758,335,6453.4771720285,8923.3207836729,588939.171722413,113.453895535,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
