US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,183979.985267436,3182.0174536635,4.9227424105,905686.076150695,15664.2522699539,13638.9080090077,2509286094.56116,433.9924333357,
"Florence, Wisconsin",,114,3068.6406460296,4.701754386,536,14427.9946164199,14656.7466345213,1670869.11633543,449.7628846125,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,17,2007.0838252656,4.3529411765,74,8736.7178276269,11999.8262751853,203997.04667815,240.8465722292,
,45-64,38,2925.3271747498,3.7105263158,141,10854.5034642032,12856.4219242304,488544.033120756,376.09240425,
,65-84,59,5795.6777996071,5.4406779661,321,31532.4165029469,16581.8311277378,978328.036536532,961.0295054386,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,57,2967.2045809474,4.3684210526,249,12961.9989588755,14524.1257436789,827875.167389697,430.960524409,
,Female,57,3177.2575250836,5.0350877193,287,15997.7703455964,14789.3675253638,842993.948945741,469.8962926119,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,63,†,5.1587301587,325,†,15877.8233221372,1000302.86929464,†,
,Medicaid,21,†,4.380952381,92,†,13892.2525401161,291737.303342438,†,
,Private insurance,27,†,3.8888888889,105,†,13389.7428636019,361523.057317253,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,114,285.7142857143,4.701754386,536,1343.35839599,14656.7466345213,1670869.11633543,†,
Type of substance use disorder,Alcohol-related disorders,17,457.6043068641,3.7647058824,64,1722.7456258412,11941.6479242335,203008.014711969,54.6454952118,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,12,323.0148048452,5,60,1615.0740242261,13033.163708151,156397.964497812,42.099048317,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,60,1615.0740242261,5.15,309,8317.6312247645,15771.5967714872,946295.806289232,254.722962662,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,51,1372.8129205922,4.7647058824,243,6541.0497981157,13011.0367822729,663562.87589592,178.61719405,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Fond du Lac, Wisconsin",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,183979.985267436,3182.0174536635,4.9227424105,905686.076150695,15664.2522699539,13638.9080090077,2509286094.56116,433.9924333357,
"Fond du Lac, Wisconsin",,2449,2541.0627016819,5.035524704,12332,12795.5840086327,13622.5236453756,33361560.4075249,346.1568673804,
Age group,<1,20,1828.1535648994,16.45,329,30073.1261425959,29802.1976470593,596043.952941186,544.8299387031,
,1-17,63,320.3498423675,5.3968253968,340,1728.8721651581,10299.6524353291,648878.103425737,32.994920341,
,18-44,598,1892.6446385618,4.0384615385,2415,7643.3725788074,8983.0084887974,5371839.07630084,170.0164285448,
,45-64,952,3478.0067221979,5.2058823529,4956,18106.0938185006,15416.1593729642,14676183.723062,536.1750592964,
,65-84,816,4901.195266983,5.2598039216,4292,25779.3260856507,14789.9700389647,12068615.5517952,724.8853115379,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1087,2296.1554710604,5.4296228151,5902,12467.2581326573,14464.1226931581,15722501.3674629,332.1187445598,
,Female,1362,2777.4945449354,4.7209985316,6430,13112.5476680873,12950.8509838928,17639059.040062,359.7091796003,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1152,†,5.3272569444,6137,†,14361.3032141159,16544221.3026615,†,
,Medicaid,473,†,4.9471458774,2340,†,11576.14513376,5475516.6482685,†,
,Private insurance,741,†,4.7786774629,3541,†,14294.2566593915,10592044.1846091,†,
,Uninsured,65,†,3.4153846154,222,†,6814.9010501362,442968.568258854,†,
,Other,14,†,5,70,†,17100.4550528104,239406.370739345,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,68,72.9613733906,2.9411764706,200,214.5922746781,4928.4268966399,335133.028971512,†,
,Neonatal birth hospitalization,15,15.5601659751,9.1333333333,137,142.1161825726,7167.138281022,107507.074215329,†,
,Nonmaternal/nonneonatal hospitalization,2366,314.2515606322,5.0697379544,11995,1593.1730641519,13913.3221911826,32918920.3043381,†,
Type of substance use disorder,Alcohol-related disorders,559,580.0139037322,4.8461538462,2709,2810.8366103946,11172.2734621054,6245300.86531696,64.8007394432,
,Cannabis-related disorders,86,89.2329082665,5.0465116279,434,450.3149091588,10399.9312512834,894394.087610378,9.2801611132,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,212,219.9694947965,5.5377358491,1174,1218.1329570333,17298.0805043815,3667193.06692889,38.050500295,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,70,72.6314369611,5.1714285714,362,375.6082882845,10704.099360059,749286.955204132,7.774541179,
,Miscellaneous substances and addictive disorders,74,76.7818047874,5.0810810811,376,390.1345756768,9233.2229478691,683258.498142312,7.0894352194,
Type of mental disorder,Anxiety disorders,1080,1120.5993131141,4.9351851852,5330,5530.3651286095,13528.4202534773,14610693.8737555,151.5993844357,
,Bipolar disorders,174,180.5410004462,4.9712643678,865,897.5170424479,9889.7056127021,1720808.77661017,17.8549734544,
,Depressive disorders,1181,1225.3961007294,4.8213378493,5694,5908.0486008072,12983.6161042487,15333650.6191177,159.1007254751,
,"Disruptive, impulse-control, and conduct disorders",34,35.278126524,5.7941176471,197,204.4056154477,9063.0467092152,308143.588113317,3.197273085,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,12,12.451103479,5.3333333333,64,66.4058852216,10760.8098595914,129129.718315097,1.3398395708,
,Personality disorders,76,78.8569887006,5.1184210526,389,403.6232711124,7188.7986003897,546348.693629619,5.6688701,
,Schizophrenia and related disorders,130,134.8869543563,4.8230769231,627,650.5701567801,8033.0289233097,1044293.76003025,10.8355080572,
,Somatic symptom disorders,12,12.451103479,5.75,69,71.5938450045,13522.9625801287,162275.550961544,1.6837580643,
,Suicidal ideation or attempt,147,152.5260176183,4.8639455782,715,741.8782489598,7165.5776242116,1053339.91075911,10.9293701896,
,Trauma- and stressor-related disorders,133,137.9997302261,5.1879699248,690,715.9384500451,11725.6669314028,1559513.70187658,16.1813887325,
,Miscellaneous mental disorders,82,85.0825404401,4.4268292683,363,376.6458802411,6858.2271234069,562374.624119363,5.8351538657,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Forest, Wisconsin",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,183979.985267436,3182.0174536635,4.9227424105,905686.076150695,15664.2522699539,13638.9080090077,2509286094.56116,433.9924333357,
"Forest, Wisconsin",,416,4873.4770384255,4.34375,1807,21169.1658856607,12561.971242905,5225780.03704849,612.2047840966,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,13,755.8139534884,6.6153846154,86,5000,15259.7585358931,198376.860966611,115.3353842829,
,18-44,98,3983.7398373984,3.6632653061,359,14593.4959349593,8311.351992597,814512.495274503,331.1026403555,
,45-64,156,6538.1391450126,3.6538461538,570,23889.3545683151,13278.957894938,2071517.43161033,868.1967441787,
,65-84,145,7741.5910304325,5.1931034483,753,40202.8830752803,14328.6459368416,2077653.66084204,1109.265168629,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,175,4032.2580645161,4.6457142857,813,18732.7188940092,13649.5628461375,2388673.49807407,550.3855986346,
,Female,241,5743.565300286,4.1244813278,994,23689.2278360343,11772.2263027984,2837106.53897441,676.1455049987,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,197,†,4.6802030457,922,†,14079.6006299416,2773681.32409849,†,
,Medicaid,86,†,3.8720930233,333,†,11259.7163343508,968335.604754175,†,
,Private insurance,101,†,4.0099009901,405,†,10905.8457648015,1101490.42224495,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,30,†,4.8333333333,145,†,12454.6931886998,373640.795660994,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,13,123.8095238095,2,26,247.619047619,5691.120081901,73984.5610647135,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,399,424.0170031881,4.365914787,1742,1851.2221041445,12752.0698938064,5088075.88762877,†,
Type of substance use disorder,Alcohol-related disorders,79,925.4920337395,3.4556962025,273,3198.2193064667,9517.2108837405,751859.659815498,88.0810285632,
,Cannabis-related disorders,30,351.4526710403,3.9,117,1370.6654170572,7120.0860907233,213602.582721698,25.0237327462,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,59,691.1902530459,3.7457627119,221,2589.0346766635,9851.6375533784,581246.615649328,68.0935585344,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,12,140.5810684161,2.0833333333,25,292.8772258669,4400.8312210176,52809.9746522108,6.1867355497,
,Miscellaneous substances and addictive disorders,20,234.3017806935,3.05,61,714.6204311153,6114.1238480836,122282.476961671,14.3255010499,
Type of mental disorder,Anxiety disorders,181,2120.4311152765,4.3812154696,793,9290.0656044986,14651.8612219546,2651986.88117378,310.6826243175,
,Bipolar disorders,28,328.0224929709,5.6785714286,159,1862.6991565136,15320.6923365739,428979.385424071,50.2553169428,
,Depressive disorders,198,2319.587628866,4.5454545455,900,10543.5801312089,12838.9961600117,2542121.23968232,297.8117665982,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,19,222.5866916589,5.9473684211,113,1323.8050609185,15181.4077749203,288446.747723486,33.7917933134,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,22,257.7319587629,6.3181818182,139,1628.3973758201,13899.6145557337,305791.520226143,35.823748855,
,Trauma- and stressor-related disorders,28,328.0224929709,4.8571428571,136,1593.252108716,12796.2888931252,358296.089007506,41.974705835,
,Miscellaneous mental disorders,11,128.8659793814,3.2727272727,36,421.7432052484,7654.5215815474,84199.7373970218,9.864074203,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Grant, Wisconsin",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,183979.985267436,3182.0174536635,4.9227424105,905686.076150695,15664.2522699539,13638.9080090077,2509286094.56116,433.9924333357,
"Grant, Wisconsin",,1048,1883.4354725662,5.5171755725,5782,10391.244181658,15309.4278342941,16044280.3703403,288.343194478,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,58,530.8438586857,4.7068965517,273,2498.6271279517,9362.0711721286,543000.127983458,49.697979863,
,18-44,198,946.0557121697,4.3585858586,863,4123.4650484973,12411.2709340903,2457431.64494989,117.4175376248,
,45-64,323,2385.3482017576,5.7585139319,1860,13736.0608522265,18025.8222176945,5822340.57631534,429.9786261218,
,65-84,467,4841.8869880767,5.9593147752,2783,28854.3286677034,15456.499571249,7218185.29977329,748.3862415524,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,444,1532.8845157949,6.1261261261,2720,9390.6438805455,17369.6612379686,7712129.58965806,266.2568475629,
,Female,604,2264.0377839418,5.0695364238,3062,11477.6220106454,13794.951623646,8332150.78068223,312.3229170358,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,556,†,6.023381295,3349,†,15264.9120689099,8487291.11031394,†,
,Medicaid,168,†,4.5833333333,770,†,12916.7388589516,2170012.12830387,†,
,Private insurance,284,†,5.4154929577,1538,†,17715.3542853986,5031160.6170532,†,
,Uninsured,21,†,3,63,†,8493.9025697586,178371.953964931,†,
,Other,19,†,3.2631578947,62,†,9339.1874054918,177444.560704344,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,19,36.6088631985,2.7894736842,53,102.119460501,7621.4369245714,144807.301566856,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,1027,270.1209889532,5.5754625122,5726,1506.0494476591,15478.23792352,15896150.3474551,†,
Type of substance use disorder,Alcohol-related disorders,165,296.533256654,6.303030303,1040,1869.0581025466,17609.5066646134,2905568.59966121,52.2180435933,
,Cannabis-related disorders,33,59.3066513308,4.4242424242,146,262.3870028575,10822.6631959721,357147.88546708,6.4185591263,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,63,113.2217889043,5.619047619,354,636.1986233668,16696.9658566523,1051908.84896909,18.9046034356,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,16,28.7547400392,5.75,92,165.3397552253,8489.2245764158,135827.593222653,2.4410544583,
,Miscellaneous substances and addictive disorders,15,26.9575687867,4.4,66,118.6133026616,7101.8315191118,106527.472786676,1.9144811169,
Type of mental disorder,Anxiety disorders,532,956.0951063027,5.704887218,3035,5454.4147511816,15227.9752908778,8101282.85474703,145.5939265451,
,Bipolar disorders,62,111.4246176518,7.7903225806,483,868.0337149327,15538.799544591,963405.571764646,17.3140479802,
,Depressive disorders,562,1010.0102438761,5.3807829181,3024,5434.6458674047,14124.7866790275,7938130.11361345,142.6617923838,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,25,44.9292813112,6.28,157,282.1558866344,9439.1883748262,235979.709370656,4.2409594984,
,Schizophrenia and related disorders,27,48.5236238161,9.2592592593,250,449.2928131122,15712.7756227644,424244.941814639,7.6244081343,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,78,140.179357691,5.2179487179,407,731.4486997466,9720.9054382722,758230.624185231,13.6267028051,
,Trauma- and stressor-related disorders,61,109.6274463994,5.5737704918,340,611.0382258325,11665.0752007764,711569.587247363,12.7881240632,
,Miscellaneous mental disorders,26,46.7264525637,7.0384615385,183,328.8823391981,12396.6110751,322311.887952601,5.7924965935,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Green, Wisconsin",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,183979.985267436,3182.0174536635,4.9227424105,905686.076150695,15664.2522699539,13638.9080090077,2509286094.56116,433.9924333357,
"Green, Wisconsin",,858,2592.6149755243,4.7447552448,4071,12301.3235027497,15566.3476936966,13355926.3211917,403.575461449,
Age group,<1,11,3005.4644808743,12.1818181818,134,36612.0218579235,16067.6979359,176744.6772949,482.9089543577,
,1-17,19,273.8936139542,5.4210526316,103,1484.7916966989,14278.6372806507,271294.108332364,39.1082756714,
,18-44,179,1795.5662553917,4.2905027933,768,7703.8820343063,12173.6767307896,2179088.13481134,218.5864314185,
,45-64,323,3296.2547198694,4.5386996904,1466,14960.7102765588,16488.4618253508,5325773.1695883,543.501701152,
,65-84,326,5412.5850904865,4.9079754601,1600,26564.8347999335,16573.7000955975,5403026.23116481,897.0656203163,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,349,2134.9483085581,5.212034384,1819,11127.4239921698,17604.52621333,6143979.64845217,375.8475346212,
,Female,509,3039.3503314026,4.4243614931,2252,13447.1845703708,14168.853973948,7211946.67273956,430.6411102131,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,444,†,4.7905405405,2127,†,15859.4705737818,7041604.93475915,†,
,Medicaid,138,†,4.9492753623,683,†,14354.5701603819,1980930.68213271,†,
,Private insurance,248,†,4.6411290323,1151,†,16264.9043577264,4033696.28071614,†,
,Uninsured,16,†,3.5,56,†,10563.9827068739,169023.723309983,†,
,Other,12,†,4.5,54,†,10889.2250228116,130670.70027374,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,21,67.7419354839,3,63,203.2258064516,5810.1790275181,122013.75957788,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,827,324.3137254902,4.7037484885,3890,1525.4901960784,15812.4229588821,13076873.7869955,†,
Type of substance use disorder,Alcohol-related disorders,134,404.9072339397,5.1641791045,692,2091.0134767631,18214.7119247307,2440771.39791392,73.7526862245,
,Cannabis-related disorders,26,78.5640901674,3.3461538462,87,262.8875324832,10375.7671902042,269769.94694531,8.1516270909,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,85,256.8441409319,4.6470588235,395,1193.5698313894,15351.1774537225,1304850.08356641,39.4285998539,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,24,72.5206986161,4.4166666667,106,320.2997522209,11282.2444156389,270773.865975335,8.1819624698,
Type of mental disorder,Anxiety disorders,389,1175.4396567354,4.3496143959,1692,5112.7092524325,14100.4420106261,5485071.94213355,165.7421871679,
,Bipolar disorders,63,190.3668338672,4.4603174603,281,849.0965129631,12380.5488789137,779974.579371565,23.5684589162,
,Depressive disorders,386,1166.3745694083,4.7487046632,1833,5538.7683568018,14773.462002302,5702556.33288859,172.3139038161,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,12,36.260349308,3.9166666667,47,142.0197014565,9880.8853806209,118570.62456745,3.5828435537,
,Personality disorders,21,63.4556112891,3.619047619,76,229.6488789509,5938.6757529307,124712.190811544,3.7684230015,
,Schizophrenia and related disorders,45,135.9763099051,4.3111111111,194,586.2089804798,10170.4188134722,457668.84660625,13.8293602045,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,56,169.2149634375,2.6071428571,146,441.1675832477,4802.8128992881,268957.522360131,8.1270780915,
,Trauma- and stressor-related disorders,56,169.2149634375,6.0178571429,337,1018.3114764005,15409.0758526875,862908.247750503,26.0744620702,
,Miscellaneous mental disorders,29,87.6291774944,4.1379310345,120,362.6034930803,12196.6707553341,353703.45190469,10.6878422646,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Green Lake, Wisconsin",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,183979.985267436,3182.0174536635,4.9227424105,905686.076150695,15664.2522699539,13638.9080090077,2509286094.56116,433.9924333357,
"Green Lake, Wisconsin",,426,2118.5597772031,4.558685446,1942,9657.8476228367,12694.8185840434,5407992.71680252,268.9473203104,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,113,2050.0725689405,3.7168141593,420,7619.7387518142,7529.1282095407,850791.487678101,154.3525921042,
,45-64,146,2473.7377160285,4.4863013699,655,11097.9329041003,15544.4296851692,2269486.7340347,384.5284198636,
