,45-64,254,4422.7755528469,4.8503937008,1232,21452.2026815253,12351.7009988378,3137332.05370481,546.2880121374,
,65-84,340,8900.5235602094,5.1029411765,1735,45418.8481675392,12103.0307454526,4115030.4534539,1077.2331029984,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,254,2266.0362208939,4.8543307087,1233,11000.0892140244,11580.7748052005,2941516.80052095,262.424551746,
,Female,531,4642.825915887,4.5291902072,2405,21028.241671767,10581.1879846302,5618610.81983867,491.2661379591,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,434,†,5.2004608295,2257,†,11969.5143996713,5194769.24945738,†,
,Medicaid,143,†,3.7062937063,530,†,8244.2811409757,1178932.20315951,†,
,Private insurance,168,†,4.0773809524,685,†,11278.3827715051,1894768.30561286,†,
,Uninsured,27,†,4.962962963,134,†,8146.5284288847,219956.267579885,†,
,Other,14,†,2.4285714286,34,†,6914.4053954531,96801.6755363436,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,32,128,2.25,72,288,3154.0300186489,100928.960596764,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,754,339.9458972047,4.7320954907,3568,1608.6564472498,11252.3855978106,8484298.74074922,†,
Type of substance use disorder,Alcohol-related disorders,93,410.6685507374,5.8817204301,547,2415.437604875,11507.0596500838,1070156.5474578,47.2558750975,
,Cannabis-related disorders,40,176.6316347258,3.025,121,534.3106950455,4766.8495754601,190673.983018403,8.4197643301,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,42,185.4632164621,4.1904761905,176,777.1791927934,8401.481146044,352862.20813385,15.5816571639,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,11,48.5736995496,2.8181818182,31,136.8895169125,2791.0023214594,30701.0255360533,1.355693082,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,399,1761.9005563897,5.1127819549,2040,9008.2133710148,12084.5009744824,4821715.88881849,212.9168899063,
,Bipolar disorders,80,353.2632694516,4.725,378,1669.1689481586,8507.2136819054,680577.094552435,30.0528611919,
,Depressive disorders,436,1925.284818511,4.4518348624,1941,8571.0500750684,10450.4324387763,4556388.54330649,201.2005892125,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,29,128.0579351762,5.6896551724,165,728.6054932438,8269.63935499,239819.54129471,10.5899294045,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,26,114.8105625718,3.7692307692,98,432.7475050782,3819.9130137027,99317.7383562689,4.3856636208,
,Trauma- and stressor-related disorders,32,141.3053077806,4.21875,135,596.1317671995,7738.0497315466,247617.591409492,10.9342749894,
,Miscellaneous mental disorders,33,145.7210986488,2.3939393939,79,348.8474785834,3878.1962327244,127980.475679905,5.6513501581,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 DuPage, Illinois",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,429395.778044103,3332.3100752315,5.2648929943,2260722.82359994,17544.2559698716,11538.9063407211,4954757665.952,384.5121385634,
"DuPage, Illinois",,24461,2519.285236109,5.1518744123,126020,12979.04114527,13549.2692268616,331428674.558262,341.344739233,
Age group,<1,68,591.4072012524,16.2205882353,1103,9592.9726909028,31925.2999326047,2170920.39541712,188.8085228228,
,1-17,747,350.9513742072,6.4109772423,4789,2249.9412731971,9739.7170716256,7275568.65250436,34.1816709068,
,18-44,6200,1864.4149345651,4.6911290323,29085,8746.2110277136,9491.8556023809,58849504.7347616,176.9675734181,
,45-64,8348,3020.0201141733,5.1357211308,42873,15509.9811158301,14956.2263699671,124854577.736486,451.6810446943,
,65-84,9098,6610.1891946874,5.2945702352,48170,34998.110959342,15198.7363199707,138278103.039093,1004.6652259517,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,10344,2170.5328758931,5.3570185615,55413,11627.5849044726,13984.033298194,144650840.436519,303.5280401131,
,Female,14076,2847.1737613398,5.0051150895,70452,14250.4323553505,13210.1078404,185945477.961471,376.1147242766,
,Missing,41,†,3.7804878049,155,†,20301.3697627444,832356.160272522,†,
Payer,Medicare,10613,†,5.4028078771,57340,†,14836.2736299468,157457372.034625,†,
,Medicaid,3645,†,5.3338820302,19442,†,11198.7138319238,40819311.9173624,†,
,Private insurance,9293,†,4.8179274723,44773,†,13162.2324032927,122316625.723799,†,
,Uninsured,548,†,4.5237226277,2479,†,11263.3903511062,6172337.91240625,†,
,Other,361,†,5.4930747922,1983,†,12883.2388630587,4650849.2295642,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,615,57.6652601969,2.9317073171,1803,169.0576652602,5639.2028614614,3468109.75979875,†,
,Neonatal birth hospitalization,52,4.7558075727,13.0576923077,679,62.099871959,16654.2022773862,866018.518424086,†,
,Nonmaternal/nonneonatal hospitalization,23794,341.9906575638,5.1919811717,123538,1775.6090549766,13746.9339446936,327094546.280039,†,
Type of substance use disorder,Alcohol-related disorders,4601,473.8658015346,4.9756574658,22893,2357.7939131778,12346.6535357612,56806952.9180374,58.5065687399,
,Cannabis-related disorders,1523,156.8566867501,5.043335522,7681,791.0809001493,9090.2904482296,13844512.3526536,14.2587284131,
,Neonatal abstinence syndrome,28,2.8837736238,22.6785714286,635,65.3998661105,35621.7743382509,997409.681471026,1.0272513327,
,Opioid-related disorders,2238,230.4959060714,5.3306523682,11930,1228.6935475565,13731.7298685147,30731611.4457359,31.6510751797,
,Sedative-related disorders,293,30.1766311345,4.9146757679,1440,148.3083577939,8807.1019703275,2580480.87730597,2.6576866752,
,Stimulant-related disorders,648,66.7387610073,5.0154320988,3250,334.7237241877,8539.3459367825,5533496.16703508,5.6990536763,
,Miscellaneous substances and addictive disorders,537,55.3066584273,4.8938547486,2628,270.6627529739,8252.758059028,4431731.07769805,4.5643247105,
Type of mental disorder,Anxiety disorders,11879,1223.4409598846,4.944103039,58731,6048.8181677738,13575.30362722,161261031.787746,166.0858250041,
,Bipolar disorders,2523,259.8486018848,5.690051526,14356,1478.5519336732,10682.2975294093,26951436.6666998,27.7578007793,
,Depressive disorders,12325,1269.3753540347,4.9688438134,61241,6307.3278747618,12936.2946738667,159439831.855407,164.2101363154,
,"Disruptive, impulse-control, and conduct disorders",179,18.4355528091,9.0893854749,1627,167.5678459241,9373.8124345259,1677912.42578013,1.7281141416,
,Eating disorders,147,15.1398115248,5,735,75.699057624,8317.341762349,1222649.23906529,1.2592298667,
,Obsessive-compulsive disorders,187,19.2594881302,5.7860962567,1082,111.4372521757,11673.9892324552,2183035.98646913,2.2483505705,
,Personality disorders,406,41.8147175447,6.3694581281,2586,266.3370925382,9136.5277541221,3709430.26817356,3.8204132738,
,Schizophrenia and related disorders,1680,173.0264174262,7.7744047619,13061,1345.1774035738,11276.1717890254,18943968.6055627,19.5107560694,
,Somatic symptom disorders,149,15.3457953551,5.5906040268,833,85.7922653072,13174.4740933597,1962996.6399106,2.0217278335,
,Suicidal ideation or attempt,1766,181.8837221278,5.7265005663,10113,1041.5572377568,7675.1390072136,13554295.4867391,13.9598285048,
,Trauma- and stressor-related disorders,1096,112.8791389876,7.0082116788,7681,791.0809001493,14426.0982859274,15811003.7213764,16.2840555347,
,Miscellaneous mental disorders,833,85.7922653072,4.1860744298,3487,359.1328080746,7161.5035362753,5965532.44571736,6.1440161138,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Edgar, Illinois",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,429395.778044103,3332.3100752315,5.2648929943,2260722.82359994,17544.2559698716,11538.9063407211,4954757665.952,384.5121385634,
"Edgar, Illinois",,633,3667.2266960199,4.9462875197,3131,18139.1576386072,12964.5296111205,8206547.24383931,475.4386909124,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,143,2722.7722772277,5.2727272727,754,14356.4356435643,11658.5694621037,1667175.43308083,317.4362972355,
,45-64,205,4247.8242851223,5.1317073171,1052,21798.5909656029,15941.9037900682,3268090.27696399,677.1840607053,
,65-84,273,7473.3096085409,4.5824175824,1251,34245.8253490282,11350.2412313537,3098615.85615957,848.2386685353,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,256,3060.0047812575,5.6640625,1450,17332.0583313411,14956.2171872902,3828791.5999463,457.6609610263,
,Female,377,4238.3361439011,4.4588859416,1681,18898.2574480045,11612.0839360557,4377755.643893,492.159150522,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,336,†,4.6339285714,1557,†,11777.490499438,3957236.8078112,†,
,Medicaid,148,†,4.8445945946,717,†,10176.9586237821,1506189.87631976,†,
,Private insurance,121,†,6.132231405,742,†,20343.8321792639,2461603.69369094,†,
,Uninsured,17,†,3.2352941176,55,†,7616.2871405897,129476.881390024,†,
,Other,11,†,5.4545454545,60,†,13821.8167843069,152039.984627376,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,616,308.4626940411,4.9480519481,3048,1526.2894341512,13124.5170440522,8084702.49913619,†,
Type of substance use disorder,Alcohol-related disorders,74,428.7121256011,6.3513513514,470,2722.901338277,16713.9856441175,1236834.9376647,71.6548831276,
,Cannabis-related disorders,54,312.8439835467,4.6111111111,249,1442.5583685766,7320.0800361305,395284.321951044,22.9004299838,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,26,150.6285846706,6.1153846154,159,921.151729332,18463.9341002661,480062.28660692,27.8119626098,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,35,202.7692485951,5.5142857143,193,1118.1275708244,12703.9903281028,444639.661483598,25.7597857299,
,Miscellaneous substances and addictive disorders,24,139.0417704652,6.2083333333,149,863.2176583048,8330.6383012251,199935.319229403,11.5830669851,
Type of mental disorder,Anxiety disorders,344,1992.9320433347,4.4186046512,1520,8805.97879613,12198.374651158,4196240.87999836,243.1053171889,
,Bipolar disorders,47,272.2901338277,7.6808510638,361,2091.4199640809,13093.1624419675,615378.634772473,35.6513895355,
,Depressive disorders,333,1929.2045652048,4.5345345345,1510,8748.0447251028,12650.633648905,4212661.00508538,244.056601882,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,16,92.6945136435,5.6875,91,527.2000463473,5999.2046804981,95987.2748879699,5.5609336011,
,Schizophrenia and related disorders,22,127.4549562598,6.5909090909,145,840.044029894,11925.7070463458,262365.555019609,15.1999046996,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,18,104.2813278489,3.7222222222,67,388.158275882,7492.0135245049,134856.243441089,7.812771186,
,Trauma- and stressor-related disorders,40,231.7362841087,6.925,277,1604.7737674526,12826.5022918898,513060.091675595,29.7236597923,
,Miscellaneous mental disorders,12,69.5208852326,4.5833333333,55,318.6373906494,6124.1501192403,73489.8014308832,4.2575633759,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Edwards, Illinois",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,429395.778044103,3332.3100752315,5.2648929943,2260722.82359994,17544.2559698716,11538.9063407211,4954757665.952,384.5121385634,
"Edwards, Illinois",,132,2285.7142857143,4.1136363636,543,9402.5974025974,11612.2170330411,1532812.64836143,265.4221036124,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,30,1741.1491584446,3.7333333333,112,6500.2901915264,6172.3559281779,185170.677845336,107.4699232997,
,45-64,35,2197.1123666039,3.5142857143,123,7721.2806026365,14300.1866599539,500506.533098389,314.1911695533,
,65-84,58,5061.0820244328,4.2931034483,249,21727.7486910994,13873.0438929888,804636.545793356,702.1261307097,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,54,1908.1272084806,4.0555555556,219,7738.5159010601,12969.684875412,700362.983272248,247.4780859619,
,Female,78,2648.5568760611,4.1538461538,324,11001.6977928692,10672.4316037074,832449.665089184,282.6654210829,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,63,†,4.4285714286,279,†,13608.8835246108,857359.662050486,†,
,Medicaid,33,†,3.9393939394,130,†,5834.0692951944,192524.286741414,†,
,Private insurance,32,†,3.90625,125,†,14495.8828000828,463868.24960265,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,131,246.7043314501,4.1297709924,541,1018.8323917137,11696.2614171414,1532210.24564552,†,
Type of substance use disorder,Alcohol-related disorders,16,277.0562770563,5.4375,87,1506.4935064935,10672.9575522616,170767.320836186,29.5700988461,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,65,1125.5411255411,3.8153846154,248,4294.3722943723,13203.2983941026,858214.395616673,148.6085533535,
,Bipolar disorders,11,190.4761904762,4.3636363636,48,831.1688311688,5689.3105400487,62582.4159405362,10.836781981,
,Depressive disorders,52,900.4329004329,4.25,221,3826.8398268398,10270.7543575274,534079.226591427,92.4812513578,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Effingham, Illinois",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,429395.778044103,3332.3100752315,5.2648929943,2260722.82359994,17544.2559698716,11538.9063407211,4954757665.952,384.5121385634,
"Effingham, Illinois",,1183,3504.250718327,4.4733727811,5292,15675.8197813916,10911.3266844161,12908099.4676643,382.3602437177,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,15,198.6228813559,4.5333333333,68,900.4237288136,13709.9921779481,205649.882669221,27.2311814975,
,18-44,295,2698.006219133,4.3220338983,1275,11660.8743369306,9078.2387602549,2678080.43427519,244.9314463394,
,45-64,368,4050.6329113924,4.5163043478,1662,18293.8910291689,12193.9912682725,4487388.78672429,493.933823525,
,65-84,500,8701.7055342847,4.536,2268,39470.9363035154,11029.6342573114,5514817.12865574,959.7662945798,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,460,2734.5143264772,4.6130434783,2122,12614.4334799667,10850.19515536,4991089.7714656,296.7001409741,
,Female,723,4268.7607014229,4.3845089903,3170,18716.4196729054,10950.2208799429,7917009.69619875,467.438725642,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,693,†,4.696969697,3255,†,11238.1136255881,7788012.74253261,†,
,Medicaid,232,†,4.0775862069,946,†,8460.2954062533,1962788.53425076,†,
,Private insurance,215,†,4.2976744186,924,†,12886.1297521254,2770517.89670697,†,
,Uninsured,25,†,4.16,104,†,8229.9026528632,205747.56632158,†,
,Other,18,†,3.5,63,†,10057.3737695785,181032.727852413,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,32,75.4716981132,2.46875,79,186.320754717,4362.2154402902,139590.894089287,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,1147,344.547912286,4.539668701,5207,1564.1333733854,11126.7650332606,12762399.4931499,†,
Type of substance use disorder,Alcohol-related disorders,134,396.93118872,5.1492537313,690,2043.8994046032,11533.2668161186,1545457.75335989,45.7791330715,
,Cannabis-related disorders,59,174.7682099588,4.4745762712,264,782.0136852395,7483.1224389162,441504.223896057,13.0781191355,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,69,204.3899404603,4.3768115942,302,894.5762611452,8764.0366008203,604718.525456604,17.9128091903,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,18,53.3191149027,3.7777777778,68,201.4277674102,4262.2869027756,76721.1642499612,2.2726136512,
,Miscellaneous substances and addictive disorders,48,142.1843064072,4.1041666667,197,583.5480908795,8760.7977134231,420518.290244308,12.4564794646,
Type of mental disorder,Anxiety disorders,641,1898.7529251459,4.3650546022,2798,8288.1601943186,11338.5096134852,7267984.66224403,215.290282954,
,Bipolar disorders,118,349.5364199177,4.093220339,483,1430.7295832223,9615.9575351227,1134682.98914447,33.6112737091,
,Depressive disorders,603,1786.1903492402,4.2968490879,2591,7674.9903729376,10300.9283626714,6211459.80269088,183.9941882962,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,38,112.5625759057,3.9473684211,150,444.3259575224,3814.7643859448,144961.046665904,4.2939970576,
,Schizophrenia and related disorders,64,189.5790752096,5.546875,355,1051.5714328031,7895.9934689869,505343.582015162,14.9691513971,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,45,133.2977872567,3.8222222222,172,509.4937646257,4424.7943560419,199115.746021885,5.8981529673,
,Trauma- and stressor-related disorders,39,115.5247489558,5.3333333333,208,616.1319944311,8139.2021544471,317428.884023436,9.4027928559,
,Miscellaneous mental disorders,27,79.978672354,3.4074074074,92,272.5199206138,5348.9588771357,144421.889682664,4.2780262947,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Fayette, Illinois",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,429395.778044103,3332.3100752315,5.2648929943,2260722.82359994,17544.2559698716,11538.9063407211,4954757665.952,384.5121385634,
"Fayette, Illinois",,769,3419.7536354338,4.9648894668,3818,16978.6988037532,12501.3427272482,9613532.55725392,427.5151223931,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,156,2006.6889632107,3.4551282051,539,6933.3676357088,6877.6677398589,1072916.16741798,138.0133994621,
,45-64,283,4791.7372163901,5.4911660777,1554,26312.2248560785,14003.2844099072,3962929.48800376,671.0005905865,
,65-84,319,8021.1214483279,5.2163009404,1664,41840.5833542871,13985.197785894,4461278.09370021,1121.7696991954,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,299,2523.6326806212,5.5384615385,1656,13977.0425388251,14812.2892022454,4428874.47147138,373.807771056,
,Female,470,4417.7084312435,4.6,2162,20321.4587837202,11031.1874165586,5184658.08578254,487.3256965676,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,448,†,5.2120535714,2335,†,13283.1754960421,5950862.62222687,†,
,Medicaid,157,†,4.3121019108,677,†,8332.3557937148,1308179.85961322,†,
