,Cannabis-related disorders,877,142.5643043041,4.4903078677,3938,640.1576172742,8871.281510569,7780113.88476902,12.6472807684,
,Neonatal abstinence syndrome,82,13.329843732,15.1341463415,1241,201.7358057484,15588.8858714228,1278288.64145667,2.0779741262,
,Opioid-related disorders,2391,388.6787361357,5.0359682141,12041,1957.3737606903,10804.0714956393,25832534.9460737,41.9931285405,
,Sedative-related disorders,381,61.9350056327,5.3464566929,2037,331.1328253904,9229.176177987,3516316.12381304,5.7160907857,
,Stimulant-related disorders,667,108.4268996247,5.0914542729,3396,552.0506013873,10039.0984451084,6696078.66288733,10.8850831943,
,Miscellaneous substances and addictive disorders,619,100.6240642694,5.1534733441,3190,518.5634329875,8625.365328205,5339101.1381589,8.6791931513,
Type of mental disorder,Anxiety disorders,9877,1605.5959334223,4.711653336,46537,7565.0114360306,10909.406259101,107752205.621141,175.1609832566,
,Bipolar disorders,2245,364.94511193,5.6775055679,12746,2071.9779049712,9584.8685002093,21518029.7829698,34.9795090764,
,Depressive disorders,9646,1568.0447882749,5.0485175202,48698,7916.3015860888,10801.0688950759,104187110.561902,169.3655978872,
,"Disruptive, impulse-control, and conduct disorders",87,14.1426390815,9.3103448276,810,131.6728466206,13974.0724469039,1215744.30288064,1.9763026311,
,Eating disorders,113,18.3691748989,10.0530973451,1136,184.6671034087,13822.591759313,1561952.86880237,2.5390960558,
,Obsessive-compulsive disorders,100,16.2559069902,5.58,558,90.7079610053,9583.6584494837,958365.844948375,1.5579106038,
,Personality disorders,165,26.8222465338,9.2424242424,1525,247.9025816006,11383.8109549195,1878328.80756173,3.0533938393,
,Schizophrenia and related disorders,1061,172.475173166,8.7587181904,9293,1510.6614365995,10975.8720798415,11645400.2767119,18.9306543762,
,Somatic symptom disorders,135,21.9454744368,4.7481481481,641,104.2003638072,9055.6657898082,1222514.8816241,1.987308821,
,Suicidal ideation or attempt,932,151.5050531487,6.2521459227,5827,947.2317003191,8188.2320763066,7631432.29511776,12.4055853591,
,Trauma- and stressor-related disorders,1077,175.0761182845,6.0854224698,6554,1065.4121441379,10741.8064070772,11568925.5004222,18.8063376911,
,Miscellaneous mental disorders,552,89.7326065859,4.4474637681,2455,399.0825166095,7167.8400820042,3956647.72526631,6.4318897415,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Butler, Pennsylvania",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,487534.609370949,3807.0311097161,5.5756875225,2718340.6382408,21226.8158560905,10737.5570054442,5234930660.24756,408.7821356208,
"Butler, Pennsylvania",,7084,3712.1851271544,5.6655844156,40135,21031.6982041701,8593.0152047591,60872919.7105133,318.9886324052,
Age group,<1,71,3719.2247249869,9.4507042254,671,35149.2928234677,8892.0799569358,631337.676942443,330.716436324,
,1-17,130,350.8014463813,10.6076923077,1379,3721.1938043068,8877.7088280664,1154102.14764862,31.1431309744,
,18-44,1699,2806.1308756978,5.1406709829,8734,14425.3955670069,6315.4170659988,10729893.5951319,177.2188682181,
,45-64,2532,4395.5280883272,5.647314376,14299,24822.9289632664,9546.3340239343,24171317.7486016,419.6117934276,
,65-84,2651,7863.2022305274,5.6729536024,15039,44607.5814201815,9116.5386260312,24167943.8976087,716.851868589,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,2956,3138.7706127823,6.2094046008,18355,19489.8966839037,8974.5040071122,26528633.8450235,281.6890944182,
,Female,4121,4263.6621350384,5.2807570978,21762,22515.36408219,8328.4437133073,34321516.5425395,355.0967010423,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,3394,†,5.9166175604,20081,†,9136.9274377929,31010731.7238689,†,
,Medicaid,1398,†,5.8526466381,8182,†,7543.8060735326,10546240.8907986,†,
,Private insurance,2015,†,5.282382134,10644,†,8661.3192063768,17452558.2008491,†,
,Uninsured,74,†,4.0405405405,299,†,5619.9609720356,415877.111930633,†,
,Other,163,†,4.8098159509,784,†,7301.7649577588,1190187.68811468,†,
,Missing,40,†,3.625,145,†,6433.102373782,257324.09495128,†,
Type of stay,Maternal delivery hospitalization,218,121.9239373602,2.5596330275,558,312.0805369128,3628.9317050893,791107.111709468,†,
,Neonatal birth hospitalization,47,25.571273123,7.0638297872,332,180.6311207835,7404.3200063269,348003.040297364,†,
,Nonmaternal/nonneonatal hospitalization,6819,355.0452983443,5.7552427042,39245,2043.3718629595,8759.9075463421,59733809.5585065,†,
Type of substance use disorder,Alcohol-related disorders,1328,695.9037053728,5.8817771084,7811,4093.150483936,7653.1794530861,10163422.3136983,53.2587593929,
,Cannabis-related disorders,523,274.064486378,6.0076481836,3142,1646.4830137661,5569.4795268761,2912837.79255621,15.2639654593,
,Neonatal abstinence syndrome,47,24.6291221028,11.914893617,560,293.4533697355,11194.1098706567,526123.163920866,2.7570109884,
,Opioid-related disorders,808,423.4112906184,5.4962871287,4441,2327.1900267776,6645.1276049322,5369263.10478521,28.1362205553,
,Sedative-related disorders,61,31.9654563462,7.7540983607,473,247.8632926516,6733.6837559114,410754.709110593,2.1524527415,
,Stimulant-related disorders,508,266.2041282601,6.0531496063,3075,1611.3734141728,5191.0314643832,2637043.98390666,13.8187400575,
,Miscellaneous substances and addictive disorders,349,182.8843322102,5.3553008596,1869,979.4006214923,5146.6805128138,1796191.49897202,9.4124722869,
Type of mental disorder,Anxiety disorders,3389,1775.9169107744,5.0129831809,16989,8902.6416043515,8726.2737741809,29573341.8206991,154.9713716362,
,Bipolar disorders,699,366.2926882949,7.0815450644,4950,2593.9181789122,7714.1630606885,5392199.97942123,28.2564152544,
,Depressive disorders,3686,1931.5520015092,5.3456321215,19704,10325.3664236942,7904.3289514587,29135356.5150768,152.6762240678,
,"Disruptive, impulse-control, and conduct disorders",68,35.6336234679,10.9411764706,744,389.8737626486,6254.7931559929,425325.934607519,2.2288094419,
,Eating disorders,27,14.1486446122,10.2592592593,277,145.1546132442,8074.4344818966,218009.731011207,1.1424230393,
,Obsessive-compulsive disorders,41,21.4849788556,8.6829268293,356,186.5524993319,6209.1970265024,254577.078086596,1.3340446682,
,Personality disorders,278,145.6786371187,7.0647482014,1964,1029.1828895724,4674.1930262748,1299425.66130439,6.809300697,
,Schizophrenia and related disorders,329,172.4038547196,10.5653495441,3476,1821.5069878584,7943.4755156022,2613403.44463313,13.6948579876,
,Somatic symptom disorders,44,23.0570504792,4.8863636364,215,112.6651330235,5414.0239868401,238217.055420963,1.2483142436,
,Suicidal ideation or attempt,248,129.9579208829,7.8508064516,1947,1020.2744837055,5822.8243149439,1444060.43010608,7.5672214164,
,Trauma- and stressor-related disorders,409,214.3257646818,7.0391198044,2879,1508.6647347653,7238.4845497159,2960540.18083379,15.5139373626,
,Miscellaneous mental disorders,232,121.5735388904,4.1853448276,971,508.8271821664,4442.0843968925,1030563.58007904,5.4003992018,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Cambria, Pennsylvania",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,487534.609370949,3807.0311097161,5.5756875225,2718340.6382408,21226.8158560905,10737.5570054442,5234930660.24756,408.7821356208,
"Cambria, Pennsylvania",,6234,4570.6157940657,5.5959255695,34885,25576.8257901798,9008.8435035255,56161130.4009781,411.7596240348,
Age group,<1,60,4467.6098287416,8.2833333333,497,37006.7014147431,7676.6839798614,460601.038791681,342.9642880057,
,1-17,130,524.4684713761,7.4538461538,969,3909.3072981805,9741.3847314525,1266380.01508882,51.0904915919,
,18-44,1559,3711.1095241496,5.3380372033,8322,19810.040705563,6975.4469002267,10874721.7174534,258.8664742663,
,45-64,2189,5527.0799141523,5.6541799909,12377,31251.1046585027,9736.5529458228,21313314.3984061,538.1470621994,
,65-84,2296,8014.2413347761,5.5400696864,12720,44399.4554783762,9689.0737069852,22246113.231238,776.5057499821,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,2576,3819.0120381901,5.8148291925,14979,22206.9026863547,9268.4902279874,23875630.8272955,353.9647575653,
,Female,3655,5301.6347311469,5.4432284542,19895,28858.0090222073,8830.7027715632,32276218.6300635,468.1716051415,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,3318,†,5.7839059675,19191,†,9596.0101425861,31839561.6531005,†,
,Medicaid,1088,†,5.3134191176,5781,†,9816.674305608,10680541.6445015,†,
,Private insurance,1692,†,5.4887706856,9287,†,7486.4813385229,12667126.4247807,†,
,Uninsured,60,†,4.0333333333,242,†,6601.228485873,396073.709152382,†,
,Other,74,†,4.9459459459,366,†,7643.54897998,565622.624518521,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,142,108.4797555386,2.7112676056,385,294.1176470588,3522.9707770404,500261.850339735,†,
,Neonatal birth hospitalization,54,48.2573726542,8.1296296296,439,392.3145665773,6988.4560238688,377376.625288916,†,
,Nonmaternal/nonneonatal hospitalization,6038,356.3503305005,5.6411063266,34061,2010.2101038716,9155.9277782957,55283491.9253495,†,
Type of substance use disorder,Alcohol-related disorders,822,602.6702250115,5.6350364964,4632,3396.0687132038,9478.7518219263,7791533.9976234,57.1256149335,
,Cannabis-related disorders,284,208.221829566,5.2781690141,1499,1099.0300088714,5038.7265612227,1430998.34338725,10.4917286326,
,Neonatal abstinence syndrome,29,21.2620882303,10.7931034483,313,229.4839177964,10058.4819394065,291695.976242789,2.1386433046,
,Opioid-related disorders,581,425.9749400629,5.1514629948,2993,2194.3941404617,7227.9454328604,4199436.29649191,30.7892362254,
,Sedative-related disorders,78,57.187685585,5.2435897436,409,299.8687615933,4656.1354691399,363178.566592909,2.6627361125,
,Stimulant-related disorders,124,90.9137565711,5.1774193548,642,470.6986428922,6466.4880476111,801844.517903774,5.8789272023,
,Miscellaneous substances and addictive disorders,254,186.2265658795,4.3228346457,1098,805.0266509278,5116.548120986,1299603.22273045,9.5283718573,
Type of mental disorder,Anxiety disorders,3475,2547.784710359,5.2964028777,18405,13494.0942717001,8888.7952075768,30888563.3463295,226.4673652338,
,Bipolar disorders,703,515.4223457216,6.6500711238,4675,3427.5952578211,7398.9705573056,5201476.30178582,38.1359476057,
,Depressive disorders,3083,2260.3799315214,5.3253324684,16418,12037.2746401941,8549.494597897,26358091.8453165,193.2510601374,
,"Disruptive, impulse-control, and conduct disorders",109,79.9161247278,7.1467889908,779,571.1436803942,4149.6631399331,452313.28225271,3.3162499707,
,Eating disorders,37,27.1274918801,6.0540540541,224,164.2313021929,4910.9040519777,181703.449923176,1.3322050979,
,Obsessive-compulsive disorders,56,41.0578255482,6.0178571429,337,247.0801287456,5556.4457867855,311160.964059989,2.2813558178,
,Personality disorders,198,145.1687403312,7.6717171717,1519,1113.6935179958,5473.3086590941,1083715.11450062,7.9455332348,
,Schizophrenia and related disorders,473,346.7919907913,9.3847780127,4439,3254.5658501536,8068.1353336056,3816228.01279546,27.9796471431,
,Somatic symptom disorders,21,15.3966845806,5.1428571429,108,79.1829492716,3998.2085554579,83962.3796646154,0.6155915602,
,Suicidal ideation or attempt,316,231.683444165,5.914556962,1869,1370.3049276722,5614.8767421661,1774301.0505245,13.0087398219,
,Trauma- and stressor-related disorders,346,253.6787078516,6.2369942197,2158,1582.1926345194,6977.3125407175,2414150.13908826,17.6999562961,
,Miscellaneous mental disorders,158,115.8417220825,6.2405063291,986,722.9109998314,4946.238800488,781505.730477111,5.7298082048,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Cameron, Pennsylvania",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,487534.609370949,3807.0311097161,5.5756875225,2718340.6382408,21226.8158560905,10737.5570054442,5234930660.24756,408.7821356208,
"Cameron, Pennsylvania",,264,5597.9643765903,4.8409090909,1278,27099.2366412213,9318.7031893256,2460137.64198196,521.6576848986,
Age group,<1,13,30952.3809523809,12.5384615385,163,388095.238095238,12306.7027623922,159987.135911099,3809.2175216928,
,1-17,*,*,*,*,*,*,*,*,
,18-44,58,4592.2406967538,3.5862068966,208,16468.7252573238,5749.0143449001,333442.832004204,264.0085764087,
,45-64,75,4947.2295514512,4.9866666667,374,24670.1846965699,10979.6153751356,823471.153135174,543.1867764744,
,65-84,110,9674.582233949,4.1636363636,458,40281.4423922603,9990.5371892469,1098959.09081715,966.5427359869,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,129,5531.7324185249,4.9069767442,633,27144.0823327615,8723.6297724684,1125348.24064842,482.5678561957,
,Female,135,5662.7516778524,4.7777777778,645,27055.3691275167,9887.328898767,1334789.40133353,559.8948831097,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,141,†,4.5460992908,641,†,10336.26013572,1457412.67913652,†,
,Medicaid,54,†,5.1296296296,277,†,8275.8228081108,446894.431637981,†,
,Private insurance,64,†,5.375,344,†,8178.113134318,523399.240596354,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,11,314.2857142857,4,44,1257.1428571429,7356.0755868642,80916.8314555063,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,248,372.3723723724,4.8991935484,1215,1824.3243243243,9540.6659600788,2366085.15809954,†,
Type of substance use disorder,Alcohol-related disorders,43,911.7896522477,3.6511627907,157,3329.0924512299,7593.0651986941,326501.803543847,69.2327827701,
,Cannabis-related disorders,11,233.2485156913,2.3636363636,26,551.3146734521,4621.047467059,50831.5221376493,10.7785246263,
,Neonatal abstinence syndrome,13,275.657336726,12.5384615385,163,3456.3189143342,12306.7027623922,159987.135911099,33.9243290736,
,Opioid-related disorders,26,551.3146734521,4.0769230769,106,2247.6675148431,6593.6363934985,171434.54623096,36.3516849514,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,11,233.2485156913,3.4545454545,38,805.7675996607,6009.7431871756,66107.1750589311,14.0176367809,
Type of mental disorder,Anxiety disorders,126,2671.7557251908,4.8968253968,617,13083.1212892281,9448.9059518544,1190562.14993365,252.4516857366,
,Bipolar disorders,20,424.0882103478,6.45,129,2735.368956743,8226.2096985569,164524.193971138,34.8863854901,
,Depressive disorders,137,2905.0042408821,4.1605839416,570,12086.5139949109,8935.3239930368,1224139.38704603,259.5715409343,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,13,275.657336726,7.3076923077,95,2014.4189991518,7244.2085503919,94174.7111550943,19.9691923569,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,16,339.2705682782,7.125,114,2417.3027989822,5901.7087193132,94427.3395090117,20.0227607101,
,Trauma- and stressor-related disorders,16,339.2705682782,4.0625,65,1378.2866836302,5475.3623340015,87605.7973440237,18.5762929059,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Carbon, Pennsylvania",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,487534.609370949,3807.0311097161,5.5756875225,2718340.6382408,21226.8158560905,10737.5570054442,5234930660.24756,408.7821356208,
"Carbon, Pennsylvania",,3428,5272.629393217,5.7651691949,19763,30397.6005537183,10548.8799264442,36161560.387851,556.2033436569,
Age group,<1,31,5016.1812297735,13.3548387097,414,66990.2912621359,12680.8133276496,393105.213157138,636.0925779242,
,1-17,22,182.3607427056,5.8181818182,128,1061.0079575597,6191.7168537469,136217.770782431,11.2912608407,
,18-44,866,4502.2095139069,4.8048498845,4161,21632.4408630101,7601.408868571,6582820.08018248,342.2313532718,
,45-64,1217,6112.5062782521,5.5267050123,6726,33782.0190858864,11729.4447754721,14274734.2917496,716.9630483049,
,65-84,1292,9796.7849560206,6.4504643963,8334,63193.8125568698,11435.5131826465,14774683.0319793,1120.3126351213,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1410,4386.5107018417,5.9879432624,8443,26266.1772025883,11336.6343758501,15984654.4699486,497.2826801253,
,Female,2018,6139.1500106477,5.6095143707,11320,34437.6502083903,9998.466758128,20176905.9179023,613.8208730462,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1794,†,6.0367892977,10830,†,11050.3108628103,19824257.6878818,†,
,Medicaid,695,†,5.4,3753,†,8221.5943894322,5714008.10065535,†,
,Private insurance,840,†,5.5,4620,†,11390.4701597827,9567994.93421751,†,
,Uninsured,38,†,6.4210526316,244,†,12166.5845137876,462330.211523929,†,
,Other,60,†,5.2333333333,314,†,9832.3197268841,589939.183613047,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,93,159.793814433,2.9892473118,278,477.6632302405,4455.6338660812,414373.949545553,†,
,Neonatal birth hospitalization,29,48.6577181208,13.8275862069,401,672.8187919463,13192.6734336822,382587.529576784,†,
,Nonmaternal/nonneonatal hospitalization,3306,379.1719233857,5.7725347852,19084,2188.78311733,10697.0958586596,35364598.9087286,†,
Type of substance use disorder,Alcohol-related disorders,457,702.9147119895,6.1509846827,2811,4323.6176267015,14036.1640692019,6414526.97962528,98.6622622414,
,Cannabis-related disorders,211,324.540490656,4.4691943128,943,1450.4345151119,6193.1781090617,1306760.58101202,20.0993706223,
,Neonatal abstinence syndrome,14,21.533492271,17.5714285714,246,378.3742213335,16529.3937646677,231411.512705349,3.5593557288,
,Opioid-related disorders,337,518.3419210951,5.3946587537,1818,2796.2777820503,10038.2172007729,3382879.19666049,52.0322878822,
,Sedative-related disorders,19,29.2240252249,4.3684210526,83,127.6628470353,6326.4339632408,120202.245301575,1.8488386573,
,Stimulant-related disorders,118,181.4965777128,4.4237288136,522,802.8916403907,4941.8065666035,583133.174859212,8.9692097956,
,Miscellaneous substances and addictive disorders,87,133.8152733984,5.1379310345,447,687.5336460817,6958.562142742,605394.90641855,9.3116189559,
Type of mental disorder,Anxiety disorders,1832,2817.8112743213,5.634279476,10322,15876.3362301007,9723.7924972034,17813987.8548766,273.9981212778,
,Bipolar disorders,434,667.5382604014,5.4193548387,2352,3617.6267015304,7216.2677799111,3131860.21648143,48.1713484039,
,Depressive disorders,1590,2445.5894793509,5.7194968553,9094,13987.5413366146,9862.8526757841,15681935.7544967,241.2048874029,
,"Disruptive, impulse-control, and conduct disorders",17,26.1478120434,12.0588235294,205,315.3118511113,9511.8775836013,161701.918921222,2.4871478724,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,20,30.7621318157,4.9,98,150.7344458971,11168.6646442579,223373.292885158,3.4357193399,
,Personality disorders,20,30.7621318157,7.7,154,236.8684149812,7123.3462183511,142466.924367021,2.1912931534,
,Schizophrenia and related disorders,251,386.0647542875,9.4980079681,2384,3666.8461124356,9848.3874418851,2471945.24791314,38.0211527788,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,318,489.1178958702,8.3459119497,2654,4082.134891948,8755.4576795898,2784235.54210954,42.8245103762,
,Trauma- and stressor-related disorders,126,193.8014304391,5.1904761905,654,1005.9217103745,8893.2820467038,1120553.53788468,17.2353078195,
,Miscellaneous mental disorders,110,169.1917249865,6.5,715,1099.7462124125,6955.9659369172,765156.253060886,11.7689187581,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Centre, Pennsylvania",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,487534.609370949,3807.0311097161,5.5756875225,2718340.6382408,21226.8158560905,10737.5570054442,5234930660.24756,408.7821356208,
"Centre, Pennsylvania",,4116,2523.4040205256,4.7286200194,19463,11932.2187685837,11253.7732199327,46320530.5732432,283.9781658926,
