,45-64,734,5064.1644818546,5.8964577657,4328,29860.6319856492,13715.3600859789,10067074.3031085,694.5683940326,
,65-84,659,7631.7313259988,6.3581183612,4190,48523.4510712217,11918.0238805427,7853977.73727764,909.5515619314,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,828,3359.4352253824,7.1678743961,5935,24080.0097374934,15378.6169227477,12733494.8120351,516.6346740794,
,Female,1162,4401.3484337714,5.2839931153,6140,23256.6948221658,10510.5808708388,12213294.9719147,462.6072865389,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,917,†,6.3893129771,5859,†,12411.3582286027,11381215.4956287,†,
,Medicaid,596,†,6.1577181208,3670,†,12747.7705295344,7597671.23560252,†,
,Private insurance,398,†,5.4522613065,2170,†,13064.8615212331,5199814.8854508,†,
,Uninsured,54,†,4.1851851852,226,†,6126.9898051089,330857.449475881,†,
,Other,26,†,5.9615384615,155,†,17210.7101057578,447478.462749704,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,78,144.1774491682,3.0641025641,239,441.7744916821,3937.7018944124,307140.747764168,†,
,Neonatal birth hospitalization,27,48.9130434783,14.5555555556,393,711.9565217391,23657.0745087779,638741.011737005,†,
,Nonmaternal/nonneonatal hospitalization,1886,354.3780533634,6.0699893955,11448,2151.0710259301,12731.2596868539,24011155.7694064,†,
Type of substance use disorder,Alcohol-related disorders,340,666.0398056731,6.0411764706,2054,4023.6640025074,12979.9543272786,4413184.47127474,86.4516625779,
,Cannabis-related disorders,103,201.7708823068,4.7961165049,494,967.7166588309,11647.1736526329,1199658.88622119,23.5006050427,
,Neonatal abstinence syndrome,20,39.1788120984,16.05,321,628.8199341796,12777.4397488585,255548.79497717,5.0060491102,
,Opioid-related disorders,147,287.9642689234,6.1020408163,897,1757.169722614,11984.9366874255,1761785.69305155,34.5123353129,
,Sedative-related disorders,26,50.9324557279,6.4615384615,168,329.1020216267,22130.1473679017,575383.831565445,11.2714275107,
,Stimulant-related disorders,48,94.0291490362,5.8958333333,283,554.3801911926,16089.5579876711,772298.783408214,15.1288744595,
,Miscellaneous substances and addictive disorders,110,215.4834665413,4.5727272727,503,985.3471242752,8378.0174966149,921581.924627639,18.0532425291,
Type of mental disorder,Anxiety disorders,788,1543.6451966776,5.9175126904,4663,9134.540040746,13700.9982877424,10796386.650741,211.4948019656,
,Bipolar disorders,155,303.6357937627,6.5806451613,1020,1998.1194170193,12611.4473219399,1954774.33490069,38.2928681809,
,Depressive disorders,1013,1984.4068327848,5.5310957552,5603,10975.9442093715,11148.2821223303,11293209.7899206,221.2272721737,
,"Disruptive, impulse-control, and conduct disorders",13,25.466227864,6.7692307692,88,172.386773233,7262.178205063,94408.3166658193,1.8494028496,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,21,41.1377527033,6.9047619048,145,284.0463877135,9153.0132694323,192213.278658078,3.7653439637,
,Schizophrenia and related disorders,99,193.9351198872,11.0707070707,1096,2146.9989029933,16642.4605180534,1647603.59128729,32.2755757579,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,66,129.2900799248,3.5,231,452.5152797367,4684.1527702435,309154.082836073,6.0561448604,
,Trauma- and stressor-related disorders,49,95.9880896411,4.8163265306,236,462.3099827613,8931.3686827682,437637.065455643,8.5730501774,
,Miscellaneous mental disorders,52,101.8649114559,3.4423076923,179,350.6503682808,5031.2704222336,261626.061956147,5.1250991607,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Gallatin, Kentucky",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,180329.274887181,4057.4839512889,5.3548598639,965637.996373587,21727.2579590408,11947.1367584912,2154418508.63672,484.7531566143,
"Gallatin, Kentucky",,478,6036.8779994948,5.0209205021,2400,30310.6845162919,10421.3944798233,4981426.56135557,629.126870593,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,11,587.2931126535,7.6363636364,84,4484.783769354,23218.3143442559,255401.457786815,136.3595610181,
,18-44,104,4013.8942493246,3.9134615385,407,15708.2207641837,7087.4404753611,737093.809437558,284.4823656648,
,45-64,220,9730.2078726227,5.1409090909,1131,50022.1141088014,11784.8380817872,2592664.37799319,1146.6892428099,
,65-84,136,12442.8179322964,5.2352941176,712,65141.8115279048,9689.3030041429,1317745.20856343,1205.622331714,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,182,4543.1852221667,4.9340659341,898,22416.3754368447,10549.3808903823,1919987.32204959,479.2779136419,
,Female,296,7566.4621676892,5.0743243243,1502,38394.6830265848,10342.7001327904,3061439.23930598,782.5764926651,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,271,†,5.667896679,1536,†,11240.5062704399,3046177.19928922,†,
,Medicaid,111,†,4.1171171171,457,†,8191.9137284669,909302.423859832,†,
,Private insurance,75,†,4.04,303,†,11300.8412847574,847563.096356806,†,
,Uninsured,18,†,3.8888888889,70,†,6132.8705457737,110391.669823925,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,12,106.1946902655,2.6666666667,32,283.185840708,4337.319115894,52047.8293907287,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,459,430.985915493,5.0152505447,2302,2161.5023474178,10568.3159572772,4850857.02439027,†,
Type of substance use disorder,Alcohol-related disorders,71,896.691083607,5.3521126761,380,4799.1917150796,10707.0632620797,760201.491607663,96.0092815872,
,Cannabis-related disorders,27,340.9952008083,4.3333333333,117,1477.6458701692,7623.3450936813,205830.317529396,25.9952409105,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,50,631.4725940894,4.4,220,2778.4794139934,7765.4452533467,388272.262667335,49.0366585839,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,15,189.4417782268,5.1333333333,77,972.4677948977,7272.4488244345,109086.732366517,13.7770563736,
,Miscellaneous substances and addictive disorders,31,391.5130083354,4.3870967742,136,1717.6054559232,6558.3774853594,203309.702046143,25.6769009909,
Type of mental disorder,Anxiety disorders,219,2765.8499621116,4.8447488584,1061,13399.8484465774,10697.1727301455,2342680.82790187,295.8677479037,
,Bipolar disorders,50,631.4725940894,4.1,205,2589.0376357666,8175.1632957809,408758.164789046,51.6239157349,
,Depressive disorders,199,2513.2609244759,5.2914572864,1053,13298.8128315231,10969.5440894986,2182939.27381022,275.6932651945,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,11,138.9239706997,3.9090909091,43,543.0664309169,4485.1219828764,49336.3418116403,6.2309095493,
,Schizophrenia and related disorders,28,353.6246526901,5.3571428571,150,1894.4177822682,9005.5654978935,252155.833941016,31.8458997147,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,24,303.1068451629,2.8333333333,68,858.8027279616,3683.7619621226,88410.2870909423,11.1657346667,
,Trauma- and stressor-related disorders,25,315.7362970447,5.2,130,1641.8287446325,8428.1390707379,210703.476768448,26.6106942117,
,Miscellaneous mental disorders,13,164.1828744632,4.1538461538,54,681.9904016166,4557.6707768343,59249.7200988461,7.48291489,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Garrard, Kentucky",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,180329.274887181,4057.4839512889,5.3548598639,965637.996373587,21727.2579590408,11947.1367584912,2154418508.63672,484.7531566143,
"Garrard, Kentucky",,515,3060.1937132331,5.2970873786,2728,16210.1134945629,12984.7973448555,6687170.63260059,397.3599520233,
Age group,<1,11,6179.7752808989,11.6363636364,128,71910.1123595505,9270.0361499964,101970.39764996,572.8674025279,
,1-17,*,*,*,*,*,*,*,*,
,18-44,146,2783.0728173847,5.0821917808,742,14144.1097979412,11031.0848572052,1610538.38915197,307.0031241235,
,45-64,208,4109.8597115195,4.8269230769,1004,19837.9766844497,14044.2308041442,2921200.007262,577.1981836123,
,65-84,141,4912.8919860627,5.7234042553,807,28118.4668989547,14024.1720718025,1977408.26212416,688.9924258272,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,195,2357.0651516983,5.5333333333,1079,13042.4271727305,13381.3189819825,2609357.2014866,315.4064065619,
,Female,320,3740.0654511454,5.153125,1649,19273.0247779336,12743.1669722312,4077813.43111398,476.6027853102,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,205,†,5.2536585366,1077,†,14234.8726791828,2918148.89923247,†,
,Medicaid,161,†,5.9068322981,951,†,11582.786229241,1864828.58290781,†,
,Private insurance,139,†,4.7410071942,659,†,12497.5994454185,1737166.32291317,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,16,86.4864864865,2.375,38,205.4054054054,4804.0661561687,76865.0584986985,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,489,332.4269204623,5.2842535787,2584,1756.6281441196,13366.1479585019,6536046.35170743,†,
Type of substance use disorder,Alcohol-related disorders,60,356.5274229009,5.5,330,1960.9008259552,10476.4006709693,628584.040258158,37.351241325,
,Cannabis-related disorders,41,243.6270723156,5.1951219512,213,1265.6723512983,8242.7128914246,337951.22854841,20.0814800968,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,99,588.2702477866,4.9898989899,494,2935.4091152178,11054.6010810389,1094405.50702285,65.0309291712,
,Sedative-related disorders,12,71.3054845802,3.9166666667,47,279.2798146057,4103.6869406615,49244.2432879385,2.9261538587,
,Stimulant-related disorders,32,190.1479588805,4.96875,159,944.7976706875,6950.0224663752,222400.718924007,13.2153258615,
,Miscellaneous substances and addictive disorders,39,231.7428248856,5.4102564103,211,1253.7881038683,10449.3709757544,407525.468054423,24.215667482,
Type of mental disorder,Anxiety disorders,229,1360.7463307386,5.0917030568,1166,6928.5162517084,14379.6060568831,3292929.78702624,195.6699617937,
,Bipolar disorders,33,196.0900825955,6.6666666667,220,1307.2672173035,14237.6222653905,469841.534757889,27.9185652598,
,Depressive disorders,234,1390.4569493137,5.0427350427,1180,7011.7059837186,13365.7174137275,3127577.87481225,185.8445466048,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,19,112.9003505853,9.9473684211,189,1123.061382138,17354.6722224726,329738.772226979,19.5934857821,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,30,178.2637114505,5.3666666667,161,956.6819181175,8772.0101739465,263160.305218396,15.6373109049,
,Trauma- and stressor-related disorders,18,106.9582268703,3.5,63,374.353794046,10117.7238185094,182119.02873317,10.8217379959,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Grant, Kentucky",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,180329.274887181,4057.4839512889,5.3548598639,965637.996373587,21727.2579590408,11947.1367584912,2154418508.63672,484.7531566143,
"Grant, Kentucky",,1515,5437.3183074328,4.7201320132,7151,25664.8602088791,10532.1646611652,15956229.4616653,572.6673172905,
Age group,<1,40,10050.2512562814,9.75,390,97989.9497487437,15387.6617487429,615506.469949719,1546.4986682154,
,1-17,20,286.4919066036,8,160,2291.9352528291,33459.8651127542,669197.302255085,95.8598055085,
,18-44,400,4248.5395645247,3.775,1510,16038.2368560807,7098.3108620262,2839324.34481049,301.5745453861,
,45-64,620,8407.9197179279,4.7758064516,2961,40154.5972335231,11298.1329157603,7004842.40777139,949.9379451819,
,65-84,435,11772.6657645466,4.8965517241,2130,57645.4668470906,11097.3768663877,4827358.93687867,1306.4570871119,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,601,4294.0840240069,5.1447587354,3092,22092.0262932266,12136.27859139,7293903.43342539,521.1420001018,
,Female,913,6583.9763467224,4.439211391,4053,29227.6627965673,9468.772600626,8644989.38437155,623.4217483502,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,760,†,4.8144736842,3659,†,10915.1286261672,8295497.7558871,†,
,Medicaid,425,†,4.9670588235,2111,†,10296.5672915423,4376041.09890549,†,
,Private insurance,256,†,4.2265625,1082,†,10286.0243861924,2633222.24286525,†,
,Uninsured,51,†,3.7647058824,192,†,6608.8660044854,337052.166228755,†,
,Other,23,†,4.652173913,107,†,13670.2694686413,314416.197778751,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,46,116.7512690355,3.3260869565,153,388.3248730964,4814.5531515771,221469.444972549,†,
,Neonatal birth hospitalization,36,88.8888888889,8.8611111111,319,787.6543209877,10223.7373782208,368054.545615951,†,
,Nonmaternal/nonneonatal hospitalization,1433,413.3256417652,4.6608513608,6679,1926.4493798673,10723.4511312469,15366705.4710768,†,
Type of substance use disorder,Alcohol-related disorders,149,534.7593582888,4.3959731544,655,2350.7877830815,8800.598424802,1311289.1652955,47.062023662,
,Cannabis-related disorders,85,305.0640634533,4.4,374,1342.2818791946,8885.4850204927,755266.226741879,27.1064216611,
,Neonatal abstinence syndrome,18,64.6018016725,14.6666666667,264,947.4930911962,24766.7641286801,445801.754316243,15.9997758431,
,Opioid-related disorders,157,563.4712701432,5.025477707,789,2831.7123066432,7889.639423648,1238673.38951273,44.4558514701,
,Sedative-related disorders,14,50.2458457453,4.5,63,226.1063058536,5851.0253495161,81914.3548932259,2.9398971716,
,Stimulant-related disorders,22,78.9577575997,6.3181818182,139,498.8694684707,7453.2716443975,163971.976176745,5.8849361582,
,Miscellaneous substances and addictive disorders,84,301.4750744715,4.2619047619,358,1284.8580554858,5515.6167286232,463311.805204344,16.6282096402,
Type of mental disorder,Anxiety disorders,717,2573.3050999533,4.7308228731,3392,12173.8506262785,11486.8484029645,8236070.30492557,295.5916557774,
,Bipolar disorders,95,340.9539532714,4.4842105263,426,1528.9093062484,9682.1022159433,919799.710514609,33.011510265,
,Depressive disorders,787,2824.5343286796,4.6391359593,3651,13103.3987725657,10121.9912252929,7966007.09430556,285.8991169043,
,"Disruptive, impulse-control, and conduct disorders",14,50.2458457453,6.2142857143,87,312.2420414169,7949.7243127862,111296.140379006,3.9944062154,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,11,39.4788787998,4.8181818182,53,190.2164160356,10728.8452544813,118017.297799294,4.2356278146,
,Personality disorders,41,147.148548254,5.0731707317,208,746.5097082152,5253.0733361409,215376.006781775,7.7298211528,
,Schizophrenia and related disorders,115,412.7337329074,6.0695652174,698,2505.1143092991,7998.2323189903,919796.716683884,33.0114028168,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,73,261.9961956717,4.1506849315,303,1087.4636614866,5966.491923602,435553.910422949,15.6319818549,
,Trauma- and stressor-related disorders,84,301.4750744715,5.5595238095,467,1676.0578545024,10548.5910869199,886081.651301273,31.801372835,
,Miscellaneous mental disorders,36,129.2036033449,4.3333333333,156,559.8822811614,5727.101488804,206175.653596944,7.3996214908,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Graves, Kentucky",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,180329.274887181,4057.4839512889,5.3548598639,965637.996373587,21727.2579590408,11947.1367584912,2154418508.63672,484.7531566143,
"Graves, Kentucky",,1710,4300.2640513014,5.7192982456,9780,24594.4926442851,9339.0369002546,15969753.0994352,401.6032465594,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,13,145.462683227,5.9230769231,77,861.5866621909,10491.4268577413,136388.549150637,15.2611110161,
,18-44,352,2777.5585891265,4.78125,1683,13280.202004261,6486.9269493044,2283398.28615516,180.1781966508,
,45-64,674,6440.5160057334,5.8100890208,3916,37419.9713330148,10224.34232222,6891206.72517628,658.5004037436,
,65-84,663,9249.4419642857,5.8597285068,3885,54199.21875,9460.6683504702,6272423.11636171,875.0590285103,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,696,3565.7564424407,5.6795977011,3953,20252.0620933449,9460.8332200077,6584739.92112539,337.350270051,
,Female,1008,4978.7612367875,5.7281746032,5774,28519.2136718364,9220.4614672994,9294225.1590378,459.0647613868,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1013,†,6.0977295163,6177,†,9285.8784220544,9406594.84154107,†,
,Medicaid,432,†,5.4212962963,2342,†,9565.3916482004,4132249.19202259,†,
,Private insurance,209,†,4.6555023923,973,†,9526.1925612159,1990974.24529412,†,
,Uninsured,22,†,5.9090909091,130,†,7554.461986043,166198.163692945,†,
,Other,33,†,3.7272727273,123,†,5636.2149502709,185995.093358938,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,29,57.4257425743,2.3103448276,67,132.6732673267,2985.0860858965,86567.4964909994,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,1675,350.1986201129,5.7044776119,9555,1997.7001881664,9321.3388392217,15613242.5556963,†,
Type of substance use disorder,Alcohol-related disorders,194,487.8662140073,4.6546391753,903,2270.841192003,7765.3020448321,1506468.59669742,37.8842850924,
,Cannabis-related disorders,96,241.4183327046,4.34375,417,1048.6608826858,5585.8488807144,536241.492548579,13.4852632352,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,85,213.7558154156,5.2588235294,447,1124.104111656,10528.9825503841,894963.516782654,22.5063125055,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,68,171.0046523325,4.0588235294,276,694.0777065258,4501.3707254632,306093.209331495,7.6975533593,
,Miscellaneous substances and addictive disorders,60,150.8864579404,4.1333333333,248,623.6640261537,5045.6689538138,302740.13722883,7.6132311638,
Type of mental disorder,Anxiety disorders,800,2011.8194392053,5.67125,4537,11409.5309945932,9627.7530887043,7702202.47096345,193.6930081972,
,Bipolar disorders,174,437.5707280272,6.4770114943,1127,2834.1506349805,7253.8089490365,1262162.75713235,31.740544628,
,Depressive disorders,792,1991.7012448133,5.5441919192,4391,11042.3739469382,8624.5069924738,6830609.53803926,171.7744131281,
,"Disruptive, impulse-control, and conduct disorders",12,30.1772915881,6.0833333333,73,183.5785238275,5319.6732267697,63836.0787212367,1.6053333012,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,47,118.1943920533,6.8936170213,324,814.7868728782,4797.6874989908,225491.312452565,5.670597572,
,Schizophrenia and related disorders,231,580.9128630705,7.9134199134,1828,4597.0074185842,7571.2266643252,1748953.35945913,43.9822295853,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,134,336.9797560669,4.7462686567,636,1599.3964541682,3771.2152718275,505342.846424879,12.7082320238,
,Trauma- and stressor-related disorders,97,243.9331070036,5.3195876289,516,1297.6235382874,6876.6934900759,667039.268537361,16.7745320895,
,Miscellaneous mental disorders,23,57.8398088772,3.0869565217,71,178.5489752295,2798.6299455757,64368.4887482408,1.6187222117,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Grayson, Kentucky",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,180329.274887181,4057.4839512889,5.3548598639,965637.996373587,21727.2579590408,11947.1367584912,2154418508.63672,484.7531566143,
