,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,78,991.6094584287,4.1538461538,324,4118.9931350114,14211.1383685545,1108468.79274725,140.918992213,
,Bipolar disorders,27,343.2494279176,5.4074074074,146,1856.0894991101,17057.6841478746,460557.471992616,58.5504032536,
,Depressive disorders,100,1271.2941774727,4.86,486,6178.4897025172,14019.3384680901,1401933.84680901,178.227033665,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Cochran, Texas",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,599852.854051097,2172.4767538709,5.6793738278,3406788.59983042,12338.3076174434,13146.9717046194,7886248499.14501,285.6149041208,
"Cochran, Texas",,52,1759.7292724196,5.7884615385,301,10186.1252115059,19866.3351424655,1033049.4274082,349.593714859,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,11,1181.5252416756,7.2727272727,80,8592.9108485499,37113.6307016546,408249.9377182,438.5069148423,
,45-64,25,3486.750348675,5.76,144,20083.6820083682,15768.4014390677,394210.035976694,549.8047921572,
,65-84,16,3485.8387799564,4.8125,77,16775.5991285403,14411.840857082,230589.453713312,502.3735375018,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,25,1736.1111111111,6.6,165,11458.3333333333,25730.8583192313,643271.457980783,446.7162902644,
,Female,27,1782.1782178218,5.037037037,136,8976.897689769,14436.2210899046,389777.969427424,257.2791877409,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,*,†,*,*,†,*,*,†,
,Medicaid,*,†,*,*,†,*,*,†,
,Private insurance,35,†,6.1142857143,214,†,23800.7591874987,833026.571562457,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,52,230.0884955752,5.7884615385,301,1331.8584070796,19866.3351424655,1033049.4274082,†,
Type of substance use disorder,Alcohol-related disorders,*,*,*,*,*,*,*,*,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,22,744.5008460237,6.4090909091,141,4771.5736040609,25831.4911965447,568292.806323983,192.3156704988,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,30,1015.2284263959,4.6666666667,140,4737.7326565144,12599.0124547838,377970.373643514,127.9087558861,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Coke, Texas",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,599852.854051097,2172.4767538709,5.6793738278,3406788.59983042,12338.3076174434,13146.9717046194,7886248499.14501,285.6149041208,
"Coke, Texas",,79,2552.5040387722,5.6455696203,446,14410.3392568659,13043.9018504721,1030468.24618729,332.9461215468,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,11,1392.4050632911,3.1818181818,35,4430.3797468354,6827.4837783212,75102.3215615328,95.0662298247,
,45-64,27,3165.2989449003,6.2962962963,170,19929.6600234466,13745.150044317,371119.051196561,435.0750893277,
,65-84,38,4567.3076923077,6.2105263158,236,28365.3846153846,14715.9601656953,559206.486296422,672.1231806447,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,31,2081.9341840161,5.6129032258,174,11685.6950973807,11754.247282035,364381.665743085,244.7156922385,
,Female,48,2988.7920298879,5.6666666667,272,16936.4881693648,13876.8037592544,666086.580444214,414.7488047598,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,44,†,6.2954545455,277,†,14941.6318950081,657431.803380356,†,
,Medicaid,*,†,*,*,†,*,*,†,
,Private insurance,15,†,3.8666666667,58,†,9307.2141488474,139608.21223271,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,79,235.119047619,5.6455696203,446,1327.380952381,13043.9018504721,1030468.24618729,†,
Type of substance use disorder,Alcohol-related disorders,*,*,*,*,*,*,*,*,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,31,1001.6155088853,4.9677419355,154,4975.7673667205,12862.4786010602,398736.836632868,128.8325804953,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,40,1292.4071082391,5.925,237,7657.5121163166,14564.6266003103,582585.064012414,188.2342694709,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Coleman, Texas",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,599852.854051097,2172.4767538709,5.6793738278,3406788.59983042,12338.3076174434,13146.9717046194,7886248499.14501,285.6149041208,
"Coleman, Texas",,283,3306.0747663551,5.2332155477,1481,17301.4018691588,13103.4486358328,3708275.96394069,433.2098088716,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,56,2433.7244676228,5.1428571429,288,12516.2972620599,14255.3696288552,798300.699215895,346.9364186075,
,45-64,92,3846.1538461538,5.4891304348,505,21112.0401337792,12436.2283195495,1144133.00539856,478.3164738288,
,65-84,129,6210.8810784786,4.7906976744,618,29754.4535387578,11710.081987929,1510600.57644285,727.2992664626,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,109,2563.4995296331,5.4036697248,589,13852.3047977422,14841.6459945777,1617739.41340897,380.4655252608,
,Female,174,4038.9972144847,5.1264367816,892,20705.6638811513,12014.577876619,2090536.55053171,485.2684657687,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,155,†,4.8258064516,748,†,11048.7561005721,1712557.19558869,†,
,Medicaid,30,†,4.9,147,†,11265.2979404366,337958.938213098,†,
,Private insurance,53,†,4.5471698113,241,†,15324.2051064126,812182.870639871,†,
,Uninsured,41,†,7.6829268293,315,†,19827.6290062875,812932.789257788,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,280,212.1212121212,5.2392857143,1467,1111.3636363636,13134.6194354329,3677693.44192121,†,
Type of substance use disorder,Alcohol-related disorders,31,362.1495327103,5.7741935484,179,2091.1214953271,12202.3223020014,378271.991362043,44.1906531965,
,Cannabis-related disorders,20,233.6448598131,5.95,119,1390.1869158879,13458.3792933371,269167.585866742,31.444811433,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,11,128.5046728972,12.0909090909,133,1553.738317757,57819.6568338239,636016.225172063,74.3009608846,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,24,280.3738317757,8.3333333333,200,2336.4485981308,25597.9155878902,614349.974109364,71.7698567885,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,104,1214.953271028,5.0961538462,530,6191.5887850467,12041.8007402821,1252347.27698933,146.3022519847,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,131,1530.3738317757,4.6641221374,611,7137.8504672897,11194.6858816328,1466503.8504939,171.320543282,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,12,140.1869158879,6.5,78,911.214953271,8745.317593389,104943.811120668,12.2597910188,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,14,163.5514018692,5.0714285714,71,829.4392523364,12904.8032847502,180667.245986502,21.1059866807,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Collin, Texas",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,599852.854051097,2172.4767538709,5.6793738278,3406788.59983042,12338.3076174434,13146.9717046194,7886248499.14501,285.6149041208,
"Collin, Texas",,15970,1866.8864378942,5.3701298118,85760.9730949402,10025.4225154383,13658.6384872549,218128456.641461,254.9912695196,
Age group,<1,65,574.6618336133,28.1846153846,1832,16196.6227566086,83212.8516803931,5408835.35922555,478.1924992685,
,1-17,808,372.8794787071,6.5408415842,5285,2438.9456002067,15068.6880469129,12175499.9419056,56.1880454373,
,18-44,4304,1392.826168563,4.4265799257,19052,6165.4563576819,9781.3496781808,42098929.0148901,136.2371979564,
,45-64,5380,2350.5767214261,5.3063147017,28547.9730949401,12472.899814287,15014.2151133638,80776477.3098975,352.9206453596,
,65-84,5410,6041.9924056288,5.7340110906,31021,34644.8514630332,14329.9643244636,77525106.9953485,865.8153562134,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,6311,1501.4429173338,5.6160671843,35443,8432.2042971101,14455.3120537927,91227474.3714861,217.0382590102,
,Female,9649,2217.6205338469,5.2050961856,50223.9730949402,11542.9281818545,13121.132185306,126605804.456017,290.9769216145,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,6452,†,5.8240855549,37577,†,13702.4385275642,88408133.3798448,†,
,Medicaid,860,†,6.1,5246,†,12500.4081371719,10750350.9979678,†,
,Private insurance,6664,†,5.0481652303,33640.9730949401,†,14523.1277279087,96782123.178784,†,
,Uninsured,1737,†,4.6493955095,8076,†,10846.2197258333,18839883.6637725,†,
,Other,256,†,4.76171875,1219,†,13060.2580066578,3343426.04970441,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,359,36.3507492912,4.0139275766,1441,145.9092750101,5598.7841514454,2009963.51036888,†,
,Neonatal birth hospitalization,47,4.6037809776,15.2978723404,719,70.4280536781,16374.7075758055,769611.256062861,†,
,Nonmaternal/nonneonatal hospitalization,15564,310.4975461836,5.37143235,83600.9730949402,1667.8165641571,13836.3455329626,215348881.87503,†,
Type of substance use disorder,Alcohol-related disorders,2532,295.989759596,5.0427301747,12768.1928024292,1492.5964921273,12175.6793979168,30828820.2355253,36.0387641791,
,Cannabis-related disorders,720,84.1677041505,4.6,3312,387.1714390924,8069.6356263947,5810137.65100416,6.79202704,
,Neonatal abstinence syndrome,26,3.0393893165,27.0384615385,703,82.1804111359,42102.9998397432,1094677.99583332,1.2796740791,
,Opioid-related disorders,964,112.6912038904,6.8993775934,6651,777.4991670904,19064.8843969422,18378548.5586523,21.4844477472,
,Sedative-related disorders,125,14.6124486372,6.648,831,97.1435585404,17782.010360157,2222751.29501963,2.5983871305,
,Stimulant-related disorders,477,55.7611039997,5.8364779874,2784,325.4484560487,12841.5865854799,6125436.80127394,7.1606104511,
,Miscellaneous substances and addictive disorders,378,44.188044679,5.8862433862,2225,260.1015857429,12607.5700525036,4765661.47984637,5.5710386877,
Type of mental disorder,Anxiety disorders,7195,841.0925435597,5.2484753707,37762.7802925109,4414.4534993905,13625.7740458385,98037444.2598081,114.6053695018,
,Bipolar disorders,1406,164.3608222717,5.3278805121,7491,875.6948219327,10055.0206275298,14137359.002307,16.526514583,
,Depressive disorders,8231,962.2005178652,5.1812659458,42647,4985.41677626,12553.4082524334,103327103.325779,120.7889592146,
,"Disruptive, impulse-control, and conduct disorders",74,8.6505695932,5.1081081081,378,44.188044679,5128.4465002656,379505.041019655,0.4436398336,
,Eating disorders,95,11.1054609643,9.7684210526,928,108.4828186829,13333.8993575134,1266720.43896377,1.4807909882,
,Obsessive-compulsive disorders,94,10.9885613752,8.8191489362,829,96.9097593622,12521.1067352262,1176984.03311126,1.3758894985,
,Personality disorders,122,14.2617498699,5.5409836066,676,79.0241222302,6292.5814524905,767694.937203841,0.8974322271,
,Schizophrenia and related disorders,797,93.1689725111,6.5570890841,5226,610.9172526259,8935.9683443035,7121966.77040987,8.3255498903,
,Somatic symptom disorders,61,7.130874935,5.3278688525,325,37.9923664568,9937.4639300704,606185.299734294,0.7086281246,
,Suicidal ideation or attempt,1308,152.9046625401,4.6704892966,6109,714.1395897993,5117.6686389238,6693910.57971233,7.8251539623,
,Trauma- and stressor-related disorders,539,63.0088785238,6.6530612245,3586,419.2019265052,14204.6192191241,7656289.75910794,8.9501712685,
,Miscellaneous mental disorders,446,52.1372167377,4.9461883408,2206,257.8804935501,6114.8983627834,2727244.66980141,3.1881378127,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Collingsworth, Texas",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,599852.854051097,2172.4767538709,5.6793738278,3406788.59983042,12338.3076174434,13146.9717046194,7886248499.14501,285.6149041208,
"Collingsworth, Texas",,57,1909.5477386935,5.701754386,325,10887.7721943048,10689.5972409898,609307.042736418,204.1229623908,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,11,1189.1891891892,7.4545454545,82,8864.8648648649,6495.498156446,71450.4797209062,77.2437618604,
,45-64,19,2737.7521613833,5.8421052632,111,15994.2363112391,10941.8640437744,207895.416831715,299.5611193541,
,65-84,26,5029.0135396518,5.0384615385,131,25338.4912959381,12647.3850195316,328832.010507822,636.0387050441,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,25,1702.9972752044,5.68,142,9673.0245231608,15797.2335708989,394930.839272473,269.0264572701,
,Female,32,2109.4264996704,5.71875,183,12063.2827949901,6699.2563582483,214376.203463945,141.3158889017,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,34,†,5.4117647059,184,†,12730.3723695015,432832.660563051,†,
,Medicaid,*,†,*,*,†,*,*,†,
,Private insurance,14,†,6.3571428571,89,†,7117.0294293252,99638.4120105534,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,55,153.2033426184,5.8363636364,321,894.1504178273,10704.3091095816,588737.001026989,†,
Type of substance use disorder,Alcohol-related disorders,*,*,*,*,*,*,*,*,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,23,770.5192629816,5.3043478261,122,4087.1021775544,8279.833532479,190436.171247016,63.7977123106,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,27,904.5226130653,5.3333333333,144,4824.1206030151,8932.0087246078,241164.235564409,80.792038715,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Colorado, Texas",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
